# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
C30F12.5,8.38504797973778,5.42807313324042,C30F12.5,WBGene00016264,Public name for WBGene00016264. History: N.A.
sms-2,8.38504797973778,6.48873110180464,sms-2,WBGene00004893,Public name for WBGene00004893. History: N.A.
ZC132.4,8.38504797973778,7.61178071557851,ZC132.4,,Sequence name for Suppressed gene WBGene00022523. Molecular name for Suppressed gene WBGene00022523. Public name for Suppressed gene WBGene00022523. History of WBGene00022523: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F55F8.3,8.38504797973778,7.98613058683647,F55F8.3,WBGene00018891,Public name for WBGene00018891. History: N.A.
jmjd-3.2,8.38504797973778,7.98613058683647,jmjd-3.2,WBGene00009089,Public name for WBGene00009089. History: N.A.
ant-1.1,8.38504797973778,9.92027158833593,ant-1.1,WBGene00006439,Public name for WBGene00006439. History: Renamed on 2008-06-04; Renamed on 2014-03-03
C24H10.1,8.34394480336652,5.11611490719212,C24H10.1,WBGene00016067,Sequence name for WBGene00016067(clc-7). History: N.A.
R166.2,8.34394480336652,6.30155616617565,R166.2,WBGene00011302,Public name for WBGene00011302. History: N.A.
C18D4.6,8.34394480336652,6.36394781138532,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
Y43F8C.7,8.34394480336652,6.36394781138532,Y43F8C.7,WBGene00012829,Public name for WBGene00012829. History: N.A.
F56C9.10,8.34394480336652,8.04852223204613,F56C9.10,WBGene00018953,Public name for WBGene00018953. History: N.A.
rec-8,8.34394480336652,9.04678855540069,rec-8,WBGene00004333,Public name for WBGene00004333. History: N.A.
R07B7.2,8.34394480336652,9.42113842665865,R07B7.2,WBGene00011087,Public name for WBGene00011087. History: N.A.
puf-8,8.34394480336652,10.7313629760615,puf-8,WBGene00004244,Public name for WBGene00004244. History: Renamed on 2012-08-14
plc-4,8.34394480336652,11.2304961377388,plc-4,WBGene00004039,Public name for WBGene00004039. History: N.A.
smgl-2,8.30284162699525,6.67590603743362,smgl-2,WBGene00021365,Public name for WBGene00021365. History: N.A.
smp-1,8.30284162699525,6.80068932785293,smp-1,WBGene00004889,Public name for WBGene00004889. History: N.A.
bath-21,8.30284162699525,6.92547261827226,bath-21,WBGene00019138,Public name for WBGene00019138. History: N.A.
epg-6,8.30284162699525,6.98786426348192,epg-6,WBGene00012641,Public name for WBGene00012641. History: N.A.
lact-9,8.30284162699525,7.11264755390123,lact-9,WBGene00012890,Public name for WBGene00012890. History: N.A.
spr-5,8.30284162699525,7.23743084432055,spr-5,WBGene00005010,Public name for WBGene00005010. History: N.A.
gbf-1,8.30284162699525,8.11091387725579,gbf-1,WBGene00007703,Public name for WBGene00007703. History: Renamed on 2005-03-17
C54G4.7,8.30284162699525,8.61004703893307,C54G4.7,WBGene00008317,Public name for WBGene00008317. History: N.A.
Y76B12C.6,8.30284162699525,8.85961361977171,Y76B12C.6,WBGene00022300,Public name for WBGene00022300. History: N.A.
suf-1,8.30284162699525,9.04678855540069,suf-1,WBGene00006307,Public name for WBGene00006307. History: N.A.
F15D3.7,8.26173845062399,6.86308097306259,F15D3.7,WBGene00008857,Sequence name for WBGene00008857(timm-23). History: N.A.
F16B4.5,8.26173845062399,7.73656400599783,F16B4.5,WBGene00017507,Public name for WBGene00017507. History: N.A.
Y55F3AM.13,8.26173845062399,7.98613058683647,Y55F3AM.13,WBGene00021930,Public name for WBGene00021930. History: N.A.
ima-3,8.26173845062399,8.11091387725579,ima-3,WBGene00002074,Public name for WBGene00002074. History: N.A.
met-1,8.26173845062399,8.11091387725579,met-1,WBGene00016603,Public name for WBGene00016603. History: N.A.
F54D11.3,8.26173845062399,8.42287210330409,F54D11.3,WBGene00018813,Public name for WBGene00018813. History: N.A.
F38A5.2,8.26173845062399,9.79548829791661,F38A5.2,WBGene00018161,Public name for WBGene00018161. History: N.A.
C14C10.5,8.26173845062399,10.8561462664808,C14C10.5,WBGene00007588,Public name for WBGene00007588. History: N.A.
ZK856.4,8.26173845062399,11.7920209446257,ZK856.4,WBGene00014105,Public name for WBGene00014105. History: N.A.
F29G9.2,8.22063527425272,6.98786426348192,F29G9.2,WBGene00017931,Sequence name for WBGene00017931(picc-1). History: N.A.
R01H10.7,8.22063527425272,6.98786426348192,R01H10.7,WBGene00010975,Public name for WBGene00010975. History: N.A.
let-363,8.22063527425272,7.98613058683647,let-363,WBGene00002583,Public name for WBGene00002583. History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
Y54G2A.20,8.22063527425272,8.85961361977171,Y54G2A.20,WBGene00021885,Public name for WBGene00021885. History: N.A.
ssl-1,8.22063527425272,9.29635513623933,ssl-1,WBGene00007027,Public name for WBGene00007027. History: N.A.
emb-30,8.22063527425272,11.6672376542064,emb-30,WBGene00001284,Public name for WBGene00001284. History: N.A.
K11H3.3,8.17953209788146,7.36221413473987,K11H3.3,WBGene00010780,Public name for WBGene00010780. History: N.A.
Y53G8B.3,8.17953209788146,7.36221413473987,Y53G8B.3,WBGene00021819,Public name for WBGene00021819. History: N.A.
F33A8.4,8.17953209788146,7.86134729641715,F33A8.4,WBGene00009352,Public name for WBGene00009352. History: N.A.
spd-2,8.17953209788146,7.86134729641715,spd-2,WBGene00004953,Public name for WBGene00004953. History: N.A.
Y47G6A.27,8.17953209788146,8.11091387725579,Y47G6A.27,WBGene00021651,Sequence name for WBGene00021651(miro-3). History: N.A.
ZK688.5,8.17953209788146,8.67243868414273,ZK688.5,WBGene00022800,Public name for WBGene00022800. History: N.A.
M162.9,8.1384289215102,5.98959794012735,M162.9,WBGene00014811,Public name for WBGene00014811. History: N.A.
nstp-4,8.1384289215102,6.92547261827226,nstp-4,WBGene00015404,Public name for WBGene00015404. History: N.A.
F52C6.2,8.1384289215102,7.48699742515919,F52C6.2,WBGene00018659,Public name for WBGene00018659. History: N.A.
npp-7,8.1384289215102,7.73656400599783,npp-7,WBGene00003793,Public name for WBGene00003793. History: N.A.
prp-3,8.1384289215102,8.36048045809443,prp-3,WBGene00010844,Public name for WBGene00010844. History: N.A.
ZK380.t2,8.1384289215102,8.79722197456205,ZK380.t2,WBGene00023401,Public name for WBGene00023401. History: N.A.
ZC434.8,8.1384289215102,9.23396349102967,ZC434.8,WBGene00013894,Public name for WBGene00013894. History: N.A.
tag-153,8.1384289215102,9.23396349102967,tag-153,WBGene00006499,Public name for WBGene00006499. History: N.A.
Y32F6A.6,8.1384289215102,10.1698381691746,Y32F6A.6,WBGene00044209,Public name for WBGene00044209. History: N.A.
T20D3.3,8.1384289215102,10.3570131048036,T20D3.3,WBGene00011857,"Sequence name for WBGene00011857(coa-4). History: Split into T20D3.14(WBGene00303026). History of WBGene00011857: Split into ""WBGene00303026"" on 2018-03-06"
K10G9.2,8.1384289215102,15.5355196572053,K10G9.2,WBGene00010756,Public name for WBGene00010756. History: N.A.
scrm-4,8.09732574513893,6.48873110180464,scrm-4,WBGene00008681,Public name for WBGene00008681. History: Renamed on 2007-05-03
pas-4,8.09732574513893,6.73829768264327,pas-4,WBGene00003925,Public name for WBGene00003925. History: N.A.
T24F1.2,8.09732574513893,7.67417236078817,T24F1.2,WBGene00011994,Sequence name for WBGene00011994(samp-1). History: N.A.
eif-3.B,8.09732574513893,7.67417236078817,eif-3.B,WBGene00001225,Public name for WBGene00001225. History: N.A.
rack-1,8.09732574513893,7.98613058683647,rack-1,WBGene00010556,Public name for WBGene00010556. History: N.A.
tag-184,8.09732574513893,8.61004703893307,tag-184,WBGene00007050,Other name for WBGene00007050(utp-20). History: Renamed on 2016-02-19
rpl-11.1,8.09732574513893,9.10918020061035,rpl-11.1,WBGene00004422,Public name for WBGene00004422. History: Renamed on 2005-09-09
ccf-1,8.09732574513893,10.1698381691746,ccf-1,WBGene00000369,Public name for WBGene00000369. History: N.A.
xpg-1,8.05622256876767,7.05025590869157,xpg-1,WBGene00019004,Public name for WBGene00019004. History: N.A.
nas-36,8.05622256876767,9.85787994312627,nas-36,WBGene00003552,Public name for WBGene00003552. History: N.A.
lin-49,8.05622256876767,10.3570131048036,lin-49,WBGene00003034,Public name for WBGene00003034. History: N.A.
B0001.7,8.05622256876767,10.5441880404325,B0001.7,WBGene00007092,Public name for WBGene00007092. History: N.A.
lin-9,8.01511939239641,6.80068932785293,lin-9,WBGene00002998,Public name for WBGene00002998. History: N.A.
R05D3.8,8.01511939239641,7.73656400599783,R05D3.8,WBGene00019881,Public name for WBGene00019881. History: N.A.
gad-1,8.01511939239641,7.79895565120749,gad-1,WBGene00001513,Public name for WBGene00001513. History: N.A.
vet-6,8.01511939239641,8.04852223204613,vet-6,WBGene00006902,Public name for WBGene00006902. History: N.A.
uso-1,8.01511939239641,8.73483032935239,uso-1,WBGene00010713,Public name for WBGene00010713. History: N.A.
cpb-1,8.01511939239641,8.92200526498137,cpb-1,WBGene00000770,Public name for WBGene00000770. History: N.A.
T20H12.1,8.01511939239641,9.60831336228763,T20H12.1,WBGene00004751,"Public name for Dead gene WBGene00020643. History of WBGene00020643: Merged into ""WBGene00004751"" on 2014-11-13"
F28H6.4,7.97401621602514,7.42460577994953,F28H6.4,WBGene00009233,Public name for WBGene00009233. History: N.A.
aco-2,7.97401621602514,7.54938907036885,aco-2,WBGene00000041,Public name for WBGene00000041. History: N.A.
deps-1,7.97401621602514,8.04852223204613,deps-1,WBGene00022034,Public name for WBGene00022034. History: N.A.
tag-333,7.97401621602514,9.92027158833593,tag-333,WBGene00008183,Other name for WBGene00008183(rin-1). History: Renamed on 2012-09-25
fbxb-37,7.97401621602514,10.1698381691746,fbxb-37,WBGene00020537,"Public name for WBGene00020537. History: Split into T16A1.10(WBGene00269431). History of WBGene00020537: Split into ""WBGene00269431"" on 2016-04-19"
math-1,7.93291303965388,5.17850655240178,math-1,WBGene00015015,Public name for WBGene00015015. History: N.A.
Y67H2A.2,7.93291303965388,6.73829768264327,Y67H2A.2,WBGene00013461,Public name for WBGene00013461. History: N.A.
H25P06.5,7.93291303965388,6.92547261827226,H25P06.5,WBGene00219319,Public name for WBGene00219319. History: N.A.
EGAP2.2,7.93291303965388,7.17503919911089,EGAP2.2,WBGene00017148,Public name for WBGene00017148. History: N.A.
F35G12.5,7.93291303965388,7.42460577994953,F35G12.5,WBGene00009442,Public name for WBGene00009442. History: N.A.
kel-3,7.93291303965388,7.61178071557851,kel-3,WBGene00002185,Public name for WBGene00002185. History: N.A.
clec-90,7.93291303965388,7.67417236078817,clec-90,WBGene00019009,Public name for WBGene00019009. History: N.A.
C15C6.4,7.93291303965388,7.86134729641715,C15C6.4,WBGene00007603,Sequence name for WBGene00007603(popl-4). History: N.A.
zyg-11,7.93291303965388,8.61004703893307,zyg-11,WBGene00006996,Public name for WBGene00006996. History: N.A.
Y54E10A.11,7.93291303965388,8.79722197456205,Y54E10A.11,WBGene00021831,Public name for WBGene00021831. History: N.A.
daf-18,7.93291303965388,9.85787994312627,daf-18,WBGene00000913,Public name for WBGene00000913. History: N.A.
F33D11.8,7.89180986328262,6.11438123054668,F33D11.8,WBGene00018005,Sequence name for WBGene00018005(nlp-62). History: N.A.
alh-6,7.89180986328262,6.73829768264327,alh-6,WBGene00000112,Public name for WBGene00000112. History: Renamed on 2017-05-16
mks-1,7.89180986328262,7.05025590869157,mks-1,WBGene00020100,"Public name for WBGene00020100. History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
K06A9.1,7.89180986328262,7.23743084432055,K06A9.1,WBGene00019435,Public name for WBGene00019435. History: N.A.
CC8.1,7.89180986328262,7.54938907036885,CC8.1,WBGene00022608,"Public name for Dead gene WBGene00016986. History of WBGene00016986: Merged into ""WBGene00022608"" on 2013-09-27"
fli-1,7.89180986328262,7.67417236078817,fli-1,WBGene00001443,Public name for WBGene00001443. History: N.A.
pqn-80,7.89180986328262,7.73656400599783,pqn-80,WBGene00004161,Public name for WBGene00004161. History: N.A.
C09D4.4,7.89180986328262,7.98613058683647,C09D4.4,WBGene00015635,Public name for WBGene00015635. History: N.A.
Y6D1A.1,7.89180986328262,9.35874678144899,Y6D1A.1,WBGene00012395,Public name for WBGene00012395. History: N.A.
msh-6,7.89180986328262,9.85787994312627,msh-6,WBGene00003422,Public name for WBGene00003422. History: N.A.
F52A8.6,7.89180986328262,11.3552794281581,F52A8.6,WBGene00009919,Sequence name for WBGene00009919(kbrl-1). History: N.A.
kvs-4,7.89180986328262,12.0415875254644,kvs-4,WBGene00012967,Public name for WBGene00012967. History: N.A.
C34C12.2,7.85070668691135,6.48873110180464,C34C12.2,WBGene00007921,Public name for WBGene00007921. History: N.A.
nhl-2,7.85070668691135,6.80068932785293,nhl-2,WBGene00003598,Public name for WBGene00003598. History: N.A.
jmjd-2,7.85070668691135,7.11264755390123,jmjd-2,WBGene00012982,Public name for WBGene00012982. History: N.A.
xpo-3,7.85070668691135,7.11264755390123,xpo-3,WBGene00002080,Public name for WBGene00002080. History: Renamed on 2008-01-30
nhr-66,7.85070668691135,7.17503919911089,nhr-66,WBGene00003656,Public name for WBGene00003656. History: N.A.
T23G4.3,7.85070668691135,7.48699742515919,T23G4.3,WBGene00011959,Sequence name for WBGene00011959(nyn-1). History: N.A.
T02H6.1,7.85070668691135,7.86134729641715,T02H6.1,WBGene00020171,Public name for WBGene00020171. History: N.A.
usp-3,7.85070668691135,7.92373894162681,usp-3,WBGene00013506,Public name for WBGene00013506. History: N.A.
B0250.11,7.85070668691135,8.42287210330409,B0250.11,WBGene00050926,Public name for WBGene00050926. History: N.A.
Y59E9AL.36,7.85070668691135,8.85961361977171,Y59E9AL.36,WBGene00195093,Public name for WBGene00195093. History: N.A.
C08H9.2,7.85070668691135,11.4800627185774,C08H9.2,WBGene00007463,Sequence name for WBGene00007463(vgln-1). History: N.A.
cdf-1,7.80960351054009,6.73829768264327,cdf-1,WBGene00000393,Public name for WBGene00000393. History: N.A.
C27F2.8,7.80960351054009,6.86308097306259,C27F2.8,WBGene00016170,Sequence name for WBGene00016170(tmem-131). History: N.A.
ZK856.8,7.80960351054009,7.05025590869157,ZK856.8,WBGene00014109,Sequence name for WBGene00014109(chpf-1). History: N.A.
C09H10.10,7.80960351054009,7.17503919911089,C09H10.10,WBGene00007504,Sequence name for WBGene00007504(nbs-1). History: N.A.
Y4C6B.1,7.80960351054009,7.36221413473987,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
coh-3,7.80960351054009,7.92373894162681,coh-3,WBGene00000592,Public name for WBGene00000592. History: N.A.
Y57G11C.33,7.80960351054009,7.98613058683647,Y57G11C.33,WBGene00013323,Public name for WBGene00013323. History: N.A.
dsh-2,7.80960351054009,8.42287210330409,dsh-2,WBGene00001102,Public name for WBGene00001102. History: N.A.
eftu-2,7.80960351054009,8.54765539372341,eftu-2,WBGene00001166,Public name for WBGene00001166. History: Renamed on 2010-08-03
itsn-1,7.80960351054009,9.17157184582001,itsn-1,WBGene00006405,Public name for WBGene00006405. History: N.A.
W02B12.9,7.76850033416883,7.11264755390123,W02B12.9,WBGene00012204,Sequence name for WBGene00012204(mfn-1). History: N.A.
B0035.11,7.76850033416883,7.42460577994953,B0035.11,WBGene00007110,Sequence name for WBGene00007110(leo-1). History: N.A.
C17E4.6,7.76850033416883,8.79722197456205,C17E4.6,WBGene00007645,Public name for WBGene00007645. History: N.A.
T16H12.2,7.76850033416883,8.92200526498137,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
sec-31,7.76850033416883,9.17157184582001,sec-31,WBGene00011338,Public name for WBGene00011338. History: N.A.
R05F9.1,7.72739715779756,5.24089819761144,R05F9.1,WBGene00019888,Sequence name for WBGene00019888(btbd-10). History: Renamed on 2014-03-03
F56C9.6,7.72739715779756,5.74003135928872,F56C9.6,WBGene00018950,Public name for WBGene00018950. History: N.A.
Y37E11AL.1,7.72739715779756,5.80242300449838,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
raga-1,7.72739715779756,6.42633945659498,raga-1,WBGene00006414,Public name for WBGene00006414. History: Renamed on 2007-07-20
rmd-2,7.72739715779756,6.42633945659498,rmd-2,WBGene00007786,Public name for WBGene00007786. History: N.A.
Y7A5A.6,7.72739715779756,6.86308097306259,Y7A5A.6,WBGene00012412,"Public name for WBGene00012412. History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
F45F2.10,7.72739715779756,7.17503919911089,F45F2.10,WBGene00018482,Public name for WBGene00018482. History: N.A.
B0564.7,7.72739715779756,7.29982248953021,B0564.7,WBGene00007207,"Sequence name for WBGene00007207(fask-1). History: Split into rde-11(WBGene00023421). History of WBGene00007207: Split into ""WBGene00023421"" on 2004-07-07"
kin-18,7.72739715779756,7.48699742515919,kin-18,WBGene00002201,Public name for WBGene00002201. History: N.A.
gop-1,7.72739715779756,7.61178071557851,gop-1,WBGene00001660,Public name for WBGene00001660. History: N.A.
C45B2.6,7.72739715779756,7.67417236078817,C45B2.6,WBGene00016661,Public name for WBGene00016661. History: N.A.
C15C8.7,7.72739715779756,7.73656400599783,C15C8.7,WBGene00007609,Public name for WBGene00007609. History: N.A.
Y66D12A.9,7.72739715779756,8.04852223204613,Y66D12A.9,WBGene00013435,Sequence name for WBGene00013435(psme-3). History: N.A.
