gene,mRNA-seq_WT_OP50,mRNA-seq_set-32_OP50,mRNA-seq_met-2set-25set-32_OP50,mRNA-seq_met-2set-25_OP50,mRNA-seq_hrde-1_OP50,GRH loci,GRTS loci,K9(+)_genes,Input,Suggested Match,History
E03H4.6,0,0,0,0,0,no,no,yes,E03H4.6,WBGene00008474,Sequence name for WBGene00008474(nhr-174). History: N.A.
E03H4.5,0,0,0,0,0,no,no,yes,E03H4.5,WBGene00008473,Public name for WBGene00008473. History: N.A.
E03H4.4,0,0,0,0,0,no,no,yes,E03H4.4,WBGene00008472,Public name for WBGene00008472. History: N.A.
E03H4.3,0,0,0,0,0,no,no,yes,E03H4.3,WBGene00008471,Public name for WBGene00008471. History: N.A.
E03H4.2,0,0,0,0,0,no,no,yes,E03H4.2,WBGene00008470,Public name for WBGene00008470. History: N.A.
F14F8.8,0,0,0,4.37,0,no,no,yes,F14F8.8,WBGene00008816,Public name for WBGene00008816. History: N.A.
R10E8.3,0.23,0.25,0.19,0,0.61,no,no,yes,R10E8.3,WBGene00011209,Public name for WBGene00011209. History: N.A.
R10E8.1,3.5,4.47,4.87,7.51,3.13,no,no,yes,R10E8.1,WBGene00011207,Public name for WBGene00011207. History: N.A.
R10E8.6,0.57,1.24,2.09,1.42,1.41,no,no,yes,R10E8.6,WBGene00011212,Public name for WBGene00011212. History: N.A.
R10E8.5,0,0,0,0,0,no,no,yes,R10E8.5,WBGene00011211,Public name for WBGene00011211. History: N.A.
R10E8.8,3.86,0.47,4.3,1.01,2.88,no,no,yes,R10E8.8,WBGene00011213,Public name for WBGene00011213. History: N.A.
R04D3.2,33.07,29.85,24.69,45.55,33.05,no,no,yes,R04D3.2,WBGene00011010,Public name for WBGene00011010. History: N.A.
F08A8.5a,0,0.39,2.7,1.68,0.48,no,no,yes,,,
F40B1.1,1.37,1,6.49,0,22.04,no,yes,yes,F40B1.1,WBGene00018223,Sequence name for WBGene00018223(bath-13). History: N.A.
Y67D8A.3,8.31,4.82,22.47,22.34,1.31,no,no,yes,Y67D8A.3,WBGene00022060,Sequence name for WBGene00022060(dmd-9). History: N.A.
W09G10.1,0,0,0,0,0,no,no,yes,W09G10.1,WBGene00000648,Sequence name for WBGene00000648(col-72). History: N.A.
Y39B6A.23,0,0,0,0.41,0,no,no,yes,Y39B6A.23,WBGene00012682,Sequence name for WBGene00012682(asp-16). History: N.A.
Y39B6A.22,0,0,0,0,0,no,no,yes,Y39B6A.22,WBGene00012681,Sequence name for WBGene00012681(asp-15). History: N.A.
R10F2.1,1.49,1.68,2.53,1.57,1.46,no,no,yes,R10F2.1,WBGene00019994,Sequence name for WBGene00019994(cdh-1). History: N.A.
R10F2.5,0,0.68,0,0,0,no,no,yes,R10F2.5,WBGene00019996,Public name for WBGene00019996. History: N.A.
R10F2.6,1.92,2.89,4,2.39,0.96,no,no,yes,R10F2.6,WBGene00019997,Public name for WBGene00019997. History: N.A.
T25E12.4a,18.03,15.6,20.27,22.42,16.11,no,no,yes,T25E12.4a,WBGene00012019,Molecule name for WBGene00012019(dkf-2). History: N.A.
F49H6.15,0,0,0,0,0,no,no,yes,F49H6.15,WBGene00050894,Public name for WBGene00050894. History: N.A.
F49H6.13,0,0,0,0,0,no,no,yes,F49H6.13,WBGene00009914,Public name for WBGene00009914. History: N.A.
F58E1.6a,0.25,0,0,0,0,no,no,yes,F58E1.6a,WBGene00003734,Molecule name for WBGene00003734(nhx-6). History: N.A.
Y26D4A.5,0,0,0,0,0,no,no,yes,Y26D4A.5,WBGene00012503,Public name for WBGene00012503. History: N.A.
F31F4.16,0,0,0,0,0,no,no,yes,F31F4.16,WBGene00005593,Sequence name for WBGene00005593(srj-5). History: N.A.
F31F4.13,0,0,0,0,0,no,no,yes,F31F4.13,WBGene00005687,Sequence name for WBGene00005687(sru-24). History: N.A.
F31F4.12,1.38,3.02,4.03,3.23,0.92,no,no,yes,F31F4.12,WBGene00017961,Sequence name for WBGene00017961(nhr-180). History: N.A.
M02B7.3a.1,0.92,0.6,1.38,1.29,0.74,no,no,yes,M02B7.3a.1,WBGene00003884,Molecule name for WBGene00003884(osm-3). History: N.A.
F36H5.11,0.78,0.29,0.22,0.61,1.4,no,no,yes,F36H5.11,WBGene00018109,"Sequence name for WBGene00018109(fbxb-12). History: Split into F36H5.16(WBGene00270292), F36H5.17(WBGene00270293). History of WBGene00018109: Split into ""WBGene00270292"" on 2016-07-01; Split into ""WBGene00270293"" on 2016-07-01"
Y60A3A.25,0.98,1.07,2.46,1.53,3.51,no,no,yes,Y60A3A.25,WBGene00044211,Public name for WBGene00044211. History: N.A.
Y60A3A.24,1.7,0,2.56,3.59,0.46,no,no,yes,Y60A3A.24,WBGene00023519,Public name for WBGene00023519. History: N.A.
Y60A3A.27,0,0.3,0,0.32,0,no,no,yes,Y60A3A.27,,Sequence name for Suppressed gene WBGene00045512. Molecular name for Suppressed gene WBGene00045512. Public name for Suppressed gene WBGene00045512. History of WBGene00045512: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC132.4,0.17,0.54,0.42,0.58,0.44,no,no,yes,ZC132.4,,Sequence name for Suppressed gene WBGene00022523. Molecular name for Suppressed gene WBGene00022523. Public name for Suppressed gene WBGene00022523. History of WBGene00022523: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC132.5,0,0,0,0,0.14,no,no,yes,ZC132.5,,Sequence name for Suppressed gene WBGene00022524. Molecular name for Suppressed gene WBGene00022524. Public name for Suppressed gene WBGene00022524. History of WBGene00022524: Killed on 2008-09-01; Suppressed on 2012-11-01. Remark: [140610 pad] Gene was missing Acquires_merge Event history data so inferred from Acquires_merge tag....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C55A1.3,0,0,0,0,0,no,no,yes,C55A1.3,WBGene00006275,Sequence name for WBGene00006275(str-248). History: N.A.
F48G7.3,0.19,0.2,0.62,0.43,0.25,no,no,yes,F48G7.3,WBGene00003673,"Sequence name for WBGene00003673(nhr-83). History: Split into F48G7.15(WBGene00255730). History of WBGene00003673: Split into ""WBGene00255730"" on 2015-04-30"
F48G7.2,0,2.14,1.63,0.57,1.96,no,no,yes,F48G7.2,WBGene00018614,Sequence name for WBGene00018614(pals-31). History: N.A.
F45C12.10a,0.5,0,0,0,0,no,no,yes,,,
ZC123.1,0.52,0.76,1.45,1.82,1.62,no,no,yes,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
F48G7.7,0,0,0,0,0,no,no,yes,F48G7.7,WBGene00018618,Public name for WBGene00018618. History: N.A.
C14A6.1,25.48,49.96,56.24,42.89,43.74,no,no,yes,C14A6.1,WBGene00007565,Sequence name for WBGene00007565(clec-48). History: N.A.
C14A6.2,0,0.18,0.82,0,0,no,no,yes,C14A6.2,WBGene00206536,"Public name for Dead gene WBGene00007566. History of WBGene00007566: Merged into ""WBGene00206536"" on 2012-07-16"
C14A6.3,0,0,0,0,0,no,no,yes,C14A6.3,WBGene00007567,"Public name for WBGene00007567. History: Split into C14A6.16(WBGene00206536). History of WBGene00007567: Split into ""WBGene00206536"" on 2011-08-01"
C14A6.5,0,0,0.68,0,0,no,no,yes,C14A6.5,WBGene00007569,Public name for WBGene00007569. History: N.A.
F07D10.1.1,664.79,756.12,914.42,625.83,584.94,no,no,yes,F07D10.1.1,WBGene00004423,Molecule name for WBGene00004423(rpl-11.2). History: N.A.
B0454.2,0,0,0,0,0,no,no,yes,B0454.2,WBGene00005543,Sequence name for WBGene00005543(sri-31). History: N.A.
B0454.3,0,0,0,0,0,no,no,yes,B0454.3,WBGene00005540,Sequence name for WBGene00005540(sri-28). History: N.A.
B0454.4,0,0,0,0.48,0,no,no,yes,B0454.4,WBGene00005541,Sequence name for WBGene00005541(sri-29). History: N.A.
B0454.5,14.75,18.36,17.93,10.99,11.69,no,no,yes,B0454.5,WBGene00015196,Public name for WBGene00015196. History: N.A.
B0454.8,0,0,0.18,0,0,no,no,yes,B0454.8,WBGene00015199,Public name for WBGene00015199. History: N.A.
B0454.9,17.25,10.27,16.92,14.5,8.55,no,no,yes,B0454.9,WBGene00015200,Sequence name for WBGene00015200(lido-13). History: N.A.
Y44A6E.1a,3.27,2.39,2.96,2.23,3.65,no,no,yes,Y44A6E.1a,WBGene00012857,Molecule name for WBGene00012857(pbo-5). History: Renamed on 2008-02-01
K03D3.11,0,0,0,0,0,no,no,yes,K03D3.11,WBGene00043052,Sequence name for WBGene00043052(srz-104). History: N.A.
K03D3.12,0,0,0,0,0,no,no,yes,K03D3.12,WBGene00044587,Sequence name for WBGene00044587(srz-105). History: N.A.
Y32B12A.5,0,0,0,0,0,no,no,yes,Y32B12A.5,WBGene00012520,Public name for WBGene00012520. History: N.A.
T05C3.7,0,0,0,0,0,no,yes,yes,T05C3.7,WBGene00005223,Sequence name for WBGene00005223(srg-66). History: N.A.
F28B4.3.1,28.06,25.09,39.51,35.17,38.45,no,no,yes,F28B4.3.1,WBGene00017892,Molecule name for WBGene00017892(F28B4.3). History: N.A.
VB0393L.2,13.38,12.4,23.93,24.51,28.29,no,no,yes,VB0393L.2,WBGene00012146,Public name for WBGene00012146. History: N.A.
C29F9.11,0.9,0.99,0.88,0.7,0.96,no,no,yes,C29F9.11,WBGene00016225,Sequence name for WBGene00016225(fbxa-58). History: N.A.
R05C11.3,12.2,13.7,17.36,15.14,14.83,no,no,yes,R05C11.3,WBGene00019875,Sequence name for WBGene00019875(mca-2). History: N.A.
F31E9.2,0,0,0,0,0,no,no,yes,F31E9.2,WBGene00005201,Sequence name for WBGene00005201(srg-44). History: N.A.
F56C11.1,5.6,5.79,6.7,6.3,4.74,no,no,yes,F56C11.1,WBGene00000253,Sequence name for WBGene00000253(bli-3). History: N.A.
B0281.3,5.43,8.07,6.16,5.45,5.72,no,no,yes,B0281.3,WBGene00015110,Public name for WBGene00015110. History: N.A.
B0281.4,4.1,6.74,2.86,3.2,10.09,no,no,yes,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
F36D3.9,0,0,0,0,0.54,no,no,yes,F36D3.9,WBGene00000782,Sequence name for WBGene00000782(cpr-2). History: N.A.
F36D3.8,1.53,1.88,2.39,1.23,1.02,no,no,yes,F36D3.8,WBGene00009473,"Public name for WBGene00009473. History: Split into F36D3.16(WBGene00219326). History of WBGene00009473: Split into ""WBGene00219326"" on 2012-01-09"
K01A11.5,9.5,8.39,11.28,11.02,10.53,yes,no,yes,K01A11.5,,Sequence name for Suppressed gene WBGene00010452. Molecular name for Suppressed gene WBGene00010452. Public name for Suppressed gene WBGene00010452. History of WBGene00010452: Killed on 2009-08-12; Suppressed on 2012-11-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C18H2.2,16.08,16.07,21.93,17.19,36.7,yes,no,yes,C18H2.2,WBGene00015989,Public name for WBGene00015989. History: N.A.
F58F9.1,0.47,0.26,0.1,0.28,0.48,no,no,yes,F58F9.1,WBGene00019055,Public name for WBGene00019055. History: N.A.
Y71F9AL.18.1,47.95,34.36,45.14,54.38,56.88,no,no,yes,,,
Y68A4A.9,0,0,0,0,0,no,no,yes,Y68A4A.9,WBGene00005443,Sequence name for WBGene00005443(srh-236). History: N.A.
Y68A4A.3,0,0,0,0,0,no,no,yes,Y68A4A.3,WBGene00006235,Sequence name for WBGene00006235(str-199). History: N.A.
Y68A4A.2,0,0,0,0,0,no,no,yes,Y68A4A.2,WBGene00013466,Sequence name for WBGene00013466(srz-47). History: N.A.
T23D5.11,0.39,0.22,0,0.46,0,no,no,yes,T23D5.11,WBGene00006076,Sequence name for WBGene00006076(str-8). History: N.A.
T23D5.12,0,0,0,0,0,no,no,yes,T23D5.12,WBGene00006073,Sequence name for WBGene00006073(str-5). History: N.A.
F41C6.3,0,0,0,0,0,no,no,yes,F41C6.3,,Public name for Dead gene WBGene00018277. History of WBGene00018277: Killed on 2019-05-20. Remark: No evidence for this gene.
K08D10.12,6.56,5.75,8.22,12.29,9.96,no,no,yes,K08D10.12,WBGene00019535,Sequence name for WBGene00019535(tsen-34). History: N.A.
F20E11.5,0,0,0,0,0,no,no,yes,F20E11.5,WBGene00008983,Public name for WBGene00008983. History: N.A.
F57G4.5,2.65,4.07,8.42,3.11,8.53,no,no,yes,F57G4.5,,Sequence name for Suppressed gene WBGene00010210. Molecular name for Suppressed gene WBGene00010210. Public name for Suppressed gene WBGene00010210. History of WBGene00010210: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F57G4.9,2.49,0.54,4.99,4.08,6,no,no,yes,F57G4.9,,Sequence name for Suppressed gene WBGene00010213. Molecular name for Suppressed gene WBGene00010213. Public name for Suppressed gene WBGene00010213. History of WBGene00010213: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F20E11.2,0,0,0,0,0,no,no,yes,F20E11.2,WBGene00008982,Sequence name for WBGene00008982(srsx-2). History: N.A.
Y23H5A.8,11.38,15.06,14.27,13.46,124.99,yes,yes,yes,Y23H5A.8,WBGene00023172,Public name for WBGene00023172. History: N.A.
Y53G8AM.2,0,0,0.07,0,0,no,no,yes,Y53G8AM.2,,Sequence name for Dead gene WBGene00021803. Public name for Dead gene WBGene00021803. History of WBGene00021803: Killed on 2020-10-20. Remark: [2020-10-20T23:44:09.745Z WBPerson51134] Gene Killed: Removed due to lack of evidence.
C56G3.2,0.6,1.32,3.01,1.76,0.4,no,no,yes,C56G3.2,WBGene00016985,Public name for WBGene00016985. History: N.A.
K06C4.5,9.71,15.14,12.13,16.95,8.77,no,no,yes,K06C4.5,WBGene00001891,Sequence name for WBGene00001891(his-17). History: N.A.
K06C4.2,10.03,18.52,12.94,16.41,16.27,no,yes,yes,K06C4.2,WBGene00001902,Sequence name for WBGene00001902(his-28). History: N.A.
W04G5.5,0,0,0,0,0,no,no,yes,W04G5.5,WBGene00012266,Public name for WBGene00012266. History: N.A.
Y6G8.5,0,0,0.78,0.55,0,no,no,yes,Y6G8.5,WBGene00044207,"Public name for WBGene00044207. History: Split into Y6G8.14(WBGene00138715). History of WBGene00044207: Split into ""WBGene00138715"" on 2008-09-12"
Y6G8.6,0,0,0,0,0,no,no,yes,Y6G8.6,WBGene00044208,Public name for WBGene00044208. History: N.A.
Y6G8.8,0,0,0,0,0,no,no,yes,Y6G8.8,WBGene00045501,Public name for WBGene00045501. History: N.A.
Y6G8.9,0,0.63,0,0,0,no,no,yes,Y6G8.9,WBGene00050974,Public name for WBGene00050974. History: N.A.
Y113G7B.3,5.17,4.72,7.38,6.31,2.31,no,no,yes,Y113G7B.3,WBGene00013755,Sequence name for WBGene00013755(fbxa-115). History: N.A.
Y113G7B.2,0.42,0.45,0,0.49,0,no,no,yes,Y113G7B.2,WBGene00005427,Sequence name for WBGene00005427(srh-217). History: N.A.
Y113G7B.9,0,0,0.39,0.55,0,no,no,yes,Y113G7B.9,WBGene00013760,Sequence name for WBGene00013760(srbc-34). History: N.A.
ZK6.1,0,0,0,0,0,no,no,yes,ZK6.1,WBGene00022636,Sequence name for WBGene00022636(nhr-278). History: N.A.
K09C6.7,2.78,4.95,4.64,3.93,1.35,no,no,yes,K09C6.7,WBGene00019561,Public name for WBGene00019561. History: N.A.
Y43F4A.4,1.3,2.14,3.26,6.86,5.23,no,no,yes,Y43F4A.4,WBGene00012799,Public name for WBGene00012799. History: N.A.
Y59A8B.11,8.57,7.41,6.03,1.59,7.26,no,no,yes,Y59A8B.11,WBGene00013348,Sequence name for WBGene00013348(fbxa-106). History: N.A.
K05F6.7,4.94,5.86,2.75,5.3,6.07,no,no,yes,K05F6.7,WBGene00019418,Sequence name for WBGene00019418(fbxb-54). History: N.A.
K05F6.6,0.56,0,0.47,0.33,0.38,no,no,yes,K05F6.6,WBGene00019417,"Sequence name for WBGene00019417(fbxb-52). History: Split into K05F6.16(WBGene00269420). History of WBGene00019417: Split into ""WBGene00269420"" on 2016-02-18"
K05F6.5,1.98,1.93,0.92,2.84,1.18,no,no,yes,K05F6.5,WBGene00019416,Sequence name for WBGene00019416(fbxb-44). History: N.A.
K05F6.3,0.27,0,0.91,0.63,3.27,no,no,yes,K05F6.3,WBGene00019414,Sequence name for WBGene00019414(fbxb-51). History: N.A.
K05F6.2,0.78,0,0.43,0.3,1.04,no,no,yes,K05F6.2,WBGene00019413,"Sequence name for WBGene00019413(fbxb-50). History: Split into K05F6.14(WBGene00219239). History of WBGene00019413: Split into ""WBGene00219239"" on 2011-09-19"
ZK337.4,0,0,0,0,0,no,no,yes,ZK337.4,WBGene00006399,Sequence name for WBGene00006399(tag-4). History: N.A.
ZK337.2,1.4,1.02,0.97,1.91,0.94,no,no,yes,ZK337.2,WBGene00013970,Sequence name for WBGene00013970(klu-1). History: N.A.
K05F6.9,1.66,2.27,1.73,2.91,3.89,no,no,yes,K05F6.9,WBGene00019420,Sequence name for WBGene00019420(fbxb-46). History: N.A.
K05F6.8,0,0,0,0,0,no,no,yes,K05F6.8,WBGene00019419,Public name for WBGene00019419. History: N.A.
Y69A2AR.2a,25.79,22.95,26.34,25.8,28.57,no,no,yes,Y69A2AR.2a,WBGene00004367,Molecule name for WBGene00004367(ric-8). History: N.A.
C03B8.2,4.6,0,2.88,2.69,0,no,no,yes,C03B8.2,WBGene00015385,Public name for WBGene00015385. History: N.A.
K08C9.7,0,36.55,0,0,0,no,no,yes,K08C9.7,WBGene00010654,Public name for WBGene00010654. History: N.A.
K08G2.9,0,0,0,0,0,no,no,yes,K08G2.9,WBGene00005503,Sequence name for WBGene00005503(srh-299). History: N.A.
F22E5.3,0.18,1.08,1.29,0.36,0.66,no,no,yes,F22E5.3,WBGene00001546,Sequence name for WBGene00001546(gcy-21). History: N.A.
T07D10.2,0,0.4,0.3,0.85,0.49,no,no,yes,T07D10.2,WBGene00011582,Sequence name for WBGene00011582(ntr-1). History: N.A.
T07D10.4,0,0,0,0,0,no,no,yes,T07D10.4,WBGene00011584,Sequence name for WBGene00011584(clec-15). History: N.A.
T07D10.6,4.55,7.97,7.6,5.32,1.22,no,no,yes,T07D10.6,WBGene00011586,Sequence name for WBGene00011586(flp-33). History: N.A.
C24B9.5,0,0,0,0,0,no,no,yes,C24B9.5,WBGene00016050,Sequence name for WBGene00016050(srt-29). History: N.A.
W02A11.8,2.58,4.53,2.16,1.81,4.15,no,no,yes,W02A11.8,WBGene00012196,Sequence name for WBGene00012196(bath-35). History: N.A.
W02A11.5,2.51,7.06,3.29,3.78,4.32,no,no,yes,W02A11.5,WBGene00012195,Sequence name for WBGene00012195(bath-34). History: N.A.
Y46B2A.2,0,0.02,0.08,0,0,no,no,yes,Y46B2A.2,,Sequence name for Suppressed gene WBGene00021577. Molecular name for Suppressed gene WBGene00021577. Public name for Suppressed gene WBGene00021577. History of WBGene00021577: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y46B2A.3,0,0.13,0,0,0,no,no,yes,Y46B2A.3,WBGene00021578,Public name for WBGene00021578. History: N.A.
F46B3.16,0,0,0,0,0,no,no,yes,F46B3.16,WBGene00009767,Public name for WBGene00009767. History: N.A.
F46B3.17,0,0,0.16,0,0,no,no,yes,F46B3.17,WBGene00000736,Sequence name for WBGene00000736(col-163). History: N.A.
F46B3.14,0,0.79,0,0,0,no,no,yes,F46B3.14,WBGene00009765,Public name for WBGene00009765. History: N.A.
F46B3.15,0,0,0,0,0,no,no,yes,F46B3.15,WBGene00009766,Public name for WBGene00009766. History: N.A.
F46B3.19,0,0,0,0,0,no,no,yes,F46B3.19,WBGene00050932,Public name for WBGene00050932. History: N.A.
E02H9.3a.1,28.78,19.81,40.58,24.82,32.88,no,no,yes,E02H9.3a.1,WBGene00017101,Molecule name for WBGene00017101(E02H9.3). History: N.A.
Y39A3A.2,0,0,0.43,0,0,no,no,yes,Y39A3A.2,WBGene00021433,Public name for WBGene00021433. History: N.A.
F16H6.10,7.84,4.5,8.42,7.87,6.01,no,no,yes,F16H6.10,WBGene00008900,Public name for WBGene00008900. History: N.A.
F55C9.13,3.52,1.1,2.52,2.65,2.7,no,no,yes,F55C9.13,WBGene00044197,Sequence name for WBGene00044197(fbxb-63). History: N.A.
T11F9.9,18.15,8.22,15.27,14.5,8.27,yes,yes,yes,T11F9.9,WBGene00000730,Sequence name for WBGene00000730(col-157). History: N.A.
W09B7.3,0,0,0,0,0,no,yes,yes,W09B7.3,WBGene00021108,Public name for WBGene00021108. History: N.A.
Y39B6A.18,0.1,0.61,0.31,0.22,0.2,no,no,yes,Y39B6A.18,WBGene00012679,Public name for WBGene00012679. History: N.A.
W09B7.1,0.79,0.22,0.17,1.4,56.3,no,yes,yes,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
C09F5.2,16.42,18.42,21.89,29.77,17.83,no,no,yes,C09F5.2,WBGene00015648,Sequence name for WBGene00015648(orai-1). History: N.A.
F02H6.4,21.36,10.28,14.06,22.75,25.61,no,no,yes,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
T09E11.5,0,0,0,0,0,no,no,yes,T09E11.5,WBGene00011654,Sequence name for WBGene00011654(oac-44). History: N.A.
C36A4.8,23.68,20.21,17.6,16.73,27.77,no,no,yes,C36A4.8,WBGene00000264,Sequence name for WBGene00000264(brc-1). History: N.A.
T05A8.2,0,0,0,0,0,no,no,yes,T05A8.2,WBGene00020228,Public name for WBGene00020228. History: N.A.
T05A8.1,0,0,0,0,0,no,no,yes,T05A8.1,WBGene00020227,Public name for WBGene00020227. History: N.A.
C36A4.5,54.32,47.11,59.62,48.51,69.6,no,no,yes,C36A4.5,WBGene00007966,Sequence name for WBGene00007966(maph-1.3). History: N.A.
T05A8.7,0,0,0,0,0,no,no,yes,T05A8.7,WBGene00020233,Public name for WBGene00020233. History: N.A.
F26F2.9,0,0,0,0,0,no,no,yes,F26F2.9,WBGene00050959,Public name for WBGene00050959. History: N.A.
F54D12.1,0,0,0,0,0,no,no,yes,F54D12.1,WBGene00018815,Public name for WBGene00018815. History: N.A.
F55A3.5,0,0.78,0,0,24.91,yes,yes,yes,F55A3.5,WBGene00018850,Sequence name for WBGene00018850(gpx-8). History: N.A.
F08A8.8,0,2.03,8.27,5.07,0.83,no,no,yes,F08A8.8,WBGene00045468,Public name for WBGene00045468. History: N.A.
K02F6.9,1.57,1.94,2.3,2.3,0.07,no,no,yes,K02F6.9,WBGene00019343,Sequence name for WBGene00019343(nep-18). History: N.A.
F08A8.2,8.77,22.48,14.37,5.11,9.91,no,no,yes,F08A8.2,WBGene00008565,Sequence name for WBGene00008565(acox-1.2). History: Renamed on 2015-04-29; Renamed on 2017-01-05
K08E3.8,33.84,35.06,38.14,40.86,39.04,no,no,yes,K08E3.8,WBGene00007025,Sequence name for WBGene00007025(mdt-29). History: N.A.
T27F6.1,0,0,0.25,1.05,0.4,no,no,yes,T27F6.1,WBGene00012102,Public name for WBGene00012102. History: N.A.
T27F6.2,1.63,0.72,2.46,2.3,2.63,no,no,yes,T27F6.2,WBGene00012103,Sequence name for WBGene00012103(clec-12). History: N.A.
C40A11.1,2.92,1.83,4.19,3.42,3.36,no,yes,yes,C40A11.1,WBGene00016544,Sequence name for WBGene00016544(math-18). History: N.A.
T27F6.8,2.49,2.43,2.78,2.27,2.23,no,no,yes,T27F6.8,WBGene00012107,Public name for WBGene00012107. History: N.A.
Y92C3A.3,0,0,0,0,0,no,no,yes,Y92C3A.3,WBGene00022356,Sequence name for WBGene00022356(eak-3). History: N.A.
