Gene Name,Gene Isoform,Alternate Name,Fold Change (adr-1;adr-2 vs WT),p-value,Input,Suggested Match,History
R01B10.1,R01B10.1b,cpi-2,3.24,0.0008,R01B10.1,WBGene00000534,Sequence name for WBGene00000534(cpi-2). History: Renamed on 2006-01-04
R02C2.6,R02C2.6,,1.45,0.043,R02C2.6,WBGene00019817,Sequence name for WBGene00019817(txt-2). History: N.A.
R02D3.6,R02D3.6,grl-19,-2.99,0.035,R02D3.6,WBGene00001728,Sequence name for WBGene00001728(grl-19). History: N.A.
R02D5.3,R02D5.3,,1.84,0.0086,R02D5.3,WBGene00010977,Public name for WBGene00010977. History: N.A.
R02E12.2,R02E12.2a,mop-25.1,-1.47,0.045,R02E12.2,WBGene00019827,Sequence name for WBGene00019827(mop-25.1). History: N.A.
R02E12.5,R02E12.5,,2.43,0.0013,R02E12.5,WBGene00019829,Public name for WBGene00019829. History: N.A.
R02E12.6,R02E12.6.2,,1.41,0.025,R02E12.6,WBGene00019830,Sequence name for WBGene00019830(hrg-1). History: N.A.
R02F11.1,R02F11.1,,-1.41,0.049,R02F11.1,WBGene00019839,Public name for WBGene00019839. History: N.A.
R03D7.1,R03D7.1,,-1.42,0.036,R03D7.1,WBGene00010988,Sequence name for WBGene00010988(metr-1). History: N.A.
R03D7.2,R03D7.2,,-1.66,0.017,R03D7.2,WBGene00010989,Public name for WBGene00010989. History: N.A.
R03D7.3,R03D7.3,,4.77,0.00011,R03D7.3,WBGene00014814,Public name for WBGene00014814. History: N.A.
R03E9.3,R03E9.3b,abts-4,-1.42,0.034,R03E9.3,WBGene00019844,Sequence name for WBGene00019844(abts-4). History: N.A.
R03G5.1,R03G5.1a.3,eft-4,-1.47,0.023,R03G5.1,WBGene00001169,Sequence name for WBGene00001169(eef-1A.2). History: Renamed on 2010-08-03
R03H10.2,R03H10.2,,-1.39,0.042,R03H10.2,WBGene00019855,Public name for WBGene00019855. History: N.A.
R03H10.4,R03H10.4,,-6.12,0.0047,R03H10.4,WBGene00019856,Public name for WBGene00019856. History: N.A.
R03H4.6,R03H4.6,,-1.86,0.0076,R03H4.6,WBGene00044617,"Sequence name for WBGene00044617(bus-1). History: N.A.. Public name for Dead gene WBGene00019852. History of WBGene00019852: Merged into ""WBGene00044617"" on 2008-10-24"
R03H4.7,R03H4.7,srsx-20,1.33,0.044,R03H4.7,WBGene00019853,Sequence name for WBGene00019853(srsx-20). History: N.A.
R03H4.8,R03H4.8,,5.92,1.4e-06,R03H4.8,WBGene00023327,Public name for WBGene00023327. History: N.A.
R04A9.2,R04A9.2,,-1.43,0.048,R04A9.2,WBGene00019862,Sequence name for WBGene00019862(nrde-3). History: Renamed on 2011-10-14
R04A9.3,R04A9.3,,-1.49,0.026,R04A9.3,WBGene00019863,Public name for WBGene00019863. History: N.A.
R04D3.10,R04D3.10,srxa-8,2.08,0.047,R04D3.10,WBGene00011013,Sequence name for WBGene00011013(srxa-8). History: N.A.
R04F11.2,R04F11.2.1,,1.38,0.044,R04F11.2,WBGene00011015,Public name for WBGene00011015. History: N.A.
R04F11.4,R04F11.4a,twk-13,-1.5,0.028,R04F11.4,WBGene00006668,Sequence name for WBGene00006668(twk-13). History: N.A.
R05C11.3,R05C11.3,,-2.01,0.0091,R05C11.3,WBGene00019875,Sequence name for WBGene00019875(mca-2). History: N.A.
R05D11.1,R05D11.1,daf-8,3.2,0.014,R05D11.1,WBGene00000904,"Sequence name for WBGene00000904(daf-8). History: N.A.. Public name for Dead gene WBGene00011031. History of WBGene00011031: Merged into ""WBGene00000904"" on 2005-08-19. Remark: [140610 pad] Gene history inconsistency in this object, some of the history has been altered."
R05D11.4,R05D11.4,,-1.4,0.048,R05D11.4,WBGene00011032,Sequence name for WBGene00011032(ddx-52). History: N.A.
R05F9.10,R05F9.10,sgt-1,-1.45,0.048,R05F9.10,WBGene00019893,Sequence name for WBGene00019893(sgt-1). History: N.A.
R05G6.8,R05G6.8,plc-4,-1.5,0.027,R05G6.8,WBGene00004039,Sequence name for WBGene00004039(plc-4). History: N.A.
R05H10.1,R05H10.1,,1.67,0.013,R05H10.1,WBGene00011042,Public name for WBGene00011042. History: N.A.
R05H10.3,R05H10.3b,,-1.47,0.031,R05H10.3,WBGene00011044,Public name for WBGene00011044. History: N.A.
R05H5.5,R05H5.5,,1.43,0.041,R05H5.5,WBGene00011040,Sequence name for WBGene00011040(arv-1). History: N.A.
R06B10.3,R06B10.3,clec-150,1.46,0.02,R06B10.3,WBGene00019914,Sequence name for WBGene00019914(clec-150). History: N.A.
R06C1.3,R06C1.3,wve-1,-1.58,0.017,R06C1.3,WBGene00006958,Sequence name for WBGene00006958(wve-1). History: N.A.
R06C1.4,R06C1.4,,3.67,2.2e-06,R06C1.4,WBGene00011059,Public name for WBGene00011059. History: N.A.
R06C7.3,R06C7.3.3,dhp-1,-1.46,0.02,R06C7.3,WBGene00000963,Sequence name for WBGene00000963(dhp-1). History: N.A.
R06C7.4,R06C7.4.1,cpg-3,1.57,0.028,R06C7.4,WBGene00011063,Sequence name for WBGene00011063(cpg-3). History: N.A.
R06F6.2,R06F6.2,,1.48,0.024,R06F6.2,WBGene00011067,Sequence name for WBGene00011067(vps-11). History: N.A.
R06F6.4,R06F6.4,set-14,-1.46,0.043,R06F6.4,WBGene00011068,Sequence name for WBGene00011068(set-14). History: N.A.
R07B1.1,R07B1.1,vab-15,2.28,0.031,R07B1.1,WBGene00006881,Sequence name for WBGene00006881(vab-15). History: N.A.
R07B5.4,R07B5.4,sru-38,2.43,0.011,R07B5.4,WBGene00005701,Sequence name for WBGene00005701(sru-38). History: N.A.
R07B5.8,R07B5.8a.1,,-1.48,0.046,R07B5.8,WBGene00045419,"Public name for Dead gene WBGene00011085. History of WBGene00011085: Merged into ""WBGene00045419"" on 2010-05-21"
R07B5.9,R07B5.9,,-1.54,0.049,R07B5.9,WBGene00045419,"Sequence name for WBGene00045419(lsy-12). History: Renamed on 2010-05-21. Public name for Dead gene WBGene00011086. History of WBGene00011086: Merged into ""WBGene00045419"" on 2008-04-09"
R07B7.1,R07B7.1,clh-6,1.56,0.036,R07B7.1,WBGene00000533,Sequence name for WBGene00000533(clh-6). History: Renamed on 2017-02-17
R07C3.3,R07C3.3,,-1.53,0.05,R07C3.3,WBGene00019919,Public name for WBGene00019919. History: N.A.
R07E3.6,R07E3.6,,-1.57,0.014,R07E3.6,WBGene00011107,Public name for WBGene00011107. History: N.A.
R07E4.1,R07E4.1b,,-1.45,0.037,R07E4.1,WBGene00019935,Public name for WBGene00019935. History: N.A.
R07E4.3,R07E4.3,,1.64,0.037,R07E4.3,WBGene00019937,Public name for WBGene00019937. History: N.A.
R07E4.6,R07E4.6a,kin-2,-1.37,0.042,R07E4.6,WBGene00002190,Sequence name for WBGene00002190(kin-2). History: N.A.
R07E5.1,R07E5.1,,-1.39,0.043,R07E5.1,WBGene00011109,Sequence name for WBGene00011109(gpch-1). History: N.A.
R07E5.7,R07E5.7.1,,1.38,0.028,R07E5.7,WBGene00011115,Public name for WBGene00011115. History: N.A.
R08A2.6,R08A2.6,,-1.35,0.025,R08A2.6,WBGene00014819,Public name for WBGene00014819. History: N.A.
R08B4.4,R08B4.4,,2.06,0.049,R08B4.4,WBGene00011140,Public name for WBGene00011140. History: N.A.
R08C7.5,R08C7.5,,-1.63,0.044,R08C7.5,WBGene00019949,Public name for WBGene00019949. History: N.A.
R08E3.1,R08E3.1a,,1.36,0.044,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
R08E3.3,R08E3.3a,,-1.44,0.036,R08E3.3,WBGene00019959,Public name for WBGene00019959. History: N.A.
R08E3.4,R08E3.4b,,-1.73,0.026,R08E3.4,WBGene00019960,Sequence name for WBGene00019960(ztf-16). History: N.A.
R08F11.7,R08F11.7,,1.48,0.046,R08F11.7,WBGene00019970,Public name for WBGene00019970. History: N.A.
R09A1.1,R09A1.1,ergo-1,-1.62,0.041,R09A1.1,WBGene00019971,Sequence name for WBGene00019971(ergo-1). History: N.A.
R09B5.13,R09B5.13,cnc-11,1.55,0.027,R09B5.13,WBGene00044900,Sequence name for WBGene00044900(cnc-11). History: N.A.
R09B5.3,R09B5.3,cnc-2,3.75,5.5e-05,R09B5.3,WBGene00000556,Sequence name for WBGene00000556(cnc-2). History: N.A.
R09D1.3,R09D1.3,,-1.68,0.038,R09D1.3,WBGene00011159,Sequence name for WBGene00011159(chil-17). History: N.A.
R09D1.5,R09D1.5,,1.68,0.041,R09D1.5,WBGene00011161,Sequence name for WBGene00011161(chil-18). History: N.A.
R09D1.9,R09D1.9,,2.53,0.031,R09D1.9,WBGene00011165,Public name for WBGene00011165. History: N.A.
R09E10.5,R09E10.5,,3.01,7e-05,R09E10.5,WBGene00011175,Public name for WBGene00011175. History: N.A.
R09E10.7,R09E10.7,pqn-55,-1.61,0.013,R09E10.7,WBGene00004140,Sequence name for WBGene00004140(ebax-1). History: Renamed on 2013-07-10
R09E10.8,R09E10.8,,-3.25,0.02,R09E10.8,WBGene00011177,Public name for WBGene00011177. History: N.A.
R09G11.1,R09G11.1,sup-10,1.97,0.0012,R09G11.1,WBGene00006319,Sequence name for WBGene00006319(sup-10). History: N.A.
R09G11.2,R09G11.2c,nhr-1,-1.47,0.042,R09G11.2,WBGene00003600,Sequence name for WBGene00003600(nhr-1). History: N.A.
R107.6,R107.6.1,cls-2,-1.5,0.036,R107.6,WBGene00000549,Sequence name for WBGene00000549(cls-2). History: N.A.
R107.8,R107.8,lin-12,-1.49,0.036,R107.8,WBGene00003001,Sequence name for WBGene00003001(lin-12). History: N.A.
R10D12.12,R10D12.12,,1.54,0.0093,R10D12.12,WBGene00011193,Sequence name for WBGene00011193(algn-13). History: Renamed on 2015-04-29
R10D12.13,R10D12.13a,,1.9,0.013,R10D12.13,WBGene00011194,Public name for WBGene00011194. History: N.A.
R10D12.14,R10D12.14a,,1.92,0.012,R10D12.14,WBGene00011195,Sequence name for WBGene00011195(sao-1). History: N.A.
R10D12.6,R10D12.6,,2.36,0.002,R10D12.6,WBGene00011187,Public name for WBGene00011187. History: N.A.
R10D12.9,R10D12.9.1,,2.12,0.0078,R10D12.9,WBGene00011190,Sequence name for WBGene00011190(swt-6). History: N.A.
R10E4.9,R10E4.9,,1.37,0.042,R10E4.9,WBGene00011205,Public name for WBGene00011205. History: N.A.
R10E8.3,R10E8.3,,-1.51,0.029,R10E8.3,WBGene00011209,Public name for WBGene00011209. History: N.A.
R10E8.4,R10E8.4,,-1.35,0.046,R10E8.4,WBGene00011210,Public name for WBGene00011210. History: N.A.
R10E8.8,R10E8.8,,1.46,0.041,R10E8.8,WBGene00011213,Public name for WBGene00011213. History: N.A.
R10H10.5,R10H10.5,gpa-7,3.8,3.8e-08,R10H10.5,WBGene00001669,Sequence name for WBGene00001669(gpa-7). History: N.A.
R11A5.3,R11A5.3,,-1.48,0.039,R11A5.3,WBGene00011231,Public name for WBGene00011231. History: N.A.
R11D1.8,R11D1.8.5,rpl-28,1.59,0.017,R11D1.8,WBGene00004442,Sequence name for WBGene00004442(rpl-28). History: N.A.
R11E3.6,R11E3.6.1,eor-1,-1.36,0.047,R11E3.6,WBGene00001324,Sequence name for WBGene00001324(eor-1). History: N.A.
R11G1.1,R11G1.1,,-2.36,0.0048,R11G1.1,WBGene00020010,Public name for WBGene00020010. History: N.A.
R11G1.6,R11G1.6b,,-1.48,0.02,R11G1.6,WBGene00020012,Public name for WBGene00020012. History: N.A.
R11G10.4,R11G10.4,,-4.71,0.017,R11G10.4,WBGene00050968,Public name for WBGene00050968. History: N.A.
R11G11.2,R11G11.2b,nhr-58,1.41,0.046,R11G11.2,WBGene00003648,Sequence name for WBGene00003648(nhr-58). History: N.A.
R12B2.1,R12B2.1b,sma-4,1.47,0.04,R12B2.1,WBGene00004858,Sequence name for WBGene00004858(sma-4). History: N.A.
R12C12.8,R12C12.8a,,-1.64,0.038,R12C12.8,WBGene00020028,Public name for WBGene00020028. History: N.A.
R12E2.5,R12E2.5,inx-16,1.76,0.0023,R12E2.5,WBGene00002138,Sequence name for WBGene00002138(inx-16). History: N.A.
R12E2.8,R12E2.8,,1.49,0.047,R12E2.8,WBGene00020034,Public name for WBGene00020034. History: N.A.
R12E2.9,R12E2.9,inx-15,1.56,0.047,R12E2.9,WBGene00002137,Sequence name for WBGene00002137(inx-15). History: N.A.
R12H7.2,R12H7.2,asp-4,1.64,0.021,R12H7.2,WBGene00000217,Sequence name for WBGene00000217(asp-4). History: N.A.
R12H7.3,R12H7.3,skr-19,1.67,0.0068,R12H7.3,WBGene00004825,Sequence name for WBGene00004825(skr-19). History: N.A.
R134.1,R134.1,gcy-3,-1.62,0.028,R134.1,WBGene00001530,Sequence name for WBGene00001530(gcy-3). History: N.A.
R13A1.2,R13A1.2,kcc-1,-1.73,0.036,R13A1.2,WBGene00006504,Sequence name for WBGene00006504(kcc-1). History: Renamed on 2006-02-02
R13D11.10,R13D11.10,,1.39,0.048,R13D11.10,WBGene00020063,Public name for WBGene00020063. History: N.A.
R13D11.5,R13D11.5,srab-15,-1.4,0.031,R13D11.5,WBGene00020059,Sequence name for WBGene00020059(srab-15). History: N.A.
R13D7.11,R13D7.11,cnc-9,1.58,0.021,R13D7.11,WBGene00044548,Sequence name for WBGene00044548(cnc-9). History: N.A.
R13D7.2,R13D7.2,,-1.76,0.0039,R13D7.2,WBGene00020054,Public name for WBGene00020054. History: N.A.
R13D7.4,R13D7.4,srx-60,-1.55,0.029,R13D7.4,WBGene00005951,Sequence name for WBGene00005951(srx-60). History: N.A.
R13D7.9,R13D7.9,str-24,-1.35,0.046,R13D7.9,WBGene00006091,Sequence name for WBGene00006091(str-24). History: N.A.
R13F6.1,R13F6.1,kbp-1,1.5,0.014,R13F6.1,WBGene00020064,Sequence name for WBGene00020064(kbp-1). History: N.A.
R13F6.4,R13F6.4a,ten-1,-1.64,0.026,R13F6.4,WBGene00006498,Sequence name for WBGene00006498(ten-1). History: Renamed on 2005-07-26; Renamed on 2010-08-17
R13F6.8,R13F6.8,clec-158,-3.07,0.016,R13F6.8,WBGene00020067,Sequence name for WBGene00020067(clec-158). History: N.A.
R13H4.2,R13H4.2a,,1.38,0.035,R13H4.2,WBGene00014826,Public name for WBGene00014826. History: N.A.
R13H4.4,R13H4.4a,hmp-1,-1.35,0.048,R13H4.4,WBGene00001978,Sequence name for WBGene00001978(hmp-1). History: N.A.
R144.3,R144.3,,1.52,0.029,R144.3,WBGene00020093,Public name for WBGene00020093. History: N.A.
R144.7,R144.7b,larp-1,1.94,0.00092,R144.7,WBGene00020097,Sequence name for WBGene00020097(larp-1). History: N.A.
R148.1,R148.1a,xbx-7,-1.32,0.047,R148.1,WBGene00020100,"Sequence name for WBGene00020100(mks-1). History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
R148.2,R148.2,,-1.72,0.025,R148.2,WBGene00020101,Sequence name for WBGene00020101(lmtr-5). History: N.A.
R148.5,R148.5a,,-1.77,0.0031,R148.5,WBGene00020104,Public name for WBGene00020104. History: N.A.
R148.6,R148.6.1,heh-1,1.66,0.028,R148.6,WBGene00006452,Sequence name for WBGene00006452(heh-1). History: N.A.
R153.1,R153.1g,pde-4,-1.51,0.011,R153.1,WBGene00020114,Sequence name for WBGene00020114(pde-4). History: N.A.
R160.1,R160.1b,dpy-23,-1.54,0.028,R160.1,WBGene00001082,Sequence name for WBGene00001082(dpy-23). History: N.A.
R160.6,R160.6,,2.58,0.0049,R160.6,WBGene00020123,"Public name for WBGene00020123. History: Split into R160.14(WBGene00304818), R160.13(WBGene00304819). History of WBGene00020123: Split into ""WBGene00304818"" on 2019-07-25; Split into ""WBGene00304819"" on 2019-07-25"
R166.4,R166.4,pro-1,-1.4,0.033,R166.4,WBGene00004185,Sequence name for WBGene00004185(pro-1). History: N.A.
R193.2,R193.2,,-1.56,0.0065,R193.2,WBGene00020128,Public name for WBGene00020128. History: N.A.
R52.2,R52.2,,-1.51,0.032,R52.2,,Sequence name for Suppressed gene WBGene00020074. Molecular name for Suppressed gene WBGene00020074. Public name for Suppressed gene WBGene00020074. History of WBGene00020074: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R52.7,R52.7,srh-195,-1.98,0.01,R52.7,WBGene00005408,Sequence name for WBGene00005408(srh-195). History: N.A.
R53.4,R53.4.1,,1.53,0.0098,R53.4,WBGene00011273,Public name for WBGene00011273. History: N.A.
R53.8,R53.8,,-6.35,0.00095,R53.8,WBGene00011277,Public name for WBGene00011277. History: N.A.
SSSD1.1,SSSD1.1,igcm-2,-1.39,0.046,SSSD1.1,WBGene00020130,Sequence name for WBGene00020130(igcm-2). History: N.A.
T01A4.2,T01A4.2,,1.95,0.017,T01A4.2,WBGene00020131,"Public name for Dead gene WBGene00020132. History of WBGene00020132: Merged into ""WBGene00020131"" on 2009-01-09"
T01B10.1,T01B10.1,grd-4,1.67,0.019,T01B10.1,WBGene00001693,Sequence name for WBGene00001693(grd-4). History: N.A.
T01B11.1,T01B11.1,,1.75,0.046,T01B11.1,WBGene00020138,Public name for WBGene00020138. History: N.A.
T01B4.3,T01B4.3,,2.84,3.4e-05,T01B4.3,WBGene00011310,Public name for WBGene00011310. History: N.A.
T01B6.1,T01B6.1,,-1.26,0.028,T01B6.1,WBGene00020134,Public name for WBGene00020134. History: N.A.
T01B7.9,T01B7.9,,1.56,0.034,T01B7.9,WBGene00011314,Public name for WBGene00011314. History: N.A.
T01C3.4,T01C3.4,,1.62,0.035,T01C3.4,WBGene00011321,Sequence name for WBGene00011321(fil-1). History: N.A.
T01C3.5,T01C3.5,,-1.46,0.01,T01C3.5,WBGene00011322,Sequence name for WBGene00011322(irld-14). History: N.A.
T01C3.6,T01C3.6.1,rps-16,2.08,0.0018,T01C3.6,WBGene00004485,Sequence name for WBGene00004485(rps-16). History: N.A.
T01C4.3,T01C4.3,srx-33,-1.32,0.027,T01C4.3,WBGene00005924,Sequence name for WBGene00005924(srx-33). History: N.A.
T01C8.2,T01C8.2,,1.68,0.029,T01C8.2,WBGene00020143,Public name for WBGene00020143. History: N.A.
T01D1.2,T01D1.2a.2,etr-1,-1.54,0.029,T01D1.2,WBGene00001340,Sequence name for WBGene00001340(etr-1). History: N.A.
T01D3.2,T01D3.2,,3.17,4.2e-05,T01D3.2,WBGene00011327,Sequence name for WBGene00011327(hlh-34). History: N.A.
T01D3.6,T01D3.6a,,2.18,0.018,T01D3.6,WBGene00011330,Public name for WBGene00011330. History: N.A.
T01D3.7,T01D3.7,,-1.4,0.048,T01D3.7,WBGene00011326,"Public name for Dead gene WBGene00045409. History of WBGene00045409: Merged into ""WBGene00011326"" on 2012-01-23"
T01E8.3,T01E8.3,plc-3,-1.55,0.035,T01E8.3,WBGene00004038,Sequence name for WBGene00004038(plc-3). History: N.A.
T01G1.1,T01G1.1a,klp-12,-1.62,0.011,T01G1.1,WBGene00002223,"Sequence name for WBGene00002223(klp-12). History: Split into T01G1.4(WBGene00044025). History of WBGene00002223: Split into ""WBGene00044025"" on 2004-12-14"
T01G5.1,T01G5.1,,-1.4,0.036,T01G5.1,WBGene00011339,Public name for WBGene00011339. History: N.A.
T01G5.2,T01G5.2,ugt-30,-1.58,0.014,T01G5.2,WBGene00011340,Sequence name for WBGene00011340(ugt-30). History: N.A.
T01G6.7,T01G6.7,nhr-55,1.5,0.024,T01G6.7,WBGene00003645,Sequence name for WBGene00003645(nhr-55). History: N.A.
T01H8.5,T01H8.5a,gon-2,-1.54,0.049,T01H8.5,WBGene00001651,Sequence name for WBGene00001651(gon-2). History: N.A.
T02B11.3,T02B11.3b,,-1.44,0.033,T02B11.3,WBGene00020155,Public name for WBGene00020155. History: N.A.
T02B11.8,T02B11.8,,1.86,0.012,T02B11.8,WBGene00044776,Public name for WBGene00044776. History: N.A.
T02C5.5,T02C5.5d.3,unc-2,-1.52,0.049,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
T02D1.7,T02D1.7,,-4.96,0.0057,T02D1.7,WBGene00011373,Public name for WBGene00011373. History: N.A.
T02D1.8,T02D1.8,,1.77,0.027,T02D1.8,WBGene00011374,Public name for WBGene00011374. History: N.A.
T02G5.13,T02G5.13a,mmaa-1,-1.44,0.039,T02G5.13,WBGene00020169,Sequence name for WBGene00020169(mmaa-1). History: N.A.
T02G5.2,T02G5.2,,-1.74,0.021,T02G5.2,WBGene00020163,"Public name for Dead gene WBGene00020162. History of WBGene00020162: Merged into ""WBGene00020163"" on 2012-02-06"
T02G5.4,T02G5.4,,1.71,0.0022,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
T02G5.9,T02G5.9a,krs-1,-1.51,0.031,T02G5.9,WBGene00002238,Sequence name for WBGene00002238(kars-1). History: Renamed on 2010-01-29
T02G6.9,T02G6.9,,-1.37,0.029,T02G6.9,WBGene00086562,"Public name for Dead gene WBGene00077547. History of WBGene00077547: Merged into ""WBGene00086562"" on 2010-02-12"
T02H6.1,T02H6.1a,,-1.51,0.04,T02H6.1,WBGene00020171,Public name for WBGene00020171. History: N.A.
T02H6.9,T02H6.9,,-2.2,0.026,T02H6.9,WBGene00020179,Public name for WBGene00020179. History: N.A.
T03D3.2,T03D3.2,srj-50,-1.36,0.033,T03D3.2,WBGene00005629,Sequence name for WBGene00005629(srj-50). History: N.A.
T03D3.5,T03D3.5,,2.21,0.00011,T03D3.5,WBGene00020183,Public name for WBGene00020183. History: N.A.
T03D8.7,T03D8.7,,1.73,0.023,T03D8.7,WBGene00011394,Public name for WBGene00011394. History: N.A.
T03E6.10,T03E6.10,,1.79,0.045,T03E6.10,WBGene00050960,Public name for WBGene00050960. History: N.A.
T03E6.12,T03E6.12,,-1.36,0.044,T03E6.12,WBGene00077463,Public name for WBGene00077463. History: N.A.
T03E6.2,T03E6.2,,-1.36,0.019,T03E6.2,WBGene00011395,Public name for WBGene00011395. History: N.A.
T03E6.8,T03E6.8,,1.57,0.038,T03E6.8,WBGene00011397,Public name for WBGene00011397. History: N.A.
T03F1.9,T03F1.9,hcp-4,-1.66,0.022,T03F1.9,WBGene00001832,Sequence name for WBGene00001832(hcp-4). History: Renamed on 2015-03-05
T03F6.6,T03F6.6.1,,1.7,0.021,T03F6.6,WBGene00011401,"Public name for WBGene00011401. History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
T03F6.7,T03F6.7,,4.27,2e-06,T03F6.7,WBGene00044228,Public name for WBGene00044228. History: N.A.
T03G11.1,T03G11.1,pqn-62,-1.44,0.03,T03G11.1,WBGene00004145,Sequence name for WBGene00004145(pqn-62). History: N.A.
T03G11.8,T03G11.8,zig-6,1.48,0.041,T03G11.8,WBGene00006983,Sequence name for WBGene00006983(zig-6). History: N.A.
T03G6.2,T03G6.2b,nhr-40,1.7,0.0058,T03G6.2,WBGene00003630,"Sequence name for WBGene00003630(nhr-40). History: Split into T03G6.7(WBGene00303074). History of WBGene00003630: Split into ""WBGene00303074"" on 2018-03-02"
T04A11.11,T04A11.11,,1.42,0.023,T04A11.11,,"Sequence name for Suppressed gene WBGene00014831. Molecular name for Suppressed gene WBGene00014831. Public name for Suppressed gene WBGene00014831. History of WBGene00014831: Killed on 2010-07-09; Suppressed on 2013-05-29. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene...[130502 pad] Gene ressurected as this turns out to be a Transposon related locus....[130502 pad] Gene ressurected as this turns out to be a Transposon related locus....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene."
T04A8.12,T04A8.12,tag-189,1.31,0.045,T04A8.12,WBGene00007045,"Sequence name for WBGene00007045(pgap-2). History: Renamed on 2018-12-11. Public name for Dead gene WBGene00011413. History of WBGene00011413: Merged into ""WBGene00007045"" on 2005-10-05"
T04A8.2,T04A8.2,srg-11,2.04,0.034,T04A8.2,WBGene00005169,Sequence name for WBGene00005169(srg-11). History: N.A.
T04B8.5,T04B8.5a,,-2.01,0.04,T04B8.5,WBGene00020207,Public name for WBGene00020207. History: N.A.
T04C10.2,T04C10.2b,epn-1,-1.39,0.048,T04C10.2,WBGene00001329,Sequence name for WBGene00001329(epn-1). History: N.A.
T04C10.3,T04C10.3,,1.91,0.0014,T04C10.3,WBGene00011426,Public name for WBGene00011426. History: N.A.
