# Dataset S4.  Annotated features with ten or more siRNA  reads per million total small RNA reads and depleted by 2/3 or more in mut-16(pk710), relative to wild type (N2).
gene,Reads Per Million Total_wt,Reads Per Million Total_pk710,Reads Per Million Total_pk710/wt,Depletion,Annotation,Input,Suggested Match,History
F07C3.3,10.2,0.33,0.03,-31.1,Gene,F07C3.3,WBGene00017194,Public name for WBGene00017194. History: N.A.
T25G12.4,10.2,0.33,0.03,-31.1,Gene,T25G12.4,WBGene00004270,Sequence name for WBGene00004270(rab-6.2). History: N.A.
Y50C1A.2,10.2,0.33,0.03,-31.1,Gene,Y50C1A.2,WBGene00021734,Public name for WBGene00021734. History: N.A.
K11H3.3,35.62,1.15,0.03,-31.02,Gene,K11H3.3,WBGene00010780,Public name for WBGene00010780. History: N.A.
C41D11.8,55.85,1.8,0.03,-30.95,Gene,C41D11.8,WBGene00000787,Sequence name for WBGene00000787(cps-6). History: N.A.
T05G5.4,15.21,0.49,0.03,-30.91,Gene,T05G5.4,WBGene00011499,Public name for WBGene00011499. History: N.A.
K09B11.5,25.23,0.82,0.03,-30.76,Gene,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
T06A10.2,13.42,0.44,0.03,-30.68,Pseudogene,T06A10.2,WBGene00020285,Public name for WBGene00020285. History: N.A.
T25G12.2,130.25,4.27,0.03,-30.54,Gene,T25G12.2,WBGene00020809,"Public name for Dead gene WBGene00020810. History of WBGene00020810: Merged into ""WBGene00020809"" on 2018-11-14"
T05C3.7,15.03,0.49,0.03,-30.54,Gene,T05C3.7,WBGene00005223,Sequence name for WBGene00005223(srg-66). History: N.A.
F45C12.6,10.02,0.33,0.03,-30.54,Gene,F45C12.6,WBGene00018437,Sequence name for WBGene00018437(btb-8). History: N.A.
K08E5.1,255.35,8.37,0.03,-30.5,Pseudogene,K08E5.1,WBGene00014801,Public name for WBGene00014801. History: N.A.
F55A4.4,29.87,0.98,0.03,-30.35,Gene,F55A4.4,WBGene00018856,Public name for WBGene00018856. History: N.A.
F53H4.1,39.7,1.31,0.03,-30.25,Gene,F53H4.1,WBGene00000803,Sequence name for WBGene00000803(csb-1). History: N.A.
K07C5.13,14.84,0.49,0.03,-30.16,Gene,K07C5.13,WBGene00050947,Public name for WBGene00050947. History: N.A.
Y53F4B.6,114.82,3.83,0.03,-30,Pseudogene,Y53F4B.6,WBGene00013153,Public name for WBGene00013153. History: N.A.
C40A11.8,19.67,0.66,0.03,-29.97,Gene,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
Y37H2A.4,58.82,1.97,0.03,-29.88,Gene,Y37H2A.4,WBGene00012564,Sequence name for WBGene00012564(fbxa-107). History: N.A.
R06B10.1,53.81,1.8,0.03,-29.82,Gene,R06B10.1,WBGene00019912,Public name for WBGene00019912. History: N.A.
W08F4.5,19.48,0.66,0.03,-29.69,Gene,W08F4.5,WBGene00021094,Public name for WBGene00021094. History: N.A.
T25G3.1,24.31,0.82,0.03,-29.63,Gene,T25G3.1,WBGene00012029,Public name for WBGene00012029. History: N.A.
F52C6.10,155.48,5.25,0.03,-29.62,Gene,F52C6.10,WBGene00018667,Sequence name for WBGene00018667(bath-7). History: N.A.
C32D5.9,14.47,0.49,0.03,-29.41,Gene,C32D5.9,WBGene00002980,Sequence name for WBGene00002980(lgg-1). History: Renamed on 2008-02-29
W01A11.3,19.3,0.66,0.03,-29.41,Gene,W01A11.3,WBGene00006815,Sequence name for WBGene00006815(unc-83). History: N.A.
C27C12.1,38.22,1.31,0.03,-29.12,Gene,C27C12.1,WBGene00007771,Public name for WBGene00007771. History: N.A.
Y54G2A.51,76.14,2.62,0.03,-29.04,Transposon,Y54G2A.51,,Sequence name for Suppressed gene WBGene00045166. Molecular name for Suppressed gene WBGene00045166. Public name for Suppressed gene WBGene00045166. History of WBGene00045166: Suppressed on 2007-01-05. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
H06I04.1,56.77,1.97,0.03,-28.84,Gene,H06I04.1,WBGene00019167,Public name for WBGene00019167. History: N.A.
C36B1.9,18.92,0.66,0.03,-28.84,Gene,C36B1.9,WBGene00007976,Public name for WBGene00007976. History: N.A.
W06D11.1,23.56,0.82,0.03,-28.73,Gene,W06D11.1,WBGene00012299,Public name for WBGene00012299. History: N.A.
ZK402.3,248.43,8.69,0.03,-28.57,Gene,ZK402.3,WBGene00022730,Public name for WBGene00022730. History: N.A.
Y49E10.5,63.26,2.22,0.04,-28.56,Pseudogene,Y49E10.5,WBGene00014902,Public name for WBGene00014902. History: N.A.
F49B2.3,18.74,0.66,0.04,-28.56,Gene,F49B2.3,WBGene00009863,Public name for WBGene00009863. History: N.A.
Y57G7A.5,18.74,0.66,0.04,-28.56,Gene,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
T02G5.4,483.69,17.06,0.04,-28.35,Gene,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
R05D3.8,51.02,1.8,0.04,-28.28,Gene,R05D3.8,WBGene00019881,Public name for WBGene00019881. History: N.A.
F39B2.8,41.75,1.48,0.04,-28.28,Gene,F39B2.8,WBGene00009558,Public name for WBGene00009558. History: N.A.
Y71A12B.7,74.05,2.65,0.04,-27.97,Transposon,Y71A12B.7,,Sequence name for Suppressed gene WBGene00013504. Molecular name for Suppressed gene WBGene00013504. Public name for Suppressed gene WBGene00013504. History of WBGene00013504: Killed on 2006-10-31; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R52.2,13.73,0.49,0.04,-27.9,Transposon,R52.2,,Sequence name for Suppressed gene WBGene00020074. Molecular name for Suppressed gene WBGene00020074. Public name for Suppressed gene WBGene00020074. History of WBGene00020074: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R08D7.5,22.82,0.82,0.04,-27.82,Gene,R08D7.5,WBGene00011145,Public name for WBGene00011145. History: N.A.
ZK1025.1,122.1,4.4,0.04,-27.78,Pseudogene,ZK1025.1,WBGene00014992,Public name for WBGene00014992. History: N.A.
T16A9.1,45.08,1.62,0.04,-27.78,Transposon,T16A9.1,,Sequence name for Suppressed gene WBGene00011792. Molecular name for Suppressed gene WBGene00011792. Public name for Suppressed gene WBGene00011792. History of WBGene00011792: Killed on 2006-10-31; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R10E4.11,63.64,2.3,0.04,-27.71,Gene,R10E4.11,WBGene00011206,Public name for WBGene00011206. History: N.A.
R13H8.1,149.91,5.41,0.04,-27.69,Gene,R13H8.1,WBGene00000912,Sequence name for WBGene00000912(daf-16). History: N.A.
H16D19.4,276.82,10.01,0.04,-27.66,Gene,H16D19.4,WBGene00010402,"Public name for WBGene00010402. History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
Y47H9B.2,49.72,1.8,0.04,-27.56,Gene,Y47H9B.2,WBGene00012946,Public name for WBGene00012946. History: N.A.
C54G7.4,18.0,0.66,0.04,-27.43,Gene,C54G7.4,WBGene00016935,Sequence name for WBGene00016935(ifta-1). History: Renamed on 2018-06-11
C36C9.3,22.45,0.82,0.04,-27.37,Gene,C36C9.3,WBGene00016486,Sequence name for WBGene00016486(fbxa-170). History: N.A.
Y53G8AL.1,13.36,0.49,0.04,-27.14,Gene,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
C40A11.1,31.17,1.15,0.04,-27.14,Gene,C40A11.1,WBGene00016544,Sequence name for WBGene00016544(math-18). History: N.A.
C04A11.4,17.81,0.66,0.04,-27.14,Gene,C04A11.4,WBGene00000074,Sequence name for WBGene00000074(adm-2). History: N.A.
F22B7.9,79.97,2.95,0.04,-27.08,Gene,F22B7.9,WBGene00017698,Public name for WBGene00017698. History: N.A.
Y73B3A.3,39.89,1.48,0.04,-27.02,Gene,Y73B3A.3,WBGene00022205,Public name for WBGene00022205. History: N.A.
ZK662.3,48.61,1.8,0.04,-26.94,Gene,ZK662.3,WBGene00003638,Sequence name for WBGene00003638(nhr-48). History: N.A.
ZC15.3,110.39,4.1,0.04,-26.92,Gene,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
ZK849.4,57.33,2.13,0.04,-26.88,Gene,ZK849.4,WBGene00014102,Sequence name for WBGene00014102(best-25). History: N.A.
Y39D8B.1,17.63,0.66,0.04,-26.86,Gene,Y39D8B.1,WBGene00021449,"Sequence name for WBGene00021449(mltn-7). History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
C26F1.7,26.35,0.98,0.04,-26.77,Gene,C26F1.7,WBGene00016150,Sequence name for WBGene00016150(hint-3). History: N.A.
Y37F4.6,48.24,1.8,0.04,-26.73,Gene,Y37F4.6,WBGene00021387,Public name for WBGene00021387. History: N.A.
C01A2.3,65.68,2.46,0.04,-26.69,Gene,C01A2.3,WBGene00007215,Sequence name for WBGene00007215(oxa-1). History: N.A.
R07E4.5,47.68,1.8,0.04,-26.42,Gene,R07E4.5,WBGene00019938,Public name for WBGene00019938. History: N.A.
T16H12.1,25.98,0.98,0.04,-26.39,Gene,T16H12.1,WBGene00011811,"Public name for WBGene00011811. History: Split into T16H12.13(WBGene00194725). History of WBGene00011811: Split into ""WBGene00194725"" on 2009-08-17"
K05F6.6,12.99,0.49,0.04,-26.39,Gene,K05F6.6,WBGene00019417,"Sequence name for WBGene00019417(fbxb-52). History: Split into K05F6.16(WBGene00269420). History of WBGene00019417: Split into ""WBGene00269420"" on 2016-02-18"
F33C8.1,103.71,3.94,0.04,-26.34,Gene,F33C8.1,WBGene00006432,Sequence name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
T13H5.8,21.52,0.82,0.04,-26.24,Gene,T13H5.8,WBGene00011761,Public name for WBGene00011761. History: N.A.
Y43F8B.7,21.46,0.82,0.04,-26.16,Pseudogene,Y43F8B.7,WBGene00012818,Public name for WBGene00012818. History: N.A.
R09E12.6,21.25,0.81,0.04,-26.14,Transposon,R09E12.6,,Sequence name for Suppressed gene WBGene00019985. Molecular name for Suppressed gene WBGene00019985. Public name for Suppressed gene WBGene00019985. History of WBGene00019985: Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C40A11.10,81.08,3.12,0.04,-26.01,Gene,C40A11.10,WBGene00016553,Sequence name for WBGene00016553(mir-8199). History: N.A.
W03G1.4,21.34,0.82,0.04,-26.01,Gene,W03G1.4,,Sequence name for Suppressed gene WBGene00043538. Molecular name for Suppressed gene WBGene00043538. Public name for Suppressed gene WBGene00043538. History of WBGene00043538: Killed on 2004-10-04; Resurrected on 2005-09-09; Killed on 2011-01-21; Suppressed on 2013-07-30. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....[050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
D1054.1,12.8,0.49,0.04,-26.01,Gene,D1054.1,WBGene00008370,Public name for WBGene00008370. History: N.A.
F54D10.4,12.8,0.49,0.04,-26.01,Gene,F54D10.4,WBGene00018805,Public name for WBGene00018805. History: N.A.
R07H5.9,12.8,0.49,0.04,-26.01,Gene,R07H5.9,WBGene00011129,Public name for WBGene00011129. History: N.A.
Y53F4B.18,59.37,2.3,0.04,-25.85,Gene,Y53F4B.18,WBGene00013164,Public name for WBGene00013164. History: N.A.
F10G8.9,21.15,0.82,0.04,-25.79,Gene,F10G8.9,WBGene00008667,Public name for WBGene00008667. History: N.A.
F20B6.1,50.47,1.97,0.04,-25.64,Gene,F20B6.1,WBGene00017627,Public name for WBGene00017627. History: N.A.
Y42G9A.1,142.49,5.58,0.04,-25.55,Gene,Y42G9A.1,WBGene00021531,Public name for WBGene00021531. History: N.A.
W02A2.4,12.52,0.49,0.04,-25.43,Pseudogene,W02A2.4,WBGene00012189,Public name for WBGene00012189. History: N.A.
F25B5.6,41.56,1.64,0.04,-25.33,Gene,F25B5.6,WBGene00017777,Public name for WBGene00017777. History: N.A.
F42G9.9,12.43,0.49,0.04,-25.26,Gene,F42G9.9,WBGene00004212,Sequence name for WBGene00004212(ptl-1). History: N.A.
H25K10.6,12.43,0.49,0.04,-25.26,Gene,H25K10.6,WBGene00010415,Sequence name for WBGene00010415(irld-39). History: N.A.
T23E1.3,12.43,0.49,0.04,-25.26,Gene,T23E1.3,WBGene00020730,Public name for WBGene00020730. History: N.A.
K02B7.1,21.32,0.85,0.04,-25.2,Transposon,K02B7.1,,Sequence name for Suppressed gene WBGene00010489. Molecular name for Suppressed gene WBGene00010489. Public name for Suppressed gene WBGene00010489. History of WBGene00010489: Killed on 2008-11-19; Suppressed on 2012-11-19. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y55F3C.6,21.32,0.85,0.04,-25.2,Transposon,Y55F3C.6,,"Sequence name for Suppressed gene WBGene00043707. Molecular name for Suppressed gene WBGene00043707. Public name for Suppressed gene WBGene00043707. History of WBGene00043707: Killed on 2004-10-04; Resurrected on 2005-09-09; Split into ""WBGene00044766"" on 2006-02-24; Suppressed on 2012-11-15. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene."
K02E7.3,21.28,0.85,0.04,-25.16,Transposon,K02E7.3,,Sequence name for Suppressed gene WBGene00019308. Molecular name for Suppressed gene WBGene00019308. Public name for Suppressed gene WBGene00019308. History of WBGene00019308: Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C17B7.7,21.27,0.85,0.04,-25.14,Transposon,C17B7.7,,"Sequence name for Suppressed gene WBGene00015881. Molecular name for Suppressed gene WBGene00015881. Public name for Suppressed gene WBGene00015881. History of WBGene00015881: Split into ""WBGene00044765"" on 2006-02-24; Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene."
T07F10.6,164.57,6.56,0.04,-25.08,Gene,T07F10.6,WBGene00011592,Sequence name for WBGene00011592(nspg-1). History: N.A.
R52.10,20.5,0.82,0.04,-25,Pseudogene,R52.10,WBGene00020081,Sequence name for WBGene00020081(sdz-29). History: Renamed on 2005-08-22
C05D11.13,12.25,0.49,0.04,-24.88,Gene,C05D11.13,WBGene00015488,Public name for WBGene00015488. History: N.A.
C36C9.1,48.8,1.97,0.04,-24.79,Gene,C36C9.1,WBGene00016485,Sequence name for WBGene00016485(meg-4). History: N.A.
K07A1.16,20.22,0.82,0.04,-24.66,Gene,K07A1.16,WBGene00000177,Sequence name for WBGene00000177(aqp-9). History: N.A.
R06A4.4,500.58,20.34,0.04,-24.61,Gene,R06A4.4,WBGene00002076,Sequence name for WBGene00002076(imb-2). History: N.A.
C15F1.8,48.05,1.97,0.04,-24.41,Gene,C15F1.8,WBGene00015797,Public name for WBGene00015797. History: N.A.
F44F1.7,56.03,2.3,0.04,-24.4,Gene,F44F1.7,WBGene00006902,"Sequence name for WBGene00006902(vet-6). History: N.A.. Public name for Dead gene WBGene00009699. History of WBGene00009699: Merged into ""WBGene00006902"" on 2004-07-16"
F28B3.4,35.99,1.48,0.04,-24.38,Gene,F28B3.4,WBGene00017885,Sequence name for WBGene00017885(dip-2). History: N.A.
F49F1.7,75.88,3.12,0.04,-24.35,Gene,F49F1.7,WBGene00018647,Public name for WBGene00018647. History: N.A.
Y76A2B.2,47.87,1.97,0.04,-24.32,Gene,Y76A2B.2,WBGene00013574,Sequence name for WBGene00013574(lron-13). History: N.A.
Y53F4B.39,15.96,0.66,0.04,-24.32,Gene,Y53F4B.39,WBGene00013176,Public name for WBGene00013176. History: N.A.
K05C4.4,55.48,2.3,0.04,-24.16,Gene,K05C4.4,WBGene00010581,Public name for WBGene00010581. History: N.A.
F55A12.1,356.42,14.76,0.04,-24.14,Gene,F55A12.1,WBGene00018862,Sequence name for WBGene00018862(wago-2). History: N.A.
C30B5.5,11.87,0.49,0.04,-24.13,Gene,C30B5.5,WBGene00016246,"Sequence name for WBGene00016246(daf-37). History: Split into C30B5.17(WBGene00269379). History of WBGene00016246: Renamed on 2012-06-29; Split into ""WBGene00269379"" on 2016-02-18"
Y105C5B.14,11.87,0.49,0.04,-24.13,Gene,Y105C5B.14,WBGene00013653,Sequence name for WBGene00013653(ifas-3). History: N.A.
Y9D1A.2,11.87,0.49,0.04,-24.13,Gene,Y9D1A.2,WBGene00021187,Public name for WBGene00021187. History: N.A.
M01D7.9,27.46,1.15,0.04,-23.91,Gene,M01D7.9,WBGene00044897,Public name for WBGene00044897. History: N.A.
F46F2.2,39.15,1.64,0.04,-23.86,Gene,F46F2.2,WBGene00002203,Sequence name for WBGene00002203(kin-20). History: N.A.
Y37E3.17,42.86,1.8,0.04,-23.75,Gene,Y37E3.17,WBGene00021355,Public name for WBGene00021355. History: N.A.
Y43C5B.3,19.48,0.82,0.04,-23.75,Gene,Y43C5B.3,WBGene00012786,Public name for WBGene00012786. History: N.A.
ZC317.6,11.69,0.49,0.04,-23.75,Gene,ZC317.6,WBGene00022589,Public name for WBGene00022589. History: N.A.
ZC416.8,11.69,0.49,0.04,-23.75,Gene,ZC416.8,"WBGene00000481, WBGene00006756",Sequence name for WBGene00000481(cha-1). History: N.A.. Sequence name for WBGene00006756(unc-17). History: N.A.
F57G4.2,37.07,1.56,0.04,-23.74,Transposon,F57G4.2,,Sequence name for Suppressed gene WBGene00010207. Molecular name for Suppressed gene WBGene00010207. Public name for Suppressed gene WBGene00010207. History of WBGene00010207: Killed on 2006-10-31; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C36C9.6,123.94,5.25,0.04,-23.61,Gene,C36C9.6,WBGene00044560,Public name for WBGene00044560. History: N.A.
Y54E10BR.7,30.98,1.31,0.04,-23.61,Gene,Y54E10BR.7,WBGene00003387,Sequence name for WBGene00003387(mod-5). History: N.A.
C24H12.3,20.48,0.87,0.04,-23.59,Pseudogene,C24H12.3,WBGene00023244,Public name for WBGene00023244. History: N.A.
ZK402.2,57.89,2.46,0.04,-23.53,Gene,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
F31D5.3,15.4,0.66,0.04,-23.47,Gene,F31D5.3,WBGene00006495,"Sequence name for WBGene00006495(cpna-1). History: Renamed on 2009-04-22. Public name for Dead gene WBGene00017946. History of WBGene00017946: Merged into ""WBGene00006495"" on 2004-05-28"
F46H6.2,26.9,1.15,0.04,-23.43,Gene,F46H6.2,WBGene00000959,Sequence name for WBGene00000959(dgk-2). History: N.A.
C16C8.11,34.51,1.48,0.04,-23.37,Gene,C16C8.11,WBGene00015849,Public name for WBGene00015849. History: N.A.
C06A8.9,23.01,0.98,0.04,-23.37,Gene,C06A8.9,WBGene00001615,Sequence name for WBGene00001615(glr-4). History: N.A.
T02G6.5,11.5,0.49,0.04,-23.37,Gene,T02G6.5,WBGene00011388,Public name for WBGene00011388. History: N.A.
Y73E7A.3,11.5,0.49,0.04,-23.37,Gene,Y73E7A.3,WBGene00022270,Public name for WBGene00022270. History: N.A.
F13B9.1,42.12,1.8,0.04,-23.34,Gene,F13B9.1,WBGene00017419,Sequence name for WBGene00017419(sec-16A.2). History: N.A.
H24K24.3,30.61,1.31,0.04,-23.33,Gene,H24K24.3,WBGene00019240,Sequence name for WBGene00019240(adh-5). History: N.A.
C04G6.6,95.55,4.1,0.04,-23.3,Gene,C04G6.6,WBGene00015456,Public name for WBGene00015456. History: N.A.
F09D1.1,301.31,12.96,0.04,-23.25,Gene,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
ZK1058.1,22.82,0.98,0.04,-23.19,Gene,ZK1058.1,WBGene00014202,Sequence name for WBGene00014202(mmcm-1). History: N.A.
F59E12.10,60.67,2.62,0.04,-23.12,Gene,F59E12.10,WBGene00019125,Sequence name for WBGene00019125(ddl-1). History: N.A.
ZK1290.9,18.92,0.82,0.04,-23.07,Gene,ZK1290.9,WBGene00022890,Sequence name for WBGene00022890(fbxa-224). History: N.A.
