spermatogenesis genes,Input,Suggested Match,History
Y54E2A.9,Y54E2A.9,WBGene00013194,Public name for WBGene00013194. History: N.A.
Y57A10B.7,Y57A10B.7,WBGene00013279,Public name for WBGene00013279. History: N.A.
Y57G11A.2,Y57G11A.2,WBGene00013290,Public name for WBGene00013290. History: N.A.
Y57G11B.3,Y57G11B.3,WBGene00013296,"Public name for WBGene00013296. History: Split into glb-34(WBGene00077763). History of WBGene00013296: Split into ""WBGene00077763"" on 2008-05-23"
Y57G11C.8,Y57G11C.8,WBGene00013306,Public name for WBGene00013306. History: N.A.
Y57G7A.5,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
Y57G7A.6,Y57G7A.6,WBGene00021969,Public name for WBGene00021969. History: N.A.
Y59E9AL.1,Y59E9AL.1,WBGene00021992,Sequence name for WBGene00021992(thn-6). History: N.A.
Y59E9AL.3,Y59E9AL.3,WBGene00021993,Sequence name for WBGene00021993(nsph-4.2). History: N.A.
Y59E9AL.5,Y59E9AL.5,WBGene00021995,Public name for WBGene00021995. History: N.A.
Y59E9AL.6,Y59E9AL.6,WBGene00021996,Sequence name for WBGene00021996(cylc-1). History: N.A.
Y59E9AR.7,Y59E9AR.7,WBGene00022002,Public name for WBGene00022002. History: N.A.
Y65B4A.9,Y65B4A.9,WBGene00022032,Public name for WBGene00022032. History: N.A.
Y66A7A.4,Y66A7A.4,WBGene00013424,Public name for WBGene00013424. History: N.A.
Y67A6A.1,Y67A6A.1,WBGene00013449,Public name for WBGene00013449. History: N.A.
Y69A2AR.19,Y69A2AR.19,WBGene00022090,Public name for WBGene00022090. History: N.A.
Y69A2AR.27,Y69A2AR.27,,Public name for Dead gene WBGene00022098. History of WBGene00022098: Killed on 2013-09-04. Remark: This has no evidence. A gene on the opposite strand is being created with RNASeq evidence.
Y69A2AR.6,Y69A2AR.6,WBGene00022077,Sequence name for WBGene00022077(vamp-7). History: N.A.
Y69A2AR.9,Y69A2AR.9,WBGene00022079,"Public name for Dead gene WBGene00022080. History of WBGene00022080: Merged into ""WBGene00022079"" on 2012-08-17"
Y69E1A.1,Y69E1A.1,WBGene00013473,Public name for WBGene00013473. History: N.A.
Y69E1A.2,Y69E1A.2,WBGene00013474,Sequence name for WBGene00013474(nsph-3.1). History: N.A.
Y69E1A.3,Y69E1A.3,WBGene00013475,Public name for WBGene00013475. History: N.A.
Y69E1A.4,Y69E1A.4,WBGene00013476,Public name for WBGene00013476. History: N.A.
Y69E1A.8,Y69E1A.8,WBGene00013478,Public name for WBGene00013478. History: N.A.
Y6E2A.9,Y6E2A.9,WBGene00012402,Sequence name for WBGene00012402(sfxn-1.3). History: N.A.
Y70C5C.5,Y70C5C.5,WBGene00013495,Sequence name for WBGene00013495(clec-236). History: N.A.
Y71G12B.27,Y71G12B.27,WBGene00022162,Public name for WBGene00022162. History: N.A.
Y73B6A.1,Y73B6A.1,WBGene00022228,Public name for WBGene00022228. History: N.A.
Y73B6A.2,Y73B6A.2,WBGene00022229,Public name for WBGene00022229. History: N.A.
Y73F8A.12,Y73F8A.12,WBGene00013521,Public name for WBGene00013521. History: N.A.
Y73F8A.14,Y73F8A.14,WBGene00013523,Public name for WBGene00013523. History: N.A.
Y73F8A.15,Y73F8A.15,WBGene00013524,Public name for WBGene00013524. History: N.A.
Y73F8A.20,Y73F8A.20,WBGene00013526,Public name for WBGene00013526. History: N.A.
Y76B12C.4,Y76B12C.4,WBGene00022298,Public name for WBGene00022298. History: N.A.
Y77E11A.10,Y77E11A.10,WBGene00000546,"Sequence name for WBGene00000546(clp-6). History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
Y80D3A.8,Y80D3A.8,WBGene00013586,Public name for WBGene00013586. History: N.A.
Y81G3A.1,Y81G3A.1,WBGene00013590,Public name for WBGene00013590. History: N.A.
ZC116.2,ZC116.2,WBGene00013854,Sequence name for WBGene00013854(cyc-2.2). History: N.A.
ZC168.6,ZC168.6,WBGene00013858,Sequence name for WBGene00013858(ssp-34). History: N.A.
ZC262.1,ZC262.1,WBGene00022578,Public name for WBGene00022578. History: N.A.
ZC317.6,ZC317.6,WBGene00022589,Public name for WBGene00022589. History: N.A.
ZC412.5,ZC412.5,WBGene00013886,Public name for WBGene00013886. History: N.A.
ZC412.6,ZC412.6,WBGene00013887,Sequence name for WBGene00013887(nspa-5). History: N.A.
ZC412.7,ZC412.7,WBGene00013888,Sequence name for WBGene00013888(nspa-3). History: N.A.
ZC412.9,ZC412.9,WBGene00013890,Public name for WBGene00013890. History: N.A.
ZC477.1,ZC477.1,WBGene00006052,Sequence name for WBGene00006052(ssq-3). History: N.A.
ZC477.7,ZC477.7,WBGene00022621,Public name for WBGene00022621. History: N.A.
ZC513.10,ZC513.10,WBGene00022630,Sequence name for WBGene00022630(fbxa-223). History: N.A.
ZC513.3,ZC513.3,WBGene00022628,Public name for WBGene00022628. History: N.A.
ZC581.2,ZC581.2,WBGene00022632,Public name for WBGene00022632. History: N.A.
ZC581.6,ZC581.6,WBGene00006625,"Sequence name for WBGene00006625(try-7). History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
ZC581.7,ZC581.7,WBGene00022634,Public name for WBGene00022634. History: N.A.
ZK1098.6,ZK1098.6,WBGene00014223,Public name for WBGene00014223. History: N.A.
ZK1127.2,ZK1127.2,WBGene00022849,Sequence name for WBGene00022849(acs-6). History: N.A.
ZK1225.4,ZK1225.4,WBGene00014238,Public name for WBGene00014238. History: N.A.
ZK1225.5,ZK1225.5,WBGene00014239,Public name for WBGene00014239. History: N.A.
ZK1225.6,ZK1225.6,WBGene00006048,Sequence name for WBGene00006048(ssp-31). History: N.A.
ZK1248.17,ZK1248.17,WBGene00022884,Public name for WBGene00022884. History: N.A.
ZK1248.4,ZK1248.4,WBGene00022875,Public name for WBGene00022875. History: N.A.
ZK1248.5,ZK1248.5,WBGene00022876,Public name for WBGene00022876. History: N.A.
ZK1248.6,ZK1248.6,WBGene00003457,Sequence name for WBGene00003457(msp-64). History: N.A.
ZK1251.1,ZK1251.1,WBGene00014240,Sequence name for WBGene00014240(htas-1). History: N.A.
ZK1251.3,ZK1251.3,WBGene00014241,Public name for WBGene00014241. History: N.A.
ZK1251.6,ZK1251.6,WBGene00003463,Sequence name for WBGene00003463(msp-76). History: N.A.
ZK1290.6,ZK1290.6,WBGene00022888,Sequence name for WBGene00022888(rnh-1.1). History: N.A.
ZK1290.7,ZK1290.7,WBGene00022889,Public name for WBGene00022889. History: N.A.
ZK1290.9,ZK1290.9,WBGene00022890,Sequence name for WBGene00022890(fbxa-224). History: N.A.
ZK1307.3,ZK1307.3,WBGene00014246,Public name for WBGene00014246. History: N.A.
ZK1307.4,ZK1307.4,WBGene00014247,Public name for WBGene00014247. History: N.A.
ZK250.6,ZK250.6,WBGene00022689,"Sequence name for WBGene00022689(math-48). History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
ZK265.3,ZK265.3,WBGene00013956,Sequence name for WBGene00013956(nsph-2). History: N.A.
ZK353.3,ZK353.3,WBGene00022699,Public name for WBGene00022699. History: N.A.
ZK353.4,ZK353.4,WBGene00022700,Public name for WBGene00022700. History: N.A.
ZK354.1,ZK354.1,WBGene00003458,Sequence name for WBGene00003458(msp-65). History: N.A.
ZK354.11,ZK354.11,WBGene00003452,Sequence name for WBGene00003452(msp-59). History: N.A.
ZK354.2,ZK354.2,WBGene00022705,Public name for WBGene00022705. History: N.A.
ZK354.3,ZK354.3,WBGene00022706,Public name for WBGene00022706. History: N.A.
ZK354.4,ZK354.4,WBGene00003468,Sequence name for WBGene00003468(msp-113). History: N.A.
ZK354.5,ZK354.5,WBGene00003444,Sequence name for WBGene00003444(msp-51). History: N.A.
ZK354.6,ZK354.6,WBGene00022707,Public name for WBGene00022707. History: N.A.
ZK354.7,ZK354.7,WBGene00022708,Public name for WBGene00022708. History: N.A.
ZK354.8,ZK354.8,WBGene00022709,Public name for WBGene00022709. History: N.A.
ZK354.9,ZK354.9,WBGene00022710,Public name for WBGene00022710. History: N.A.
ZK418.2,ZK418.2,WBGene00022732,Public name for WBGene00022732. History: N.A.
ZK484.5,ZK484.5,WBGene00022751,Sequence name for WBGene00022751(msrp-2). History: N.A.
ZK484.6,ZK484.6,WBGene00022752,Public name for WBGene00022752. History: N.A.
ZK484.7,ZK484.7,WBGene00022753,Public name for WBGene00022753. History: N.A.
ZK484.8,ZK484.8,WBGene00022754,Sequence name for WBGene00022754(nspd-1). History: N.A.
ZK507.1,ZK507.1,WBGene00013978,Public name for WBGene00013978. History: N.A.
ZK512.8,ZK512.8,WBGene00013987,Public name for WBGene00013987. History: N.A.
ZK520.5,ZK520.5,WBGene00000878,Sequence name for WBGene00000878(cyn-2). History: N.A.
ZK546.3,ZK546.3,WBGene00022760,Public name for WBGene00022760. History: N.A.
ZK546.6,ZK546.6,WBGene00003470,Sequence name for WBGene00003470(msp-152). History: N.A.
ZK546.7,ZK546.7,WBGene00022763,Public name for WBGene00022763. History: N.A.
ZK550.5,ZK550.5,WBGene00013999,Sequence name for WBGene00013999(phyh-1). History: N.A.
ZK593.9,ZK593.9,WBGene00014005,Public name for WBGene00014005. History: N.A.
ZK617.3,ZK617.3,WBGene00004971,Sequence name for WBGene00004971(spe-17). History: N.A.
ZK622.1,ZK622.1,WBGene00022780,Public name for WBGene00022780. History: N.A.
ZK637.12,ZK637.12,WBGene00014029,Public name for WBGene00014029. History: N.A.
ZK637.15,ZK637.15,WBGene00014032,Public name for WBGene00014032. History: N.A.
ZK666.2,ZK666.2,WBGene00014042,Public name for WBGene00014042. History: N.A.
ZK673.6,ZK673.6,WBGene00014062,Public name for WBGene00014062. History: N.A.
ZK783.3,ZK783.3,WBGene00022818,Public name for WBGene00022818. History: N.A.
ZK795.2,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
ZK84.2,ZK84.2,WBGene00022650,Public name for WBGene00022650. History: N.A.
ZK84.5,ZK84.5,WBGene00022652,Public name for WBGene00022652. History: N.A.
ZK858.2,ZK858.2,WBGene00014116,Public name for WBGene00014116. History: N.A.
ZK930.4,ZK930.4,WBGene00014154,Public name for WBGene00014154. History: N.A.
ZK930.5,ZK930.5,WBGene00014155,Public name for WBGene00014155. History: N.A.
ZK930.6,ZK930.6,WBGene00014156,Public name for WBGene00014156. History: N.A.
ZK930.7,ZK930.7,WBGene00014157,Public name for WBGene00014157. History: N.A.
ZK938.1,ZK938.1,WBGene00014158,Public name for WBGene00014158. History: N.A.
ZK945.6,ZK945.6,WBGene00014168,Public name for WBGene00014168. History: N.A.
ZK945.7,ZK945.7,WBGene00014169,Public name for WBGene00014169. History: N.A.
ZK973.8,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
spermatogenesis genes,Input,Suggested Match,History
AH10.1,AH10.1,WBGene00007082,Sequence name for WBGene00007082(acs-10). History: N.A.
AH6.2,AH6.2,WBGene00007080,Sequence name for WBGene00007080(sfxn-1.1). History: N.A.
AH6.3,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
B0001.1,B0001.1,WBGene00003010,"Sequence name for WBGene00003010(lin-24). History: N.A.. Public name for Dead gene WBGene00007086. History of WBGene00007086: Merged into ""WBGene00003010"" on 2007-02-05"
B0041.1,B0041.1,WBGene00015006,Public name for WBGene00015006. History: N.A.
B0207.1,B0207.1,WBGene00015026,Public name for WBGene00015026. History: N.A.
B0218.7,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
B0252.5,B0252.5,WBGene00015089,"Public name for WBGene00015089. History: Split into B0252.11(WBGene00305086). History of WBGene00015089: Split into ""WBGene00305086"" on 2019-10-21"
B0261.6,B0261.6,WBGene00015094,Public name for WBGene00015094. History: N.A.
B0273.1,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0280.11,B0280.11,WBGene00015106,"Public name for WBGene00015106. History: Split into B0280.17(WBGene00044674). History of WBGene00015106: Split into ""WBGene00044674"" on 2005-11-18"
B0379.2,B0379.2,WBGene00007156,Public name for WBGene00007156. History: N.A.
B0379.7,B0379.7,WBGene00007159,Public name for WBGene00007159. History: N.A.
B0393.4,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
B0432.11,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
B0432.12,B0432.12,WBGene00015193,Sequence name for WBGene00015193(clec-117). History: N.A.
B0491.3,B0491.3,WBGene00007190,Sequence name for WBGene00007190(rmd-3). History: N.A.
B0496.6,B0496.6,WBGene00015215,Public name for WBGene00015215. History: N.A.
B0511.3,B0511.3,WBGene00015229,Sequence name for WBGene00015229(fbxa-125). History: N.A.
B0511.4,B0511.4,WBGene00015230,Sequence name for WBGene00015230(tag-344). History: N.A.
B0513.6,B0513.6,WBGene00007198,Public name for WBGene00007198. History: N.A.
B0523.1,B0523.1,WBGene00002212,Sequence name for WBGene00002212(kin-31). History: N.A.
BE10.1,BE10.1,WBGene00007209,Public name for WBGene00007209. History: N.A.
C01F6.2,C01F6.2,WBGene00007222,Public name for WBGene00007222. History: N.A.
C01G10.1,C01G10.1,WBGene00007230,Public name for WBGene00007230. History: N.A.
C01G10.14,C01G10.14,WBGene00007239,"Public name for WBGene00007239. History: Split into C01G10.19(WBGene00077584). History of WBGene00007239: Split into ""WBGene00077584"" on 2008-02-06"
C01G12.3,C01G12.3,WBGene00007244,Public name for WBGene00007244. History: N.A.
C01G12.8,C01G12.8,WBGene00007248,Sequence name for WBGene00007248(catp-4). History: N.A.
C01G5.3,C01G5.3,WBGene00015305,Public name for WBGene00015305. History: N.A.
C01G6.2,C01G6.2,WBGene00007224,Public name for WBGene00007224. History: N.A.
C02B10.6,C02B10.6,WBGene00015331,Public name for WBGene00015331. History: N.A.
C02F5.2,C02F5.2,WBGene00015345,Public name for WBGene00015345. History: N.A.
C02F5.5,C02F5.5,WBGene00015348,Public name for WBGene00015348. History: N.A.
C03B8.1,C03B8.1,WBGene00015386,"Public name for Dead gene WBGene00015384. History of WBGene00015384: Merged into ""WBGene00015386"" on 2010-06-24"
C03C11.1,C03C11.1,WBGene00007274,Public name for WBGene00007274. History: N.A.
C04E6.5,C04E6.5,WBGene00015422,Public name for WBGene00015422. History: N.A.
C04F12.7,C04F12.7,WBGene00007301,Public name for WBGene00007301. History: N.A.
C04G2.2,C04G2.2,WBGene00007305,Sequence name for WBGene00007305(ttbk-5). History: N.A.
C04G2.4,C04G2.4,WBGene00003432,Sequence name for WBGene00003432(msp-36). History: N.A.
C04G2.5,C04G2.5,WBGene00007306,Public name for WBGene00007306. History: N.A.
C04G2.9,C04G2.9,WBGene00007308,Sequence name for WBGene00007308(nsph-3.2). History: N.A.
C05B5.1,C05B5.1,WBGene00007319,Public name for WBGene00007319. History: N.A.
C05B5.2,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
C05C12.1,C05C12.1,WBGene00007335,Public name for WBGene00007335. History: N.A.
C05C12.5,C05C12.5,WBGene00007337,Public name for WBGene00007337. History: N.A.
C05D2.3,C05D2.3,WBGene00015467,Sequence name for WBGene00015467(basl-1). History: N.A.
C06A1.3,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
C06A5.2,C06A5.2,WBGene00015500,Public name for WBGene00015500. History: N.A.
C06A8.6,C06A8.6,WBGene00015516,Public name for WBGene00015516. History: N.A.
C07A9.5,C07A9.5,WBGene00007401,Public name for WBGene00007401. History: N.A.
C07E3.4,C07E3.4,WBGene00007415,"Public name for WBGene00007415. History: Split into emc-5(WBGene00195248). History of WBGene00007415: Split into ""WBGene00195248"" on 2010-08-24"
C07G1.6,C07G1.6,WBGene00015572,Public name for WBGene00015572. History: N.A.
C08F11.10,C08F11.10,WBGene00007457,Public name for WBGene00007457. History: N.A.
C08F8.4,C08F8.4,WBGene00007446,Sequence name for WBGene00007446(mboa-4). History: N.A.
C08F8.6,C08F8.6,WBGene00007448,Public name for WBGene00007448. History: N.A.
C09B9.2,C09B9.2,WBGene00015627,Public name for WBGene00015627. History: N.A.
C09B9.3,C09B9.3,WBGene00015628,"Sequence name for WBGene00015628(best-6). History: Split into C09B9.85(WBGene00220250). History of WBGene00015628: Split into ""WBGene00220250"" on 2012-08-17"
C09B9.4,C09B9.4,WBGene00015629,Public name for WBGene00015629. History: N.A.
C09B9.6,C09B9.6,WBGene00003448,Sequence name for WBGene00003448(msp-55). History: N.A.
C09B9.7,C09B9.7,WBGene00015630,Public name for WBGene00015630. History: N.A.
C09D4.3,C09D4.3,WBGene00015634,Public name for WBGene00015634. History: N.A.
C09F9.1,C09F9.1,WBGene00007478,Public name for WBGene00007478. History: N.A.
C09G5.7,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
C09G9.4,C09G9.4,WBGene00006409,Sequence name for WBGene00006409(hdl-2). History: N.A.
C09H10.9,C09H10.9,WBGene00007503,Public name for WBGene00007503. History: N.A.
C09H5.7,C09H5.7,WBGene00015661,Public name for WBGene00015661. History: N.A.
C10C6.3,C10C6.3,WBGene00007512,Public name for WBGene00007512. History: N.A.
C10G11.1,C10G11.1,WBGene00015685,Public name for WBGene00015685. History: N.A.
C10G11.9,C10G11.9,WBGene00015689,Sequence name for WBGene00015689(spch-2). History: N.A.
C10H11.7,C10H11.7,WBGene00015696,Public name for WBGene00015696. History: N.A.
C14A4.13,C14A4.13,WBGene00007563,Public name for WBGene00007563. History: N.A.
C14C10.1,C14C10.1,WBGene00007584,Public name for WBGene00007584. History: N.A.
C14C11.1,C14C11.1,WBGene00015765,Public name for WBGene00015765. History: N.A.
C15A11.2,C15A11.2,WBGene00007597,Public name for WBGene00007597. History: N.A.
C15F1.5,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
C15H11.1,C15H11.1,WBGene00007613,"Public name for WBGene00007613. History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
C15H7.3,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
C15H7.4,C15H7.4,WBGene00007611,Public name for WBGene00007611. History: N.A.
C16A11.7,C16A11.7,WBGene00015820,Public name for WBGene00015820. History: N.A.
C16D2.1,C16D2.1,WBGene00007633,Public name for WBGene00007633. History: N.A.
C17C3.11,C17C3.11,WBGene00015893,Public name for WBGene00015893. History: N.A.
C17C3.9,C17C3.9,WBGene00015892,Public name for WBGene00015892. History: N.A.
C17D12.5,C17D12.5,WBGene00007639,Public name for WBGene00007639. History: N.A.
C17E4.1,C17E4.1,WBGene00007641,"Public name for WBGene00007641. History: Split into C17E4.12(WBGene00044769). History of WBGene00007641: Split into ""WBGene00044769"" on 2006-02-27"
C17F3.3,C17F3.3,WBGene00015908,Public name for WBGene00015908. History: N.A.
C17H12.12,C17H12.12,WBGene00015937,Public name for WBGene00015937. History: N.A.
C17H12.3,C17H12.3,WBGene00015929,Public name for WBGene00015929. History: N.A.
C17H12.5,C17H12.5,WBGene00015931,Public name for WBGene00015931. History: N.A.
C18A3.7,C18A3.7,WBGene00015944,Public name for WBGene00015944. History: N.A.
C18E3.1,C18E3.1,WBGene00015970,Public name for WBGene00015970. History: N.A.
C18E9.8,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
C18G1.3,C18G1.3,WBGene00015982,Sequence name for WBGene00015982(bgnt-1.4). History: N.A.
C18G1.9,C18G1.9,WBGene00015987,Public name for WBGene00015987. History: N.A.
C18H2.1,C18H2.1,WBGene00015988,"Sequence name for WBGene00015988(lido-18). History: Split into C18H2.8(WBGene00305979), C18H2.9(WBGene00305980). History of WBGene00015988: Split into ""WBGene00305979"" on 2020-01-20; Split into ""WBGene00305980"" on 2020-01-20"
C18H2.4,C18H2.4,WBGene00015991,Public name for WBGene00015991. History: N.A.
C18H7.4,C18H7.4,WBGene00015994,Public name for WBGene00015994. History: N.A.
C18H7.7,C18H7.7,WBGene00015997,Public name for WBGene00015997. History: N.A.
