# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00021456,Y39F10B.1,protein_coding,Y39F10B.1,-5.811201343,1.791670432,2.76761e-06,1.39079e-05,WBGene00021456,WBGene00021456,History: N.A.
WBGene00013824,Y116F11B.8,protein_coding,Y116F11B.8,-5.80857758,1.789523046,2.7621e-06,1.38955e-05,WBGene00013824,WBGene00013824,History: N.A.
WBGene00011120,R07E5.15,protein_coding,R07E5.15,-5.808018456,1.789339183,2.76162e-06,1.38955e-05,WBGene00011120,WBGene00011120,History: N.A.
WBGene00044476,F56D6.14,protein_coding,F56D6.14,-5.805684278,1.787284357,5.00621e-06,2.38485e-05,WBGene00044476,WBGene00044476,History: N.A.
WBGene00000198,art-1,protein_coding,C15F1.6,-5.803362467,1.78523195,4.99731e-06,2.38309e-05,WBGene00000198,WBGene00000198,History: N.A.
WBGene00000843,cup-2,protein_coding,F25D7.1,-5.803362467,1.78523195,4.99731e-06,2.38309e-05,WBGene00000843,WBGene00000843,History: Renamed on 2005-08-18; Renamed on 2013-11-18
WBGene00015049,B0218.5,protein_coding,B0218.5,-5.803081347,1.7851388,4.99691e-06,2.38309e-05,WBGene00015049,WBGene00015049,History: N.A.
WBGene00012859,Y45F3A.1,protein_coding,Y45F3A.1,-5.801053094,1.783181958,4.98836e-06,2.38309e-05,WBGene00012859,WBGene00012859,History: N.A.
WBGene00219770,linc-40,lincRNA,Y82E9BL.20,-5.801053094,1.783181958,4.98836e-06,2.38309e-05,WBGene00219770,WBGene00219770,History: N.A.
WBGene00003989,pfn-1,protein_coding,Y18D10A.20,-5.800489435,1.782994476,4.98754e-06,2.38309e-05,WBGene00003989,WBGene00003989,History: N.A.
WBGene00022700,ZK353.4,protein_coding,ZK353.4,-5.800489435,1.782994476,4.98754e-06,2.38309e-05,WBGene00022700,WBGene00022700,History: N.A.
WBGene00219691,linc-106,lincRNA,F39F10.6,-5.79819137,1.780945774,4.97851e-06,2.38309e-05,WBGene00219691,WBGene00219691,History: N.A.
WBGene00001245,elo-7,protein_coding,F56H11.3,-5.79819137,1.780945774,4.97851e-06,2.38309e-05,WBGene00001245,WBGene00001245,History: N.A.
WBGene00000097,aip-1,protein_coding,F58E10.4,-5.793349322,1.776760101,4.95982e-06,2.38309e-05,WBGene00000097,WBGene00000097,History: N.A.
WBGene00006644,tsp-18,protein_coding,F59G1.2,-5.793065282,1.77666454,4.95939e-06,2.38309e-05,WBGene00006644,WBGene00006644,History: N.A.
WBGene00021996,Y59E9AL.6,protein_coding,Y59E9AL.6,-5.783525893,1.768312918,4.92112e-06,2.37396e-05,WBGene00021996,WBGene00021996,History: N.A.
WBGene00045366,Y17D7C.3,pseudogene,Y17D7C.3,-5.777344817,9.008181725,2.04909e-19,4.78608e-18,WBGene00045366,WBGene00045366,History: N.A.
WBGene00018301,F41G3.5,protein_coding,F41G3.5,-5.764035326,1.766840399,2.70091e-06,1.36176e-05,WBGene00018301,WBGene00018301,History: N.A.
WBGene00012712,ttm-1,protein_coding,Y39E4A.2,-5.756662043,1.760501084,4.88408e-06,2.35858e-05,WBGene00012712,WBGene00012712,History: N.A.
WBGene00000230,atp-3,protein_coding,F27C1.7,-5.756353478,1.760398599,4.88358e-06,2.35858e-05,WBGene00000230,WBGene00000230,History: N.A.
WBGene00018497,F46F5.6,protein_coding,F46F5.6,-5.754024327,1.75832345,4.87353e-06,2.35846e-05,WBGene00018497,WBGene00018497,History: N.A.
WBGene00004266,rab-1,protein_coding,C39F7.4,-5.753715055,1.758220337,4.87302e-06,2.35846e-05,WBGene00004266,WBGene00004266,History: N.A.
WBGene00017910,F28H1.5,protein_coding,F28H1.5,-5.749096748,1.754076326,4.85265e-06,2.35333e-05,WBGene00017910,WBGene00017910,History: N.A.
WBGene00004439,rpl-25.2,protein_coding,F52B5.6,-5.749096748,1.754076326,4.85265e-06,2.35333e-05,WBGene00004439,WBGene00004439,History: N.A.
WBGene00012713,Y39E4A.3,protein_coding,Y39E4A.3,-5.749096748,1.754076326,4.85265e-06,2.35333e-05,WBGene00012713,WBGene00012713,History: N.A.
WBGene00016357,C33F10.11,protein_coding,C33F10.11,-5.743910962,1.749731287,4.83088e-06,2.35024e-05,WBGene00016357,WBGene00016357,History: N.A.
WBGene00004965,spe-11,protein_coding,F48C1.7,-5.743910962,1.749731287,4.83088e-06,2.35024e-05,WBGene00004965,WBGene00004965,History: N.A.
WBGene00002202,kin-19,protein_coding,C03C10.1,-5.741649709,1.747666794,4.82039e-06,2.35013e-05,WBGene00002202,WBGene00002202,History: N.A.
WBGene00007305,C04G2.2,protein_coding,C04G2.2,-5.739090136,1.745498114,4.80925e-06,2.3472e-05,WBGene00007305,WBGene00007305,History: N.A.
WBGene00011027,R05D7.2,protein_coding,R05D7.2,-5.739090136,1.745498114,4.80925e-06,2.3472e-05,WBGene00011027,WBGene00011027,History: N.A.
WBGene00004320,rbx-1,protein_coding,ZK287.5,-5.738777412,1.745391406,4.8087e-06,2.3472e-05,WBGene00004320,WBGene00004320,History: N.A.
WBGene00003446,msp-53,protein_coding,R13H9.4,-5.737064094,3.189184538,3.17992e-15,4.78871e-14,WBGene00003446,WBGene00003446,History: N.A.
WBGene00016826,C50E10.2,protein_coding,C50E10.2,-5.736543958,1.743330728,8.78487e-06,4.13331e-05,WBGene00016826,WBGene00016826,History: N.A.
WBGene00009471,F36D3.5,protein_coding,F36D3.5,-5.734325013,1.741272505,8.76694e-06,4.12912e-05,WBGene00009471,WBGene00009471,History: N.A.
WBGene00009470,F36D3.4,protein_coding,F36D3.4,-5.734011364,1.741164636,8.76599e-06,4.12912e-05,WBGene00009470,WBGene00009470,History: N.A.
WBGene00020275,atp-4,protein_coding,T05H4.12,-5.734011364,1.741164636,8.76599e-06,4.12912e-05,WBGene00020275,WBGene00020275,History: N.A.
WBGene00003926,pas-5,protein_coding,F25H2.9,-5.731806713,1.73910832,8.74789e-06,4.12912e-05,WBGene00003926,WBGene00003926,History: Renamed on 2009-01-09
WBGene00044475,F56D6.13,protein_coding,F56D6.13,-5.731806713,1.73910832,8.74789e-06,4.12912e-05,WBGene00044475,WBGene00044475,History: N.A.
WBGene00009182,F26H11.4,protein_coding,F26H11.4,-5.729607302,1.737054455,8.74567e-06,4.12912e-05,WBGene00009182,WBGene00009182,"History: Split into dsb-2(WBGene00194892). History of WBGene00009182: Split into ""WBGene00194892"" on 2009-12-08"
WBGene00013890,ZC412.9,protein_coding,ZC412.9,-5.727080578,1.734893474,8.76238e-06,4.12912e-05,WBGene00013890,WBGene00013890,History: N.A.
WBGene00021381,Y37E11B.10,protein_coding,Y37E11B.10,-5.726765133,1.734783849,8.76323e-06,4.12912e-05,WBGene00021381,WBGene00021381,History: N.A.
WBGene00022730,ZK402.3,protein_coding,ZK402.3,-5.722702929,3.894788259,1.14948e-21,3.33058e-20,WBGene00022730,WBGene00022730,History: N.A.
WBGene00020313,T07E3.2,protein_coding,T07E3.2,-5.722320437,1.730686185,8.7953e-06,4.13355e-05,WBGene00020313,WBGene00020313,History: N.A.
WBGene00011510,pdha-1,protein_coding,T05H10.6,-5.719771288,1.728529715,8.81239e-06,4.13355e-05,WBGene00011510,WBGene00011510,History: N.A.
WBGene00010900,M28.9,protein_coding,M28.9,-5.719455117,1.728418353,8.81328e-06,4.13355e-05,WBGene00010900,WBGene00010900,History: N.A.
WBGene00007255,C01H6.6,protein_coding,C01H6.6,-5.716897998,1.726262594,8.83051e-06,4.13355e-05,WBGene00007255,WBGene00007255,History: N.A.
WBGene00189952,K10D2.8,protein_coding,K10D2.8,-5.716897998,1.726262594,8.83051e-06,4.13355e-05,WBGene00189952,WBGene00189952,History: N.A.
WBGene00050940,C25D7.16,protein_coding,C25D7.16,-5.714314729,3.888262239,1.53701e-21,4.3434699999999996e-20,WBGene00050940,WBGene00050940,History: N.A.
WBGene00077576,C15H11.13,protein_coding,C15H11.13,-5.713756908,3.184780506,6.7207e-15,9.86133e-14,WBGene00077576,WBGene00077576,History: N.A.
WBGene00011240,R11A8.7,protein_coding,R11A8.7,-5.686878922,1.717481,8.90227e-06,4.16115e-05,WBGene00011240,WBGene00011240,History: N.A.
WBGene00016961,vps-32.1,protein_coding,C56C10.3,-5.683982787,1.715162759,8.92164e-06,4.16115e-05,WBGene00016961,WBGene00016961,History: Renamed on 2007-06-04
WBGene00000915,daf-21,protein_coding,C47E8.5,-5.683098482,3.153677109,1.0296e-14,1.48691e-13,WBGene00000915,WBGene00000915,History: Renamed on 2017-08-01
WBGene00018318,F41H10.5,protein_coding,F41H10.5,-5.682390882,1.713318058,8.93719e-06,4.16115e-05,WBGene00018318,WBGene00018318,History: N.A.
WBGene00018152,acs-4,protein_coding,F37C12.7,-5.68206279,1.71319979,8.93819e-06,4.16115e-05,WBGene00018152,WBGene00018152,History: N.A.
WBGene00013311,sec-61,protein_coding,Y57G11C.15,-5.679150221,1.710883701,8.95789e-06,4.16115e-05,WBGene00013311,WBGene00013311,History: Renamed on 2019-05-20
WBGene00017636,F20D6.6,protein_coding,F20D6.6,-5.676886331,1.708806866,8.97571e-06,4.16115e-05,WBGene00017636,WBGene00017636,History: N.A.
WBGene00004464,rpn-8,protein_coding,R12E2.3,-5.672005835,1.704540065,9.01282e-06,4.16115e-05,WBGene00004464,WBGene00004464,History: N.A.
WBGene00017328,F10C5.2,protein_coding,F10C5.2,-5.67167664,1.704419357,9.01388e-06,4.16115e-05,WBGene00017328,WBGene00017328,History: N.A.
WBGene00002212,kin-31,pseudogene,B0523.1,-5.669718019,1.702470193,9.03106e-06,4.16115e-05,WBGene00002212,WBGene00002212,History: N.A.
WBGene00006794,unc-60,protein_coding,C38C3.5,-5.669718019,1.702470193,9.03106e-06,4.16115e-05,WBGene00006794,WBGene00006794,"History: Split into F53E2.2(WBGene00302980). History of WBGene00006794: Split into ""WBGene00302980"" on 2018-03-06"
WBGene00018530,F47B3.6,protein_coding,F47B3.6,-5.669388633,1.702348952,9.03214e-06,4.16115e-05,WBGene00018530,WBGene00018530,History: N.A.
WBGene00021908,Y55B1AR.4,protein_coding,Y55B1AR.4,-5.669388633,1.702348952,9.03214e-06,4.16115e-05,WBGene00021908,WBGene00021908,History: N.A.
WBGene00235152,Y7A5A.22,ncRNA,Y7A5A.22,-5.669059148,1.70222764,9.03321e-06,4.16115e-05,WBGene00235152,WBGene00235152,History: N.A.
WBGene00050879,D1081.11,protein_coding,D1081.11,-5.667092586,1.700281042,9.05053e-06,4.16115e-05,WBGene00050879,WBGene00050879,History: N.A.
WBGene00015908,C17F3.3,protein_coding,C17F3.3,-5.666433125,1.700037284,9.05271e-06,4.16115e-05,WBGene00015908,WBGene00015908,History: N.A.
WBGene00015627,C09B9.2,protein_coding,C09B9.2,-5.664458554,1.698093251,9.07018e-06,4.16115e-05,WBGene00015627,WBGene00015627,History: N.A.
WBGene00009125,F25H5.2,protein_coding,F25H5.2,-5.664458554,1.698093251,9.07018e-06,4.16115e-05,WBGene00009125,WBGene00009125,History: N.A.
WBGene00010682,K08F8.5,protein_coding,K08F8.5,-5.664128572,1.697970807,9.07128e-06,4.16115e-05,WBGene00010682,WBGene00010682,"History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
WBGene00011203,R10E4.7,protein_coding,R10E4.7,-5.664128572,1.697970807,9.07128e-06,4.16115e-05,WBGene00011203,WBGene00011203,History: N.A.
WBGene00014170,ZK945.8,protein_coding,ZK945.8,-5.664128572,1.697970807,9.07128e-06,4.16115e-05,WBGene00014170,WBGene00014170,History: N.A.
WBGene00019063,F58F12.3,protein_coding,F58F12.3,-5.661816,1.695907,1.6656e-05,7.6023e-05,WBGene00019063,WBGene00019063,History: N.A.
WBGene00001683,gpd-1,protein_coding,T09F3.3,-5.661816,1.695907,1.6656e-05,7.6023e-05,WBGene00001683,WBGene00001683,History: N.A.
WBGene00044684,T08G11.2,protein_coding,T08G11.2,-5.65987272,3.131505576,1.55604e-14,2.21917e-13,WBGene00044684,WBGene00044684,"History: Split into ""WBGene00001198"" on 2005-11-29"
WBGene00010130,vha-14,protein_coding,F55H2.2,-5.659825,1.693969,1.66853e-05,7.6081e-05,WBGene00010130,WBGene00010130,History: N.A.
WBGene00007381,C06C6.7,protein_coding,C06C6.7,-5.656835,1.691662,1.67205e-05,7.60901e-05,WBGene00007381,WBGene00007381,History: N.A.
WBGene00008590,F08H9.2,protein_coding,F08H9.2,-5.656835,1.691662,1.67205e-05,7.60901e-05,WBGene00008590,WBGene00008590,History: N.A.
WBGene00004972,spe-26,protein_coding,R10H10.2,-5.653835,1.689356,1.67561e-05,7.61763e-05,WBGene00004972,WBGene00004972,History: N.A.
WBGene00045468,F08A8.8,protein_coding,F08A8.8,-5.648801,1.685121,1.68224e-05,7.63979e-05,WBGene00045468,WBGene00045468,History: N.A.
WBGene00011919,T22C1.9,protein_coding,T22C1.9,-5.646437,1.68307,1.68549e-05,7.63979e-05,WBGene00011919,WBGene00011919,History: N.A.
WBGene00044122,T28B8.6,protein_coding,T28B8.6,-5.646437,1.68307,1.68549e-05,7.63979e-05,WBGene00044122,WBGene00044122,History: N.A.
WBGene00000405,cdk-1,protein_coding,T05G5.3,-5.644064,1.681021,1.68877e-05,7.64708e-05,WBGene00000405,WBGene00000405,History: N.A.
WBGene00010906,M88.3,protein_coding,M88.3,-5.640829712,3.108774586,2.35801e-14,3.30122e-13,WBGene00010906,WBGene00010906,History: N.A.
WBGene00018332,F42A9.3,protein_coding,F42A9.3,-5.640260728,3.119355636,3.3788e-14,4.67315e-13,WBGene00018332,WBGene00018332,History: N.A.
WBGene00017941,F31A9.2,protein_coding,F31A9.2,-5.638715542,5.165678081,8.49372e-34,8.27324e-32,WBGene00017941,WBGene00017941,History: N.A.
WBGene00044478,K06B9.6,protein_coding,K06B9.6,-5.633913748,4.284647039,1.84205e-25,7.33298e-24,WBGene00044478,WBGene00044478,History: N.A.
WBGene00014129,ZK892.5,protein_coding,ZK892.5,-5.629594874,3.109809884,3.43435e-14,4.73568e-13,WBGene00014129,WBGene00014129,History: N.A.
WBGene00011324,T01C3.9,protein_coding,T01C3.9,-5.609336,1.668564,1.70938e-05,7.72702e-05,WBGene00011324,WBGene00011324,History: Renamed on 2019-05-20
WBGene00008124,C47A4.3,protein_coding,C47A4.3,-5.60661,1.666343,1.71318e-05,7.72702e-05,WBGene00008124,WBGene00008124,History: N.A.
WBGene00004962,spe-8,protein_coding,F53G12.6,-5.60661,1.666343,1.71318e-05,7.72702e-05,WBGene00004962,WBGene00004962,History: N.A.
WBGene00020377,T09B4.3,protein_coding,T09B4.3,-5.60661,1.666343,1.71318e-05,7.72702e-05,WBGene00020377,WBGene00020377,History: N.A.
WBGene00021128,W10C8.5,protein_coding,W10C8.5,-5.602161,1.662311,1.72017e-05,7.75094e-05,WBGene00021128,WBGene00021128,History: N.A.
WBGene00006924,vig-1,protein_coding,F56D12.5,-5.598716,1.659824,1.72456e-05,7.75682e-05,WBGene00006924,WBGene00006924,History: N.A.
WBGene00022599,ZC395.10,protein_coding,ZC395.10,-5.59664,1.657882,1.72801e-05,7.75682e-05,WBGene00022599,WBGene00022599,History: N.A.
WBGene00017056,D2062.4,protein_coding,D2062.4,-5.596295,1.657746,1.72826e-05,7.75682e-05,WBGene00017056,WBGene00017056,History: N.A.
WBGene00010181,F57A8.6,protein_coding,F57A8.6,-5.596295,1.657746,1.72826e-05,7.75682e-05,WBGene00010181,WBGene00010181,History: N.A.
WBGene00003457,msp-64,protein_coding,ZK1248.6,-5.593173,1.655396,1.73249e-05,7.76819e-05,WBGene00003457,WBGene00003457,History: N.A.
WBGene00045036,K08E4.7,protein_coding,K08E4.7,-5.59181192,3.781486036,4.2739299999999995e-20,1.06337e-18,WBGene00045036,WBGene00045036,History: N.A.
WBGene00018125,rmd-4,pseudogene,F36H12.11,-5.590732,1.653322,1.73626e-05,7.76989e-05,WBGene00018125,WBGene00018125,History: N.A.
WBGene00022542,ZC190.8,protein_coding,ZC190.8,-5.590732,1.653322,1.73626e-05,7.76989e-05,WBGene00022542,WBGene00022542,History: N.A.
WBGene00015034,B0207.11,protein_coding,B0207.11,-5.58582,1.649181,3.19406e-05,0.00014089,WBGene00015034,WBGene00015034,History: N.A.
WBGene00019757,memb-2,protein_coding,M03E7.5,-5.58582,1.649181,3.19406e-05,0.00014089,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00003927,pas-6,protein_coding,CD4.6,-5.585474,1.649042,3.19449e-05,0.00014089,WBGene00003927,WBGene00003927,History: N.A.
WBGene00020841,T27A3.5,protein_coding,T27A3.5,-5.580174,1.644771,3.20774e-05,0.000141222,WBGene00020841,WBGene00020841,History: N.A.
WBGene00021997,Y59E9AR.1,protein_coding,Y59E9AR.1,-5.579826,1.644631,3.20818e-05,0.000141222,WBGene00021997,WBGene00021997,History: N.A.
WBGene00007382,C06C6.8,protein_coding,C06C6.8,-5.574831,1.640507,3.22125e-05,0.000141545,WBGene00007382,WBGene00007382,History: N.A.
WBGene00008514,F02A9.4,protein_coding,F02A9.4,-5.574483,1.640367,3.2217e-05,0.000141545,WBGene00008514,WBGene00008514,"History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
WBGene00003464,msp-77,protein_coding,F32B6.6,-5.57197,1.638308,3.22833e-05,0.0001417,WBGene00003464,WBGene00003464,History: N.A.
WBGene00015305,C01G5.3,protein_coding,C01G5.3,-5.569446,1.636252,3.23501e-05,0.000141857,WBGene00015305,WBGene00015305,History: N.A.
WBGene00020635,T20H4.2,protein_coding,T20H4.2,-5.566213,1.633913,3.2427e-05,0.000142058,WBGene00020635,WBGene00020635,History: N.A.
WBGene00013068,Y51A2B.4,protein_coding,Y51A2B.4,-5.544052,1.631194,1.77901e-05,7.93794e-05,WBGene00013068,WBGene00013068,History: N.A.
WBGene00022578,ZC262.1,protein_coding,ZC262.1,-5.541561,1.62909,1.78333e-05,7.94309e-05,WBGene00022578,WBGene00022578,History: N.A.
WBGene00219769,linc-64,lincRNA,Y75D11A.7,-5.541203,1.628942,1.78364e-05,7.94309e-05,WBGene00219769,WBGene00219769,History: N.A.
WBGene00003465,msp-78,protein_coding,T13F2.11,-5.538701,1.62684,1.78801e-05,7.94846e-05,WBGene00003465,WBGene00003465,History: N.A.
WBGene00016399,C34D4.3,protein_coding,C34D4.3,-5.538343,1.626692,1.78832e-05,7.94846e-05,WBGene00016399,WBGene00016399,History: N.A.
WBGene00044810,Y37E3.19,protein_coding,Y37E3.19,-5.533305,1.622494,3.2816e-05,0.000143625,WBGene00044810,WBGene00044810,History: N.A.
WBGene00012208,W02D9.2,protein_coding,W02D9.2,-5.524942,1.615915,3.30507e-05,0.000143946,WBGene00012208,WBGene00012208,History: N.A.
WBGene00019530,scrm-8,protein_coding,K08D10.7,-5.524582,1.615764,3.30562e-05,0.000143946,WBGene00019530,WBGene00019530,History: N.A.
WBGene00010871,M05B5.3,protein_coding,M05B5.3,-5.522371,1.613826,3.31269e-05,0.000143946,WBGene00010871,WBGene00010871,History: N.A.
WBGene00001427,fkb-2,protein_coding,Y18D10A.19,-5.52201,1.613675,3.31325e-05,0.000143946,WBGene00001427,WBGene00001427,History: N.A.
WBGene00021720,Y49F6B.8,protein_coding,Y49F6B.8,-5.52201,1.613675,3.31325e-05,0.000143946,WBGene00021720,WBGene00021720,History: N.A.
WBGene00017015,D1014.2,protein_coding,D1014.2,-5.519427,1.611589,3.32096e-05,0.000143946,WBGene00017015,WBGene00017015,"History: Split into D1014.13(WBGene00303233). History of WBGene00017015: Split into ""WBGene00303233"" on 2018-05-16"
WBGene00015345,C02F5.2,protein_coding,C02F5.2,-5.519066,1.611436,3.32152e-05,0.000143946,WBGene00015345,WBGene00015345,History: N.A.
WBGene00007696,tram-1,protein_coding,C24F3.1,-5.519066,1.611436,3.32152e-05,0.000143946,WBGene00007696,WBGene00007696,History: N.A.
WBGene00015688,C10G11.8,protein_coding,C10G11.8,-5.518705,1.611284,3.32209e-05,0.000143946,WBGene00015688,WBGene00015688,History: N.A.
WBGene00015860,C16D9.5,protein_coding,C16D9.5,-5.516108,1.6092,3.32989e-05,0.000143946,WBGene00015860,WBGene00015860,History: N.A.
WBGene00009705,F44F4.10,protein_coding,F44F4.10,-5.516108,1.6092,3.32989e-05,0.000143946,WBGene00009705,WBGene00009705,History: N.A.
WBGene00022678,sar-1,protein_coding,ZK180.4,-5.516108,1.6092,3.32989e-05,0.000143946,WBGene00022678,WBGene00022678,History: N.A.
WBGene00020347,ech-1.2,protein_coding,T08B2.7,-5.513861,1.607271,3.33719e-05,0.000143946,WBGene00020347,WBGene00020347,History: N.A.
WBGene00008874,F15H10.7,protein_coding,F15H10.7,-5.513499,1.607118,3.33777e-05,0.000143946,WBGene00008874,WBGene00008874,History: N.A.
WBGene00017982,hpo-18,protein_coding,F32D1.2,-5.513499,1.607118,3.33777e-05,0.000143946,WBGene00017982,WBGene00017982,History: N.A.
WBGene00007269,C03C10.2,protein_coding,C03C10.2,-5.510878,1.605038,3.34573e-05,0.000143946,WBGene00007269,WBGene00007269,History: N.A.
WBGene00003162,mdh-2,protein_coding,F20H11.3,-5.510516,1.604884,3.34632e-05,0.000143946,WBGene00003162,WBGene00003162,History: Renamed on 2010-08-18
WBGene00013360,Y60A3A.9,protein_coding,Y60A3A.9,-5.508245,1.602961,3.35377e-05,0.000143946,WBGene00013360,WBGene00013360,History: N.A.
WBGene00011900,T21C12.4,protein_coding,T21C12.4,-5.507882,1.602807,3.35437e-05,0.000143946,WBGene00011900,WBGene00011900,"History: Split into T21C12.8(WBGene00043998). History of WBGene00011900: Split into ""WBGene00043998"" on 2004-11-08"
WBGene00014085,ZK809.1,protein_coding,ZK809.1,-5.507882,1.602807,3.35437e-05,0.000143946,WBGene00014085,WBGene00014085,History: N.A.
WBGene00017853,F27C1.3,protein_coding,F27C1.3,-5.50752,1.602653,3.35498e-05,0.000143946,WBGene00017853,WBGene00017853,History: N.A.
WBGene00010014,F54B3.2,protein_coding,F54B3.2,-5.505598,1.600887,6.15134e-05,0.000262222,WBGene00010014,WBGene00010014,"History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
WBGene00000266,bre-1,protein_coding,C53B4.7,-5.505236,1.600732,6.15234e-05,0.000262222,WBGene00000266,WBGene00000266,History: Renamed on 2006-12-15
WBGene00020007,R11F4.1,protein_coding,R11F4.1,-5.505236,1.600732,6.15234e-05,0.000262222,WBGene00020007,WBGene00020007,History: N.A.
WBGene00006509,tag-164,protein_coding,Y76A2A.1,-5.502894261,3.699402525,2.85568e-19,6.602680000000001e-18,WBGene00006509,WBGene00006509,History: N.A.
WBGene00018425,F44E7.3,protein_coding,F44E7.3,-5.502576,1.59866,6.16575e-05,0.000262222,WBGene00018425,WBGene00018425,History: N.A.
WBGene00020978,W03B1.9,protein_coding,W03B1.9,-5.502213,1.598505,6.16676e-05,0.000262222,WBGene00020978,WBGene00020978,History: N.A.
WBGene00016415,ampd-1,protein_coding,C34F11.3,-5.501849,1.598349,6.16778e-05,0.000262222,WBGene00016415,WBGene00016415,History: N.A.
WBGene00018196,nep-13,protein_coding,F39E9.4,-5.501849,1.598349,6.16778e-05,0.000262222,WBGene00018196,WBGene00018196,History: N.A.
WBGene00000881,cyn-5,protein_coding,F31C3.1,-5.49954,1.596435,6.18033e-05,0.000262222,WBGene00000881,WBGene00000881,History: N.A.
WBGene00006728,ubq-2,protein_coding,ZK1010.1,-5.499176,1.596279,6.18136e-05,0.000262222,WBGene00006728,WBGene00006728,History: N.A.
WBGene00007222,C01F6.2,protein_coding,C01F6.2,-5.498813,1.596123,6.18239e-05,0.000262222,WBGene00007222,WBGene00007222,History: N.A.
