# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets > 1 RPM (2351),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00022027,,,,WBGene00022027,WBGene00022027,History: N.A.
WBGene00022034,,,,WBGene00022034,WBGene00022034,History: N.A.
WBGene00022035,,,,WBGene00022035,WBGene00022035,History: N.A.
WBGene00022037,,,,WBGene00022037,WBGene00022037,History: N.A.
WBGene00022044,,,,WBGene00022044,WBGene00022044,History: N.A.
WBGene00022046,,,,WBGene00022046,WBGene00022046,History: N.A.
WBGene00022048,,,,WBGene00022048,WBGene00022048,History: N.A.
WBGene00022051,,,,WBGene00022051,WBGene00022051,History: N.A.
WBGene00022053,,,,WBGene00022053,WBGene00022053,History: N.A.
WBGene00022074,,,,WBGene00022074,WBGene00022074,History: N.A.
WBGene00022075,,,,WBGene00022075,WBGene00022075,History: N.A.
WBGene00022078,,,,WBGene00022078,WBGene00022078,History: N.A.
WBGene00022089,,,,WBGene00022089,WBGene00022089,History: N.A.
WBGene00022119,,,,WBGene00022119,WBGene00022119,History: N.A.
WBGene00022121,,,,WBGene00022121,WBGene00022121,History: Renamed on 2006-01-16
WBGene00022122,,,,WBGene00022122,WBGene00022122,History: N.A.
WBGene00022124,,,,WBGene00022124,WBGene00022124,History: N.A.
WBGene00022127,,,,WBGene00022127,WBGene00022127,History: N.A.
WBGene00022150,,,,WBGene00022150,WBGene00022150,History: N.A.
WBGene00022159,,,,WBGene00022159,WBGene00022159,History: N.A.
WBGene00022169,,,,WBGene00022169,WBGene00022169,History: N.A.
WBGene00022174,,,,WBGene00022174,WBGene00022174,History: N.A.
WBGene00022182,,,,WBGene00022182,WBGene00022182,History: N.A.
WBGene00022185,,,,WBGene00022185,WBGene00022185,History: N.A.
WBGene00022193,,,,WBGene00022193,WBGene00022193,History: N.A.
WBGene00022199,,,,WBGene00022199,WBGene00022199,History: Renamed on 2014-03-03
WBGene00022214,,,,WBGene00022214,WBGene00022214,History: N.A.
WBGene00022232,,,,WBGene00022232,WBGene00022232,History: N.A.
WBGene00022235,,,,WBGene00022235,WBGene00022235,History: N.A.
WBGene00022257,,,,WBGene00022257,WBGene00022257,History: N.A.
WBGene00022268,,,,WBGene00022268,WBGene00022268,History: N.A.
WBGene00022273,,,,WBGene00022273,WBGene00022273,History: N.A.
WBGene00022284,,,,WBGene00022284,WBGene00022284,History: N.A.
WBGene00022296,,,,WBGene00022296,WBGene00022296,History: N.A.
WBGene00022301,,,,WBGene00022301,WBGene00022301,History: N.A.
WBGene00022336,,,,WBGene00022336,WBGene00022336,History: N.A.
WBGene00022347,,,,WBGene00022347,WBGene00022347,History: N.A.
WBGene00022357,,,,WBGene00022357,WBGene00022357,History: N.A.
WBGene00022381,,,,WBGene00022381,WBGene00022381,History: N.A.
WBGene00022393,,,,WBGene00022393,WBGene00022393,History: N.A.
WBGene00022394,,,,WBGene00022394,WBGene00022394,History: N.A.
WBGene00022401,,,,WBGene00022401,WBGene00022401,History: N.A.
WBGene00022402,,,,WBGene00022402,WBGene00022402,History: N.A.
WBGene00022425,,,,WBGene00022425,WBGene00022425,History: N.A.
WBGene00022429,,,,WBGene00022429,WBGene00022429,History: N.A.
WBGene00022447,,,,WBGene00022447,WBGene00022447,History: Renamed on 2018-12-11
WBGene00022448,,,,WBGene00022448,WBGene00022448,History: N.A.
WBGene00022452,,,,WBGene00022452,WBGene00022452,History: N.A.
WBGene00022456,,,,WBGene00022456,WBGene00022456,History: N.A.
WBGene00022463,,,,WBGene00022463,WBGene00022463,History: N.A.
WBGene00022470,,,,WBGene00022470,WBGene00022470,History: N.A.
WBGene00022471,,,,WBGene00022471,WBGene00022471,History: N.A.
WBGene00022489,,,,WBGene00022489,WBGene00022489,History: N.A.
WBGene00022491,,,,WBGene00022491,WBGene00022491,History: N.A.
WBGene00022502,,,,WBGene00022502,WBGene00022502,History: N.A.
WBGene00022516,,,,WBGene00022516,WBGene00022516,History: Renamed on 2007-07-20
WBGene00022532,,,,WBGene00022532,WBGene00022532,History: N.A.
WBGene00022534,,,,WBGene00022534,WBGene00022534,History: Renamed on 2012-10-09
WBGene00022583,,,,WBGene00022583,WBGene00022583,History: N.A.
WBGene00022586,,,,WBGene00022586,WBGene00022586,History: N.A.
WBGene00022598,,,,WBGene00022598,WBGene00022598,History: N.A.
WBGene00022599,,,,WBGene00022599,WBGene00022599,History: N.A.
WBGene00022618,,,,WBGene00022618,WBGene00022618,History: N.A.
WBGene00022667,,,,WBGene00022667,WBGene00022667,History: N.A.
WBGene00022669,,,,WBGene00022669,WBGene00022669,History: N.A.
WBGene00022678,,,,WBGene00022678,WBGene00022678,History: N.A.
WBGene00022694,,,,WBGene00022694,WBGene00022694,History: N.A.
WBGene00022702,,,,WBGene00022702,WBGene00022702,History: N.A.
WBGene00022703,,,,WBGene00022703,WBGene00022703,History: N.A.
WBGene00022717,,,,WBGene00022717,WBGene00022717,History: Renamed on 2014-08-08
WBGene00022718,,,,WBGene00022718,WBGene00022718,History: N.A.
WBGene00022719,,,,WBGene00022719,WBGene00022719,History: N.A.
WBGene00022722,,,,WBGene00022722,WBGene00022722,History: N.A.
WBGene00022724,,,,WBGene00022724,WBGene00022724,History: N.A.
WBGene00022734,,,,WBGene00022734,WBGene00022734,History: N.A.
WBGene00022741,,,,WBGene00022741,WBGene00022741,History: N.A.
WBGene00022748,,,,WBGene00022748,WBGene00022748,History: N.A.
WBGene00022750,,,,WBGene00022750,WBGene00022750,History: N.A.
WBGene00022759,,,,WBGene00022759,WBGene00022759,History: N.A.
WBGene00022762,,,,WBGene00022762,WBGene00022762,History: N.A.
WBGene00022765,,,,WBGene00022765,WBGene00022765,History: N.A.
WBGene00022766,,,,WBGene00022766,WBGene00022766,History: N.A.
WBGene00022774,,,,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00022776,,,,WBGene00022776,WBGene00022776,History: Renamed on 2012-12-11
WBGene00022783,,,,WBGene00022783,WBGene00022783,History: N.A.
WBGene00022785,,,,WBGene00022785,WBGene00022785,History: N.A.
WBGene00022791,,,,WBGene00022791,WBGene00022791,History: N.A.
WBGene00022792,,,,WBGene00022792,WBGene00022792,History: N.A.
WBGene00022800,,,,WBGene00022800,WBGene00022800,History: N.A.
WBGene00022826,,,,WBGene00022826,WBGene00022826,History: N.A.
WBGene00022831,,,,WBGene00022831,WBGene00022831,History: N.A.
WBGene00022832,,,,WBGene00022832,WBGene00022832,History: N.A.
WBGene00022835,,,,WBGene00022835,WBGene00022835,History: N.A.
WBGene00022836,,,,WBGene00022836,WBGene00022836,History: N.A.
WBGene00022850,,,,WBGene00022850,WBGene00022850,History: N.A.
WBGene00022851,,,,WBGene00022851,WBGene00022851,History: N.A.
WBGene00022862,,,,WBGene00022862,WBGene00022862,History: N.A.
WBGene00022865,,,,WBGene00022865,WBGene00022865,History: N.A.
WBGene00022877,,,,WBGene00022877,WBGene00022877,History: N.A.
WBGene00022880,,,,WBGene00022880,WBGene00022880,History: N.A.
WBGene00022882,,,,WBGene00022882,WBGene00022882,History: N.A.
WBGene00022883,,,,WBGene00022883,WBGene00022883,History: N.A.
WBGene00023409,,,,WBGene00023409,WBGene00023409,History: N.A.
WBGene00023418,,,,WBGene00023418,WBGene00023418,History: N.A.
WBGene00023419,,,,WBGene00023419,WBGene00023419,History: N.A.
WBGene00023487,,,,WBGene00023487,WBGene00023487,History: N.A.
WBGene00043057,,,,WBGene00043057,WBGene00043057,History: N.A.
WBGene00043705,,,,WBGene00043705,WBGene00043705,History: Killed on 2004-10-04; Resurrected on 2007-03-26
WBGene00043948,,,,WBGene00043948,WBGene00043948,History: Killed on 2004-10-04; Resurrected on 2006-04-26
WBGene00044026,,,,WBGene00044026,WBGene00044026,History: N.A.
WBGene00044063,,,,WBGene00044063,WBGene00044063,History: Renamed on 2016-07-13
WBGene00044067,,,,WBGene00044067,WBGene00044067,History: Renamed on 2007-08-01; Renamed on 2016-11-29
WBGene00044071,,,,WBGene00044071,WBGene00044071,History: N.A.
WBGene00044072,,,,WBGene00044072,WBGene00044072,History: Renamed on 2011-02-11; Renamed on 2012-07-20
WBGene00044077,,,,WBGene00044077,WBGene00044077,History: Renamed on 2019-07-15
WBGene00044323,,,,WBGene00044323,WBGene00044323,History: N.A.
WBGene00044324,,,,WBGene00044324,WBGene00044324,History: Renamed on 2013-03-15
WBGene00044326,,,,WBGene00044326,WBGene00044326,History: N.A.
WBGene00044329,,,,WBGene00044329,WBGene00044329,History: Renamed on 2008-01-07
WBGene00044341,,,,WBGene00044341,WBGene00044341,History: N.A.
WBGene00044370,,,,WBGene00044370,WBGene00044370,History: N.A.
WBGene00044423,,,,WBGene00044423,WBGene00044423,History: N.A.
WBGene00044661,,,,WBGene00044661,WBGene00044661,History: N.A.
WBGene00044666,,,,WBGene00044666,WBGene00044666,History: N.A.
WBGene00044760,,,,WBGene00044760,WBGene00044760,History: N.A.
WBGene00044762,,,,WBGene00044762,WBGene00044762,History: N.A.
WBGene00044794,,,,WBGene00044794,WBGene00044794,History: N.A.
WBGene00044916,,,,WBGene00044916,WBGene00044916,History: N.A.
WBGene00044987,,,,WBGene00044987,WBGene00044987,History: N.A.
WBGene00045192,,,,WBGene00045192,WBGene00045192,History: N.A.
WBGene00045357,,,,WBGene00045357,WBGene00045357,History: N.A.
WBGene00045407,,,,WBGene00045407,WBGene00045407,History: N.A.
WBGene00045419,,,,WBGene00045419,WBGene00045419,History: Renamed on 2010-05-21
WBGene00045434,,,,WBGene00045434,WBGene00045434,History: N.A.
WBGene00045483,,,,WBGene00045483,WBGene00045483,History: N.A.
WBGene00050941,,,,WBGene00050941,WBGene00050941,History: N.A.
WBGene00077453,,,,WBGene00077453,WBGene00077453,History: N.A.
WBGene00077543,,,,WBGene00077543,WBGene00077543,History: N.A.
WBGene00077592,,,,WBGene00077592,WBGene00077592,History: N.A.
WBGene00077658,,,,WBGene00077658,WBGene00077658,History: N.A.
WBGene00077732,,,,WBGene00077732,WBGene00077732,History: Renamed on 2012-08-15
WBGene00175030,,,,WBGene00175030,WBGene00175030,History: N.A.
WBGene00185088,,,,WBGene00185088,WBGene00185088,History: N.A.
WBGene00194642,,,,WBGene00194642,WBGene00194642,History: N.A.
WBGene00194949,,,,WBGene00194949,,History: Killed on 2017-01-13; Killed on 2017-03-03. Remark: no evidence for existance...no evidence for existance
WBGene00195063,,,,WBGene00195063,WBGene00195063,History: N.A.
WBGene00206487,,,,WBGene00206487,WBGene00206487,History: N.A.
WBGene00219238,,,,WBGene00219238,WBGene00219238,History: N.A.
WBGene00219275,,,,WBGene00219275,WBGene00219275,History: N.A.
WBGene00219313,,,,WBGene00219313,WBGene00219313,History: N.A.
WBGene00235102,,,,WBGene00235102,WBGene00235102,History: N.A.
WBGene00235289,,,,WBGene00235289,WBGene00235289,History: N.A.
