# Table S1,,,,,,,
# Differentially expressed STGs following L1 starvation. First condition: Fed P0, second condition: Starved P0. log2foldChange=log2(starved/fed),,,,,,
# *All of the comparisons were made using triplicates,,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
F33D11.12,357.2388237,0.335128221,0.002864144,0.039437593,F33D11.12,WBGene00018009,"Sequence name for WBGene00018009(dhhc-3). History: Split into F33D11.17(WBGene00303057). History of WBGene00018009: Split into ""WBGene00303057"" on 2018-03-02"
Y54E10A.10,300.5754368,0.33504854,0.004161867,0.0521198,Y54E10A.10,WBGene00021830,Public name for WBGene00021830. History: N.A.
Y48G8AL.9,270.1641959,0.333202967,0.002781928,0.03878737,Y48G8AL.9,WBGene00021689,"Public name for Dead gene WBGene00021688. History of WBGene00021688: Merged into ""WBGene00021689"" on 2012-01-23"
Y55F3AM.14,3882.371637,0.331427264,5.42E-05,0.001614501,Y55F3AM.14,WBGene00021931,Sequence name for WBGene00021931(znf-782). History: N.A.
Y73B3A.11,655.7276939,0.330890311,0.003673638,0.047364829,Y73B3A.11,WBGene00022213,Public name for WBGene00022213. History: N.A.
F29C12.5,4455.228214,0.330524914,1.72E-05,0.000620496,F29C12.5,WBGene00009247,Sequence name for WBGene00009247(bath-45). History: N.A.
Y39G10AR.13,1155.399857,-0.330002608,9.51E-05,0.002625464,Y39G10AR.13,WBGene00002047,Sequence name for WBGene00002047(icp-1). History: N.A.
F29D10.4,284.0185982,-0.329962555,0.010065469,0.097809691,F29D10.4,WBGene00002035,Sequence name for WBGene00002035(hum-1). History: N.A.
K11D2.2,352.0633407,0.328571213,0.004588976,0.056410105,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
Y39H10A.7,355.7062446,-0.328571119,0.005357703,0.062530878,Y39H10A.7,WBGene00000498,Sequence name for WBGene00000498(chk-1). History: N.A.
C09G12.8,241.5905288,0.328150806,0.009359365,0.092420673,C09G12.8,WBGene00000424,Sequence name for WBGene00000424(ced-10). History: N.A.
Y73B6BL.18,311.6931175,0.327262377,0.002163682,0.032819706,Y73B6BL.18,WBGene00004881,Sequence name for WBGene00004881(smg-3). History: N.A.
H06O01.4,313.4809613,0.326967665,0.006003516,0.067005934,H06O01.4,WBGene00010371,Public name for WBGene00010371. History: N.A.
Y48E1A.1,2374.622898,-0.326811302,0.004144167,0.05201296,Y48E1A.1,WBGene00012999,Sequence name for WBGene00012999(rpoa-1). History: N.A.
Y63D3A.4,419.474315,0.323051829,0.005527273,0.063868535,Y63D3A.4,WBGene00013405,Sequence name for WBGene00013405(tdpt-1). History: N.A.
F40B1.1,3814.183361,0.322447822,0.001067818,0.019216691,F40B1.1,WBGene00018223,Sequence name for WBGene00018223(bath-13). History: N.A.
ZK381.4,1353.670306,-0.322413604,0.000140324,0.003561785,ZK381.4,WBGene00003992,Sequence name for WBGene00003992(pgl-1). History: N.A.
F26A3.8,1068.162795,-0.321800531,0.00040844,0.008810185,F26A3.8,WBGene00004508,Sequence name for WBGene00004508(rrf-1). History: N.A.
C56E6.3,530.4495165,0.321658713,0.006207004,0.068578343,C56E6.3,WBGene00016971,Sequence name for WBGene00016971(toe-2). History: N.A.
R10D12.18,1755.579539,0.319835812,0.008295476,0.08441298,R10D12.18,WBGene00194678,Public name for WBGene00194678. History: N.A.
F26H11.2,385.0373091,-0.319360633,0.005955677,0.066574495,F26H11.2,WBGene00009180,Sequence name for WBGene00009180(nurf-1). History: N.A.
C44B12.6,522.5115935,0.317954263,0.000631172,0.01265243,C44B12.6,WBGene00016639,Public name for WBGene00016639. History: N.A.
T26E3.7,8515.734659,-0.317275532,0.00949281,0.093317689,T26E3.7,WBGene00012040,Public name for WBGene00012040. History: N.A.
C34C12.7,427.114906,0.316986036,0.005734145,0.065204949,C34C12.7,WBGene00007926,Public name for WBGene00007926. History: N.A.
T24D1.3,360.9711112,-0.3133063,0.007774848,0.080246509,T24D1.3,WBGene00011986,Public name for WBGene00011986. History: N.A.
K08D12.2,3334.535583,0.312447394,0.006407596,0.069918729,K08D12.2,WBGene00019536,Sequence name for WBGene00019536(rpi-2). History: N.A.
R06A4.2,284.2524989,-0.31187471,0.005915552,0.066321985,R06A4.2,WBGene00011047,Sequence name for WBGene00011047(tebp-1). History: Renamed on 2021-04-19
H12I13.4,714.6998807,-0.309880418,0.000979893,0.017874386,H12I13.4,WBGene00001401,Sequence name for WBGene00001401(fbf-1). History: N.A.
M03D4.1,418.9767698,-0.309352549,0.005873184,0.066251964,M03D4.1,WBGene00006974,Sequence name for WBGene00006974(zen-4). History: N.A.
Y110A2AL.1,6231.154126,0.309146905,0.007348534,0.077200434,Y110A2AL.1,WBGene00022438,Public name for WBGene00022438. History: N.A.
F18A11.5,2337.371965,0.308867033,0.006310605,0.069245764,F18A11.5,WBGene00008932,Public name for WBGene00008932. History: N.A.
B0546.2,322.0307467,0.30851755,0.00751867,0.07855141,B0546.2,WBGene00015249,Sequence name for WBGene00015249(otub-4). History: N.A.
C34C12.1,810.3318362,0.308251243,0.005310535,0.062311722,C34C12.1,WBGene00007920,Public name for WBGene00007920. History: N.A.
H40L08.1,637.5969202,-0.307888483,0.008698351,0.087570093,H40L08.1,WBGene00010433,Public name for WBGene00010433. History: N.A.
T04H1.2,556.4512954,0.306719325,0.000937367,0.017187462,T04H1.2,WBGene00011449,"Public name for WBGene00011449. History: Split into T04H1.13(WBGene00303076). History of WBGene00011449: Split into ""WBGene00303076"" on 2018-03-02"
C06A5.6,2811.028693,-0.305628942,0.003902626,0.049529301,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C26D10.2,805.2403214,-0.301913738,0.000417035,0.008944565,C26D10.2,WBGene00001840,Sequence name for WBGene00001840(hel-1). History: N.A.
Y116F11B.10,3932.229946,0.299076517,0.001999705,0.031037829,Y116F11B.10,WBGene00013826,Public name for WBGene00013826. History: N.A.
R02C2.4,2088.252035,0.298840788,0.000171997,0.004205777,R02C2.4,WBGene00019816,Sequence name for WBGene00019816(nhr-204). History: N.A.
B0303.2,4070.190605,-0.297590939,0.000688061,0.013529886,B0303.2,WBGene00015124,Sequence name for WBGene00015124(anmt-1). History: N.A.
F55A3.6,7121.200748,0.296148918,0.006795637,0.073153035,F55A3.6,WBGene00018851,Public name for WBGene00018851. History: N.A.
F47B7.6,2807.972035,-0.292471445,0.005848393,0.066091504,F47B7.6,WBGene00018537,Public name for WBGene00018537. History: N.A.
K05C4.9,2192.266161,-0.290784323,0.007882275,0.081154534,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
F10F2.1,856.8604466,-0.289665818,0.001915687,0.030104414,F10F2.1,WBGene00004760,"Sequence name for WBGene00004760(sel-2). History: N.A.. Public name for Dead gene WBGene00008653. History of WBGene00008653: Merged into ""WBGene00004760"" on 2007-02-05"
F18E9.5,1598.139447,0.288002561,0.000153066,0.003825302,F18E9.5,WBGene00017571,Sequence name for WBGene00017571(jmjd-3.1). History: Renamed on 2016-08-08
B0273.3,2750.479208,-0.286931056,0.000252499,0.005906917,B0273.3,WBGene00015098,Sequence name for WBGene00015098(snpc-3.1). History: N.A.
D2045.2,3000.447707,0.285665416,0.001727826,0.027806966,D2045.2,WBGene00008422,Sequence name for WBGene00008422(ecps-1). History: N.A.
Y43B11AR.4,353.5938746,-0.284741395,0.010283381,0.099382659,Y43B11AR.4,WBGene00004473,Sequence name for WBGene00004473(rps-4). History: N.A.
H25P06.4,1790.533846,0.282832443,0.003737351,0.047855009,H25P06.4,WBGene00010417,"Sequence name for WBGene00010417(clpr-3). History: Split into H25P06.5(WBGene00219319). History of WBGene00010417: Split into ""WBGene00219319"" on 2011-11-29"
Y69A2AR.31,2773.459021,0.282471996,0.000480258,0.010016554,Y69A2AR.31,WBGene00022100,Public name for WBGene00022100. History: N.A.
R10E11.1,333.0888397,-0.281244226,0.009773395,0.095511579,R10E11.1,WBGene00000366,Sequence name for WBGene00000366(cbp-1). History: N.A.
C01G5.2,999.8593421,-0.280898702,0.000687544,0.013529886,C01G5.2,WBGene00004179,"Sequence name for WBGene00004179(prg-2). History: Renamed on 2007-11-05. Public name for Dead gene WBGene00015304. History of WBGene00015304: Merged into ""WBGene00004179"" on 2007-11-05"
Y47D3B.11,696.4777793,-0.279405253,0.004732512,0.057481699,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
D2096.3,644.8510257,-0.278622158,0.006385756,0.069800374,D2096.3,WBGene00017071,Sequence name for WBGene00017071(aagr-1). History: N.A.
F36F2.6,640.1648429,0.277022938,0.004515108,0.055683056,F36F2.6,WBGene00009479,Sequence name for WBGene00009479(fcp-1). History: N.A.
F36D4.3,1008.057592,-0.276392039,0.001072644,0.019256682,F36D4.3,WBGene00002036,Sequence name for WBGene00002036(hum-2). History: N.A.
C18A3.5,453.5342107,-0.274387783,0.006080857,0.067574337,C18A3.5,WBGene00015943,Sequence name for WBGene00015943(tiar-1). History: N.A.
C35A5.8,604.2288206,0.273789141,0.004167445,0.052132118,C35A5.8,WBGene00007952,Public name for WBGene00007952. History: N.A.
M117.3,7031.800553,0.267906488,0.002109582,0.032257835,M117.3,WBGene00010919,Public name for WBGene00010919. History: N.A.
Y71A12B.17,4038.808794,0.267711478,0.003965085,0.050097838,Y71A12B.17,WBGene00045058,Sequence name for WBGene00045058(gadr-5). History: N.A.
K03D3.13,3821.166064,0.266987408,0.004102761,0.051722144,K03D3.13,WBGene00044670,Sequence name for WBGene00044670(rac-3). History: N.A.
T24B8.7,1020.269647,0.266429753,0.005063771,0.060223847,T24B8.7,WBGene00011980,Public name for WBGene00011980. History: N.A.
C08C3.2,764.4462657,-0.265148734,0.001695233,0.027516611,C08C3.2,WBGene00015590,Sequence name for WBGene00015590(bath-15). History: N.A.
F38E9.4,601.9341572,-0.263080714,0.002989858,0.040529184,F38E9.4,WBGene00018186,Public name for WBGene00018186. History: N.A.
T12E12.3,700.8124509,-0.257883466,0.008365315,0.084819361,T12E12.3,WBGene00020464,Sequence name for WBGene00020464(tebp-2). History: Renamed on 2021-04-19
C50F4.11,919.3152182,-0.255478849,0.00601199,0.067005934,C50F4.11,WBGene00003160,Sequence name for WBGene00003160(mdf-1). History: Renamed on 2013-11-19
Y55F3BR.8,548.0914891,-0.253835555,0.006436192,0.070022183,Y55F3BR.8,WBGene00021945,Sequence name for WBGene00021945(lem-4). History: N.A.
F58E1.13,1021.427978,0.242989031,0.001068723,0.019216691,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
K12D12.2,757.4634735,-0.238788336,0.010019529,0.097497068,K12D12.2,WBGene00003789,Sequence name for WBGene00003789(npp-3). History: N.A.
T05H4.10,8251.734095,0.231874544,0.001220189,0.021168605,T05H4.10,WBGene00020273,Public name for WBGene00020273. History: N.A.
C05H8.1,795.5040041,-0.225656206,0.007617553,0.079147213,C05H8.1,WBGene00000518,Sequence name for WBGene00000518(ckk-1). History: N.A.
D2030.6,2821.517148,-0.188871821,0.003344483,0.044226693,D2030.6,WBGene00004178,"Sequence name for WBGene00004178(prg-1). History: N.A.. Public name for Dead gene WBGene00008416. History of WBGene00008416: Merged into ""WBGene00004178"" on 2007-11-05"
Y56A3A.5,8266.267637,0.150716694,0.006035183,0.067132541,Y56A3A.5,WBGene00013226,"Sequence name for WBGene00013226(faah-5). History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
