# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
K04C2.4,179791_s_at,1.73,Down,K04C2.4,WBGene00000265,Sequence name for WBGene00000265(brd-1). History: N.A.
T10C6.10,183402_at,1.73,Down,T10C6.10,WBGene00011691,Public name for WBGene00011691. History: N.A.
Y53C12A.6,186102_at,1.73,Down,Y53C12A.6,WBGene00013141,Public name for WBGene00013141. History: N.A.
Y54E10A.4,177117_at,1.73,Down,Y54E10A.4,WBGene00001481,Sequence name for WBGene00001481(fog-1). History: N.A.
ZC204.9,180012_at,1.73,Down,ZC204.9,WBGene00022559,Sequence name for WBGene00022559(fbxb-20). History: N.A.
ZK1127.11,192570_s_at,1.73,Down,ZK1127.11,WBGene00001872,Sequence name for WBGene00001872(him-14). History: N.A.
F59A3.2,183688_at,1.72,Down,F59A3.2,WBGene00019075,"Public name for WBGene00019075. History: Split into F59A3.12(WBGene00185086). History of WBGene00019075: Split into ""WBGene00185086"" on 2009-03-13"
T12C9.7,187779_s_at,1.72,Down,T12C9.7,WBGene00020461,Public name for WBGene00020461. History: N.A.
T22B7.5,180643_at,1.72,Down,T22B7.5,WBGene00005718,Sequence name for WBGene00005718(srv-7). History: N.A.
Y66D12A.17,174877_at,1.72,Down,Y66D12A.17,WBGene00013443,Sequence name for WBGene00013443(such-1). History: Renamed on 2013-09-25
C05C10.3,191886_s_at,1.71,Down,C05C10.3,WBGene00007330,Public name for WBGene00007330. History: N.A.
C35D6.4,172965_x_at,1.71,Down,C35D6.4,WBGene00007961,Public name for WBGene00007961. History: N.A.
C46F4.1,183053_at,1.71,Down,C46F4.1,WBGene00001175,"Sequence name for WBGene00001175(egl-6). History: N.A.. Public name for Dead gene WBGene00016715. History of WBGene00016715: Merged into ""WBGene00001175"" on 2008-11-05"
ZK484.4,187763_at,1.71,Down,ZK484.4,WBGene00022750,Sequence name for WBGene00022750(tres-1). History: N.A.
C04E6.11,184995_s_at,1.7,Down,C04E6.11,WBGene00015425,Public name for WBGene00015425. History: N.A.
C06A1.4,177973_at,1.7,Down,C06A1.4,WBGene00014667,Public name for WBGene00014667. History: N.A.
C47C12.4,190927_at,1.7,Down,C47C12.4,WBGene00016737,Sequence name for WBGene00016737(miro-2). History: N.A.
F53F8.3,192790_s_at,1.7,Down,F53F8.3,WBGene00010000,Public name for WBGene00010000. History: N.A.
F59B2.6,187089_s_at,1.7,Down,F59B2.6,WBGene00006977,Sequence name for WBGene00006977(zif-1). History: N.A.
T08A9.8,181156_at,1.7,Down,T08A9.8,WBGene00004989,Sequence name for WBGene00004989(spp-4). History: N.A.
F54D10.7,186148_s_at,1.69,Down,F54D10.7,WBGene00018808,Public name for WBGene00018808. History: N.A.
R06C7.2,178729_at,1.69,Down,R06C7.2,WBGene00011062,Public name for WBGene00011062. History: N.A.
R74.8,173058_s_at,1.69,Down,R74.8,WBGene00011282,Public name for WBGene00011282. History: N.A.
Y56A3A.31,186408_at,1.69,Down,Y56A3A.31,WBGene00013243,Public name for WBGene00013243. History: N.A.
B0001.2,178953_s_at,1.68,Down,B0001.2,WBGene00007087,Public name for WBGene00007087. History: N.A.
C06C3.5,177408_at,1.68,Down,C06C3.5,WBGene00007376,Public name for WBGene00007376. History: N.A.
C12C8.3,187703_s_at,1.68,Down,C12C8.3,WBGene00003026,Sequence name for WBGene00003026(lin-41). History: Renamed on 2005-08-24
C33G8.7,190077_at,1.68,Down,C33G8.7,WBGene00016364,Sequence name for WBGene00016364(nhr-161). History: N.A.
C54H2.3,180147_at,1.68,Down,C54H2.3,WBGene00016937,Sequence name for WBGene00016937(tag-294). History: N.A.
F01F1.1,187798_s_at,1.68,Down,F01F1.1,WBGene00017158,Sequence name for WBGene00017158(hpo-10). History: N.A.
F19F10.11,187406_s_at,1.68,Down,F19F10.11,WBGene00017607,Public name for WBGene00017607. History: N.A.
F26F2.7,179286_at,1.68,Down,F26F2.7,WBGene00009172,Public name for WBGene00009172. History: N.A.
F35C5.2,178217_at,1.68,Down,F35C5.2,WBGene00005040,Sequence name for WBGene00005040(sra-14). History: N.A.
H25P19.1,185140_at,1.68,Down,H25P19.1,WBGene00019244,Public name for WBGene00019244. History: N.A.
K02F6.7,171883_x_at,1.68,Down,K02F6.7,WBGene00019341,Public name for WBGene00019341. History: N.A.
Y106G6D.7,193839_s_at,1.68,Down,Y106G6D.7,WBGene00013703,Sequence name for WBGene00013703(rbm-12). History: N.A.
Y47D3B.6,182743_at,1.68,Down,Y47D3B.6,WBGene00012942,Sequence name for WBGene00012942(idpc-1). History: N.A.
Y71A12B.12,186090_s_at,1.68,Down,Y71A12B.12,WBGene00013509,Public name for WBGene00013509. History: N.A.
F54C8.2,190658_at,1.67,Down,F54C8.2,WBGene00010036,Sequence name for WBGene00010036(cpar-1). History: N.A.
K11D2.2,191284_at,1.67,Down,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
T14G12.4,193957_s_at,1.67,Down,T14G12.4,WBGene00001434,Sequence name for WBGene00001434(fkh-2). History: N.A.
T24C4.5,179790_at,1.67,Down,T24C4.5,WBGene00020761,Public name for WBGene00020761. History: Renamed on 2005-03-17
B0047.2,183933_at,1.66,Down,B0047.2,WBGene00015013,Sequence name for WBGene00015013(btb-3). History: N.A.
C16C8.13,186379_at,1.66,Down,C16C8.13,WBGene00015851,Public name for WBGene00015851. History: N.A.
F48A11.5,184920_s_at,1.66,Down,F48A11.5,WBGene00018586,Sequence name for WBGene00018586(ubxn-3). History: N.A.
K02F2.4,183784_at,1.66,Down,K02F2.4,WBGene00006740,Sequence name for WBGene00006740(ulp-5). History: Renamed on 2014-03-28; Renamed on 2014-09-02
K03H4.2,178333_at,1.66,Down,K03H4.2,WBGene00011647,"Public name for Dead gene WBGene00010549. History of WBGene00010549: Merged into ""WBGene00011647"" on 2015-09-09"
ZK180.5,173576_at,1.66,Down,ZK180.5,WBGene00022679,Public name for WBGene00022679. History: N.A.
C03B1.7,187322_at,1.65,Down,C03B1.7,WBGene00015378,Public name for WBGene00015378. History: N.A.
F08B4.1,174887_at,1.65,Down,F08B4.1,WBGene00000994,Sequence name for WBGene00000994(ints-6). History: Renamed on 2019-05-20
F58B4.5,178302_at,1.65,Down,F58B4.5,WBGene00010238,Public name for WBGene00010238. History: N.A.
Y116A8C.10,186599_at,1.65,Down,Y116A8C.10,WBGene00013790,Public name for WBGene00013790. History: N.A.
C08F1.5,181698_s_at,1.64,Down,C08F1.5,WBGene00015609,Sequence name for WBGene00015609(math-4). History: N.A.
F14H3.5,178122_at,1.64,Down,F14H3.5,WBGene00008824,Public name for WBGene00008824. History: N.A.
F22B7.10,188624_at,1.64,Down,F22B7.10,WBGene00001078,Sequence name for WBGene00001078(dpy-19). History: N.A.
R09F10.8,185579_at,1.64,Down,R09F10.8,WBGene00019989,Public name for WBGene00019989. History: N.A.
T10B10.4,182276_at,1.64,Down,T10B10.4,WBGene00011681,Public name for WBGene00011681. History: N.A.
Y46G5A.21,186464_s_at,1.64,Down,Y46G5A.21,WBGene00012911,Sequence name for WBGene00012911(acl-7). History: N.A.
Y48G1C.8,176974_at,1.64,Down,Y48G1C.8,WBGene00021681,Public name for WBGene00021681. History: N.A.
Y67A10A.4,185030_at,1.64,Down,Y67A10A.4,WBGene00013453,Sequence name for WBGene00013453(fbxa-83). History: N.A.
Y69H2.2,189127_at,1.64,Down,Y69H2.2,WBGene00013480,Sequence name for WBGene00013480(egas-3). History: N.A.
C10H11.10,187916_s_at,1.63,Down,C10H11.10,WBGene00015698,Sequence name for WBGene00015698(kca-1). History: N.A.
C37A2.5,180036_s_at,1.63,Down,C37A2.5,WBGene00004111,Sequence name for WBGene00004111(pqn-21). History: N.A.
C48D1.2,194137_at,1.63,Down,C48D1.2,WBGene00000417,Sequence name for WBGene00000417(ced-3). History: N.A.
F02D10.6,182600_at,1.63,Down,F02D10.6,WBGene00008526,Public name for WBGene00008526. History: N.A.
F09E8.3,187673_at,1.63,Down,F09E8.3,WBGene00003421,Sequence name for WBGene00003421(msh-5). History: N.A.
F10E9.8,176147_s_at,1.63,Down,F10E9.8,WBGene00004726,Sequence name for WBGene00004726(sas-4). History: N.A.
F22B7.5,175860_s_at,1.63,Down,F22B7.5,WBGene00001028,Sequence name for WBGene00001028(dnj-10). History: N.A.
F30A10.10,193005_s_at,1.63,Down,F30A10.10,WBGene00009267,Sequence name for WBGene00009267(usp-48). History: N.A.
F52C9.8,185403_s_at,1.63,Down,F52C9.8,WBGene00004095,Sequence name for WBGene00004095(pqe-1). History: N.A.
F59E12.2,188218_s_at,1.63,Down,F59E12.2,WBGene00006988,Sequence name for WBGene00006988(zyg-1). History: N.A.
T07C4.6,190539_s_at,1.63,Down,T07C4.6,WBGene00006546,Sequence name for WBGene00006546(tbx-9). History: N.A.
T26A8.4,183481_s_at,1.63,Down,T26A8.4,WBGene00020827,Public name for WBGene00020827. History: N.A.
Y105E8A.17,174179_s_at,1.63,Down,Y105E8A.17,WBGene00013676,Sequence name for WBGene00013676(ekl-4). History: N.A.
Y47G6A.25,186633_s_at,1.63,Down,Y47G6A.25,WBGene00021649,Public name for WBGene00021649. History: N.A.
C17E7.4,180369_at,1.62,Down,C17E7.4,WBGene00015899,Public name for WBGene00015899. History: N.A.
C24D10.5,185289_at,1.62,Down,C24D10.5,WBGene00016056,Public name for WBGene00016056. History: N.A.
C30F12.2,176414_s_at,1.62,Down,C30F12.2,WBGene00016261,Public name for WBGene00016261. History: N.A.
F41C3.5,191462_at,1.62,Down,F41C3.5,WBGene00018271,Sequence name for WBGene00018271(ctsa-1.1). History: N.A.
F48D6.1,188318_at,1.62,Down,F48D6.1,WBGene00006393,Sequence name for WBGene00006393(taf-11.1). History: N.A.
K08H2.2,178367_at,1.62,Down,K08H2.2,WBGene00010689,Public name for WBGene00010689. History: N.A.
T16G1.10,183375_at,1.62,Down,T16G1.10,WBGene00004151,Sequence name for WBGene00004151(pqn-68). History: N.A.
Y111B2A.25,184752_at,1.62,Down,Y111B2A.25,WBGene00014613,Public name for WBGene00014613. History: N.A.
Y116A8C.17,186518_s_at,1.62,Down,Y116A8C.17,WBGene00013794,Sequence name for WBGene00013794(dct-13). History: N.A.
Y66A7A.5,176704_at,1.62,Down,Y66A7A.5,WBGene00013425,Sequence name for WBGene00013425(ceh-91). History: N.A.
ZK1236.1,192933_at,1.62,Down,ZK1236.1,WBGene00022862,Public name for WBGene00022862. History: N.A.
ZK177.1,175362_at,1.62,Down,ZK177.1,WBGene00022669,Public name for WBGene00022669. History: N.A.
F23H11.2,176790_at,1.61,Down,F23H11.2,WBGene00017758,Public name for WBGene00017758. History: N.A.
T04C4.1,175468_at,1.61,Down,T04C4.1,WBGene00020208,Sequence name for WBGene00020208(fnip-2). History: Renamed on 2020-01-28
T05E7.3,182462_at,1.61,Down,T05E7.3,WBGene00020259,Public name for WBGene00020259. History: N.A.
Y37E11AR.5,175194_at,1.61,Down,Y37E11AR.5,WBGene00021372,Sequence name for WBGene00021372(ugt-45). History: N.A.
Y39B6A.16,183372_at,1.61,Down,Y39B6A.16,WBGene00012678,Sequence name for WBGene00012678(zhp-4). History: N.A.
Y71F9AR.3,176408_s_at,1.61,Down,Y71F9AR.3,WBGene00022124,Sequence name for WBGene00022124(supr-1). History: N.A.
Y71G12B.24,176356_s_at,1.61,Down,Y71G12B.24,WBGene00022159,Sequence name for WBGene00022159(mppa-1). History: N.A.
F31B9.3,179071_at,1.6,Down,F31B9.3,WBGene00009280,Public name for WBGene00009280. History: N.A.
F45B8.1,190781_at,1.6,Down,F45B8.1,WBGene00004354,"Sequence name for WBGene00004354(rgs-11). History: N.A.. Public name for Dead gene WBGene00009718. History of WBGene00009718: Merged into ""WBGene00004354"" on 2004-12-03"
K10E9.1,180941_at,1.6,Down,K10E9.1,WBGene00000227,"Public name for Dead gene WBGene00019634. History of WBGene00019634: Merged into ""WBGene00000227"" on 2012-06-25"
R05D3.1,188636_at,1.6,Down,R05D3.1,WBGene00019884,"Public name for Dead gene WBGene00019876. History of WBGene00019876: Merged into ""WBGene00019884"" on 2011-03-28"
T07H6.2,175631_s_at,1.6,Down,T07H6.2,WBGene00003394,Sequence name for WBGene00003394(mom-1). History: N.A.
T16H12.2,187560_at,1.6,Down,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
T23D8.7,175496_s_at,1.6,Down,T23D8.7,WBGene00011945,Sequence name for WBGene00011945(alg-5). History: N.A.
Y111B2A.10,188753_s_at,1.6,Down,Y111B2A.10,WBGene00013734,Public name for WBGene00013734. History: N.A.
Y24D9A.2,176893_at,1.6,Down,Y24D9A.2,WBGene00021282,Sequence name for WBGene00021282(set-21). History: N.A.
Y62E10A.11,187217_at,1.6,Down,Y62E10A.11,WBGene00014938,"Sequence name for WBGene00014938(mdt-9). History: Split into Y62E10A.23(WBGene00302964). History of WBGene00014938: Split into ""WBGene00302964"" on 2018-03-06"
B0272.2,186940_at,1.59,Down,B0272.2,WBGene00007128,Sequence name for WBGene00007128(memb-1). History: Renamed on 2010-03-26
C40H1.1,174126_at,1.59,Down,C40H1.1,WBGene00000770,Sequence name for WBGene00000770(cpb-1). History: N.A.
C41D11.4,184305_at,1.59,Down,C41D11.4,WBGene00016562,"Public name for Dead gene WBGene00016563. History of WBGene00016563: Merged into ""WBGene00016562"" on 2014-06-30"
C47G2.5,179231_at,1.59,Down,C47G2.5,WBGene00008166,Sequence name for WBGene00008166(saps-1). History: N.A.
F16A11.2,193605_at,1.59,Down,F16A11.2,WBGene00008877,Sequence name for WBGene00008877(rtcb-1). History: N.A.
F25G6.9,179708_s_at,1.59,Down,F25G6.9,WBGene00017800,Public name for WBGene00017800. History: N.A.
F26H9.1,179337_at,1.59,Down,F26H9.1,WBGene00009173,Sequence name for WBGene00009173(prom-1). History: N.A.
F52C6.9,181327_at,1.59,Down,F52C6.9,WBGene00018666,Sequence name for WBGene00018666(bath-6). History: N.A.
K08E5.2,174337_at,1.59,Down,K08E5.2,WBGene00003519,Sequence name for WBGene00003519(nac-3). History: N.A.
K11D2.3,193334_s_at,1.59,Down,K11D2.3,WBGene00006829,Sequence name for WBGene00006829(unc-101). History: N.A.
W09D10.2,188190_at,1.59,Down,W09D10.2,WBGene00012360,Sequence name for WBGene00012360(tat-3). History: N.A.
Y113G7B.16,186955_at,1.59,Down,Y113G7B.16,WBGene00013765,Sequence name for WBGene00013765(cdkr-3). History: N.A.
C17H11.2,185064_at,1.58,Down,C17H11.2,WBGene00015922,Public name for WBGene00015922. History: N.A.
C55B7.1,188994_at,1.58,Down,C55B7.1,WBGene00001599,Sequence name for WBGene00001599(glh-2). History: N.A.
F26G5.1,183634_at,1.58,Down,F26G5.1,WBGene00017843,Public name for WBGene00017843. History: N.A.
F54E12.2,188372_s_at,1.58,Down,F54E12.2,WBGene00010061,Public name for WBGene00010061. History: N.A.
F55A12.5,185306_at,1.58,Down,F55A12.5,WBGene00018864,Public name for WBGene00018864. History: N.A.
F56C9.3,183291_at,1.58,Down,F56C9.3,WBGene00018948,Public name for WBGene00018948. History: N.A.
T24D1.5,175471_s_at,1.58,Down,T24D1.5,WBGene00011988,Sequence name for WBGene00011988(har-2). History: N.A.
Y41E3.11,179819_s_at,1.58,Down,Y41E3.11,WBGene00012769,Sequence name for WBGene00012769(hrpu-1). History: N.A.
Y74C10AR.3,176563_at,1.58,Down,Y74C10AR.3,WBGene00022281,Sequence name for WBGene00022281(abtm-1). History: N.A.
ZK809.5,177646_at,1.58,Down,ZK809.5,WBGene00014087,Public name for WBGene00014087. History: N.A.
ZK829.9,189819_s_at,1.58,Down,ZK829.9,WBGene00014097,Public name for WBGene00014097. History: N.A.
B0334.8,171838_x_at,1.57,Down,B0334.8,WBGene00000090,Sequence name for WBGene00000090(age-1). History: N.A.
F21G4.2,175043_s_at,1.57,Down,F21G4.2,WBGene00003410,Sequence name for WBGene00003410(mrp-4). History: N.A.
F43H9.3,180538_s_at,1.57,Down,F43H9.3,WBGene00018399,Public name for WBGene00018399. History: N.A.
F54F7.5,190457_s_at,1.57,Down,F54F7.5,WBGene00003219,Sequence name for WBGene00003219(mes-1). History: N.A.
M01D1.3,179924_at,1.57,Down,M01D1.3,WBGene00019700,Sequence name for WBGene00019700(btb-11). History: N.A.
Y110A7A.15,187336_at,1.57,Down,Y110A7A.15,WBGene00022462,Public name for WBGene00022462. History: N.A.
C52B11.3,192065_at,1.56,Down,C52B11.3,WBGene00016872,Sequence name for WBGene00016872(dop-4). History: N.A.
F21C3.4,178221_at,1.56,Down,F21C3.4,WBGene00004324,"Sequence name for WBGene00004324(rde-2). History: N.A.. Public name for Dead gene WBGene00009003. History of WBGene00009003: Merged into ""WBGene00004324"" on 2005-01-14"
K10H10.4,180514_at,1.56,Down,K10H10.4,WBGene00010760,Public name for WBGene00010760. History: N.A.
R06C7.5,190418_s_at,1.56,Down,R06C7.5,WBGene00011064,Sequence name for WBGene00011064(adsl-1). History: N.A.
T16H12.11,187276_s_at,1.56,Down,T16H12.11,WBGene00011819,Sequence name for WBGene00011819(hal-2). History: N.A.
T22C1.4,177963_at,1.56,Down,T22C1.4,WBGene00011915,Sequence name for WBGene00011915(ctf-8). History: N.A.
T23F6.1,178038_at,1.56,Down,T23F6.1,WBGene00011949,Sequence name for WBGene00011949(idpp-7). History: N.A.
T28A8.4,179146_at,1.56,Down,T28A8.4,WBGene00012110,Public name for WBGene00012110. History: N.A.
Y110A7A.16,187321_s_at,1.56,Down,Y110A7A.16,WBGene00022463,Sequence name for WBGene00022463(elpc-1). History: N.A.
Y32B12B.4,184274_at,1.56,Down,Y32B12B.4,WBGene00012524,Public name for WBGene00012524. History: N.A.
Y37D8A.13,173400_s_at,1.56,Down,Y37D8A.13,WBGene00006804,"Sequence name for WBGene00006804(unc-71). History: Split into Y37D8A.29(WBGene00303086). History of WBGene00006804: Split into ""WBGene00303086"" on 2018-03-02"
Y43F11A.5,184206_at,1.56,Down,Y43F11A.5,WBGene00012845,Sequence name for WBGene00012845(set-24). History: N.A.
Y48G1C.6,176948_s_at,1.56,Down,Y48G1C.6,WBGene00021679,Public name for WBGene00021679. History: N.A.
C01B12.8,186439_at,1.55,Down,C01B12.8,WBGene00015291,Public name for WBGene00015291. History: N.A.
C27F2.7,187319_at,1.55,Down,C27F2.7,WBGene00016169,Public name for WBGene00016169. History: N.A.
C36B1.11,180886_s_at,1.55,Down,C36B1.11,WBGene00007978,Public name for WBGene00007978. History: N.A.
C43E11.4,190401_s_at,1.55,Down,C43E11.4,WBGene00007001,"Sequence name for WBGene00007001(tufm-2). History: N.A.. Public name for Dead gene WBGene00016604. History of WBGene00016604: Merged into ""WBGene00007001"" on 2004-05-28"
C50F4.11,175644_s_at,1.55,Down,C50F4.11,WBGene00003160,Sequence name for WBGene00003160(mdf-1). History: Renamed on 2013-11-19
C56C10.1,184330_at,1.55,Down,C56C10.1,WBGene00016960,Sequence name for WBGene00016960(vps-33.2). History: N.A.
F08F3.6,183194_s_at,1.55,Down,F08F3.6,WBGene00017263,Public name for WBGene00017263. History: N.A.
F39G3.3,180171_s_at,1.55,Down,F39G3.3,WBGene00018208,Public name for WBGene00018208. History: N.A.
F49E8.1,184134_at,1.55,Down,F49E8.1,WBGene00018635,"Sequence name for WBGene00018635(nprl-2). History: Split into F49E8.8(WBGene00302976). History of WBGene00018635: Split into ""WBGene00302976"" on 2018-03-06"
F58G11.3,173710_at,1.55,Down,F58G11.3,WBGene00010281,Sequence name for WBGene00010281(mip-2). History: Renamed on 2021-12-09
K07E8.7,187246_s_at,1.55,Down,K07E8.7,WBGene00019498,Public name for WBGene00019498. History: N.A.
R02E12.2,187826_at,1.55,Down,R02E12.2,WBGene00019827,Sequence name for WBGene00019827(mop-25.1). History: N.A.
T02G5.12,185325_at,1.55,Down,T02G5.12,WBGene00020168,Sequence name for WBGene00020168(mct-5). History: N.A.
T28A8.6,179300_at,1.55,Down,T28A8.6,WBGene00012112,Public name for WBGene00012112. History: N.A.
Y23H5B.5,176886_at,1.55,Down,Y23H5B.5,WBGene00021276,Public name for WBGene00021276. History: N.A.
Y62E10A.17,186925_at,1.55,Down,Y62E10A.17,WBGene00013383,Sequence name for WBGene00013383(aptf-2). History: Renamed on 2013-11-11
B0336.1,187995_s_at,1.54,Down,B0336.1,WBGene00006943,Sequence name for WBGene00006943(wrm-1). History: N.A.
C05C10.2,188899_s_at,1.54,Down,C05C10.2,WBGene00007329,Public name for WBGene00007329. History: N.A.
C27A12.3,190150_at,1.54,Down,C27A12.3,WBGene00006492,Sequence name for WBGene00006492(let-391). History: Renamed on 2015-03-03
C32H11.7,172378_x_at,1.54,Down,C32H11.7,WBGene00007870,Public name for WBGene00007870. History: N.A.
C36A4.2,189163_at,1.54,Down,C36A4.2,WBGene00007964,Sequence name for WBGene00007964(cyp-25A2). History: N.A.
C47E12.8,192157_at,1.54,Down,C47E12.8,WBGene00000964,Sequence name for WBGene00000964(dhp-2). History: N.A.
C49F5.3,178915_at,1.54,Down,C49F5.3,WBGene00008207,Public name for WBGene00008207. History: N.A.
F33E11.2,174322_s_at,1.54,Down,F33E11.2,WBGene00018010,Public name for WBGene00018010. History: N.A.
H01M10.1,185767_at,1.54,Down,H01M10.1,WBGene00019143,Public name for WBGene00019143. History: N.A.
K08E3.5,194129_s_at,1.54,Down,K08E3.5,WBGene00010665,Sequence name for WBGene00010665(rml-1). History: N.A.
K10C8.1,177514_at,1.54,Down,K10C8.1,WBGene00010734,Sequence name for WBGene00010734(parn-1). History: N.A.
T05E11.5,189792_s_at,1.54,Down,T05E11.5,WBGene00011481,Sequence name for WBGene00011481(imp-2). History: N.A.
T26C11.6,190942_at,1.54,Down,T26C11.6,WBGene00000444,Sequence name for WBGene00000444(ceh-21). History: N.A.
W03C9.7,171952_s_at,1.54,Down,W03C9.7,WBGene00003228,Sequence name for WBGene00003228(mex-1). History: N.A.
Y43F8C.12,193906_s_at,1.54,Down,Y43F8C.12,WBGene00003413,Sequence name for WBGene00003413(mrp-7). History: N.A.
Y53C10A.14,187838_s_at,1.54,Down,Y53C10A.14,WBGene00014918,Sequence name for WBGene00014918(fbxa-123). History: N.A.
ZK742.2,183866_s_at,1.54,Down,ZK742.2,WBGene00022812,Sequence name for WBGene00022812(uvs-1). History: N.A.
C10F3.1,179701_s_at,1.53,Down,C10F3.1,WBGene00015677,Sequence name for WBGene00015677(cpg-4). History: N.A.
C13G3.1,178497_at,1.53,Down,C13G3.1,WBGene00007553,Public name for WBGene00007553. History: N.A.
C27A7.6,178951_at,1.53,Down,C27A7.6,WBGene00007757,Public name for WBGene00007757. History: N.A.
C56E6.1,181800_at,1.53,Down,C56E6.1,WBGene00006522,"Sequence name for WBGene00006522(abcx-1). History: Split into ""WBGene00195085"" on 2010-05-06. Public name for Dead gene WBGene00016969. History of WBGene00016969: Merged into ""WBGene00006522"" on 2005-10-05"
E01B7.1,179461_at,1.53,Down,E01B7.1,WBGene00008441,Sequence name for WBGene00008441(usp-50). History: N.A.
F11E6.7,179444_s_at,1.53,Down,F11E6.7,WBGene00008710,Sequence name for WBGene00008710(rif-1.1). History: N.A.
F44E2.3,188308_s_at,1.53,Down,F44E2.3,WBGene00018417,Public name for WBGene00018417. History: N.A.
K10B2.5,174666_at,1.53,Down,K10B2.5,WBGene00019608,Sequence name for WBGene00019608(ani-2). History: N.A.
R05D7.4,190986_at,1.53,Down,R05D7.4,WBGene00011029,Sequence name for WBGene00011029(abhd-11.2). History: N.A.
T21G5.3,175430_s_at,1.53,Down,T21G5.3,WBGene00001598,Sequence name for WBGene00001598(glh-1). History: N.A.
T24C2.2,177537_at,1.53,Down,T24C2.2,WBGene00011981,Sequence name for WBGene00011981(enri-2). History: Renamed on 2020-01-28
Y51H1A.4,188811_s_at,1.53,Down,Y51H1A.4,WBGene00013095,Sequence name for WBGene00013095(ing-3). History: N.A.
ZK1098.2,187716_at,1.53,Down,ZK1098.2,WBGene00014219,Public name for WBGene00014219. History: N.A.
ZK856.12,179986_at,1.53,Down,ZK856.12,WBGene00014113,Sequence name for WBGene00014113(hpo-40). History: N.A.
C01H6.9,192245_s_at,1.52,Down,C01H6.9,WBGene00007258,Sequence name for WBGene00007258(hasp-1). History: N.A.
C17D12.7,181936_at,1.52,Down,C17D12.7,WBGene00007640,Sequence name for WBGene00007640(pcmd-1). History: N.A.
F18A1.4,193382_at,1.52,Down,F18A1.4,WBGene00003045,Sequence name for WBGene00003045(lir-2). History: N.A.
F47G3.3,180563_at,1.52,Down,F47G3.3,WBGene00018578,Public name for WBGene00018578. History: N.A.
F58B6.3,172125_x_at,1.52,Down,F58B6.3,WBGene00003917,"Sequence name for WBGene00003917(par-2). History: Split into F58B6.11(WBGene00306125). History of WBGene00003917: Split into ""WBGene00306125"" on 2022-01-02"
K08E3.3,192081_s_at,1.52,Down,K08E3.3,WBGene00010663,"Sequence name for WBGene00010663(toca-2). History: Split into mlc-7(WBGene00023451). History of WBGene00010663: Split into ""WBGene00023451"" on 2004-07-22"
R11A8.1,177692_at,1.52,Down,R11A8.1,WBGene00011236,Public name for WBGene00011236. History: N.A.
T04A11.6,189916_at,1.52,Down,T04A11.6,WBGene00001865,Sequence name for WBGene00001865(him-6). History: N.A.
T05H4.6,194225_x_at,1.52,Down,T05H4.6,WBGene00020269,Sequence name for WBGene00020269(erfa-1). History: Renamed on 2013-11-11
T08B2.5,176871_at,1.52,Down,T08B2.5,WBGene00020346,Sequence name for WBGene00020346(rbm-5). History: N.A.
T10E9.2,181909_s_at,1.52,Down,T10E9.2,WBGene00020412,Public name for WBGene00020412. History: N.A.
T22A3.5,179287_s_at,1.52,Down,T22A3.5,WBGene00011908,Sequence name for WBGene00011908(pash-1). History: N.A.
T27E9.3,193875_s_at,1.52,Down,T27E9.3,WBGene00000407,Sequence name for WBGene00000407(cdk-5). History: N.A.
W05H9.4,175456_at,1.52,Down,W05H9.4,WBGene00021051,Public name for WBGene00021051. History: N.A.
W06D4.6,193491_at,1.52,Down,W06D4.6,WBGene00004298,Sequence name for WBGene00004298(rad-54.L). History: Renamed on 2019-07-04
Y59A8A.2,181880_at,1.52,Down,Y59A8A.2,WBGene00013339,Sequence name for WBGene00013339(phf-14). History: N.A.
Y70D2A.2,180532_s_at,1.52,Down,Y70D2A.2,WBGene00013497,Sequence name for WBGene00013497(hex-5). History: N.A.
Y75B8A.16,185208_s_at,1.52,Down,Y75B8A.16,WBGene00013551,Public name for WBGene00013551. History: N.A.
ZK666.4,172261_x_at,1.52,Down,ZK666.4,WBGene00014044,Public name for WBGene00014044. History: N.A.
C04F5.9,182816_s_at,1.51,Down,C04F5.9,WBGene00015451,Public name for WBGene00015451. History: N.A.
C33H5.15,184252_at,1.51,Down,C33H5.15,WBGene00016381,Sequence name for WBGene00016381(sgo-1). History: N.A.
C50C3.1,176052_at,1.51,Down,C50C3.1,WBGene00016799,Public name for WBGene00016799. History: N.A.
F13E9.1,189553_s_at,1.51,Down,F13E9.1,WBGene00008750,Sequence name for WBGene00008750(nish-1). History: N.A.
F22D6.5,190611_s_at,1.51,Down,F22D6.5,WBGene00004186,Sequence name for WBGene00004186(prpf-4). History: Renamed on 2007-02-23; Renamed on 2015-03-05
F45F2.11,185948_at,1.51,Down,F45F2.11,WBGene00018483,Public name for WBGene00018483. History: N.A.
K05C4.6,193907_at,1.51,Down,K05C4.6,WBGene00001979,Sequence name for WBGene00001979(hmp-2). History: Renamed on 2011-04-19
R06A4.4,193624_s_at,1.51,Down,R06A4.4,WBGene00002076,Sequence name for WBGene00002076(imb-2). History: N.A.
