ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,GeneSymbol,Description,GenbankAccession,ControlType,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P114006,2.4492157,down,-1.2923198,Y17G9B.3,Y17G9B.3,cytochrome P450 [Y17G9B.3],,False,,,,,,
A_12_P116111,3.2389758,down,-1.6955377,Y17G9B.9,Y17G9B.9,,,False,,,,,,
A_12_P119439,2.123925,down,-1.0867329,Y18D10A.1,Y18D10A.1,,,False,,,,,,
A_12_P111508,2.999633,down,-1.584786,Y18D10A.11,Y18D10A.11,,,False,,,,,,
A_12_P115287,2.1485283,down,-1.1033487,Y18D10A.16.2,Y18D10A.16.2,,,False,,,,,,
A_12_P111819,2.3070822,down,-1.2060694,Y18D10A.17.1,Y18D10A.17.1,,,False,,,,,,
A_12_P106366,3.3017037,down,-1.7232107,Y18H1A.6,Y18H1A.6,,,False,,,,,,
A_12_P119566,2.6210513,down,-1.3901457,Y18H1A.7,Y18H1A.7,,,False,,,,,,
A_12_P116917,2.6493428,down,-1.4056345,Y19D10A.4,Y19D10A.4,aldose 1-epimerase [C01B4.6],,False,,,,,,
A_12_P118684,5.633955,down,-2.494148,Y1H11.1,Y1H11.1,,,False,,,,,,
A_12_P106176,3.3132415,down,-1.7282434,Y20F4.5,Y20F4.5,,,False,,,,,,
A_12_P100278,2.3888423,down,-1.2563117,Y22D7AL.7,Y22D7AL.7,,,False,,,,,,
A_12_P120200,10.057602,down,-3.3302145,Y22D7AR.10,Y22D7AR.10,,,False,,,,,,
A_12_P109049,2.4171047,down,-1.27328,Y23H5A.2,Y23H5A.2,,,False,,,,,,
A_12_P100811,2.3744776,down,-1.2476101,Y23H5A.3,Y23H5A.3,,,False,,,,,,
A_12_P103782,2.5831776,down,-1.3691468,Y24D9A.2,Y24D9A.2,,,False,,,,,,
A_12_P101263,3.5667918,down,-1.834627,Y24F12A.1,Y24F12A.1,,,False,,,,,,
A_12_P110323,3.6747031,down,-1.8776277,Y24F12A.3,Y24F12A.3,,,False,,,,,,
A_12_P107826,7.593793,down,-2.9248207,Y25C1A.6.1,Y25C1A.6.1,,,False,,,,,,
A_12_P107739,2.256181,down,-1.1738828,Y25C1A.8b.1,Y25C1A.8b.1,,,False,,,,,,
A_12_P102791,3.1606483,down,-1.6602205,Y26E6A.1,Y26E6A.1,,,False,,,,,,
A_12_P106282,3.2548468,down,-1.7025896,Y27F2A.8,Y27F2A.8,,,False,,,,,,
A_12_P112761,3.1128178,down,-1.6382211,Y32B12B.1,Y32B12B.1,,,False,,,,,,
A_12_P117853,2.8627748,down,-1.5174142,Y32B12B.4,Y32B12B.4,,,False,,,,,,
A_12_P119267,3.3864262,down,-1.7597636,Y32B12C.1,Y32B12C.1,,,False,,,,,,
A_12_P103810,2.817582,down,-1.4944576,Y32F6A.1,Y32F6A.1,,,False,,,,,,
A_12_P110005,2.2209828,down,-1.1511983,Y32F6A.5.1,Y32F6A.5.1,,,False,,,,,,
A_12_P106007,2.6114206,down,-1.3848349,Y32H12A.2.1,Y32H12A.2.1,,,False,,,,,,
A_12_P105557,2.454724,down,-1.2955608,Y34D9A.3a,Y34D9A.3a,,,False,,,,,,
A_12_P102182,2.6328416,down,-1.3966208,Y37B11A.2,Y37B11A.2,,,False,,,,,,
A_12_P120170,2.1257179,down,-1.0879501,Y37D8A.11.2,Y37D8A.11.2,,,False,,,,,,
A_12_P119704,2.7127383,down,-1.4397498,Y37D8A.13,Y37D8A.13,Disintegrin [Y37D8A.13],,False,,,,,,
A_12_P111773,4.007929,down,-2.002857,Y37D8A.19.2,Y37D8A.19.2,,,False,,,,,,
A_12_P110046,2.3983703,down,-1.2620544,Y37D8A.25,Y37D8A.25,,,False,,,,,,
A_12_P112517,2.7671678,down,-1.4684101,Y37D8A.9,Y37D8A.9,,,False,,,,,,
A_12_P100569,2.2031975,down,-1.1395988,Y37E11AL.8,Y37E11AL.8,,,False,,,,,,
A_12_P108045,2.834439,down,-1.5030632,Y37E11AM.1,Y37E11AM.1,,,False,,,,,,
A_12_P119410,2.288782,down,-1.19458,Y37E11B.3,Y37E11B.3,,,False,,,,,,
A_12_P119960,2.0876434,down,-1.0618753,Y37E11B.4,Y37E11B.4,TATA binding protein associated factor [Y37E11B.4],,False,,,,,,
A_12_P114496,2.326387,down,-1.218091,Y37E11B.6,Y37E11B.6,,,False,,,,,,
A_12_P100808,2.5226176,down,-1.3349215,Y37H2A.7,Y37H2A.7,,,False,,,,,,
A_12_P114732,2.5478427,down,-1.3492762,Y38A10A.7,Y38A10A.7,,,False,,,,,,
A_12_P108593,2.2057009,down,-1.1412371,Y38A8.3,Y38A8.3,,,False,,,,,,
A_12_P119963,5.253444,down,-2.3932636,Y38E10A.3,Y38E10A.3,,,False,,,,,,
A_12_P106209,8.5767565,down,-3.1004322,Y38E10A.5,Y38E10A.5,,,False,,,,,,
A_12_P106445,2.3107708,down,-1.2083741,Y38F2AR.1,Y38F2AR.1,,,False,,,,,,
A_12_P107533,2.095402,down,-1.067227,Y38H6C.1.2,Y38H6C.1.2,,,False,,,,,,
A_12_P102416,3.2046964,down,-1.6801877,Y39A1A.12.1,Y39A1A.12.1,ATPases associated with various cellular activities (AAA) [Y39A1A.12.1],,False,,,,,,
A_12_P104757,2.56589,down,-1.3594594,Y39A1A.13,Y39A1A.13,,,False,,,,,,
A_12_P112252,5.9789667,down,-2.5798962,Y39A1A.16,Y39A1A.16,,,False,,,,,,
A_12_P112501,3.1145399,down,-1.639019,Y39A1B.1,Y39A1B.1,"Lectin C-type domain short and long forms, von Willebrand factor type A domain [Y39A1B.1]",,False,,,,,,
A_12_P113409,2.7317905,down,-1.4498469,Y39A3CR.7,Y39A3CR.7,,,False,,,,,,
A_12_P116488,5.170699,down,-2.3703594,Y39B6A.10,Y39B6A.10,,,False,,,,,,
A_12_P116272,2.3740132,down,-1.2473279,Y39B6A.11,Y39B6A.11,,,False,,,,,,
A_12_P114169,2.340073,down,-1.2265536,Y39B6A.13,Y39B6A.13,,,False,,,,,,
A_12_P110164,2.7205193,down,-1.4438821,Y39B6A.16,Y39B6A.16,,,False,,,,,,
A_12_P118840,4.65902,down,-2.2200265,Y39B6A.22,Y39B6A.22,,,False,,,,,,
A_12_P100448,2.6698928,down,-1.4167818,Y39B6A.35,Y39B6A.35,,,False,,,,,,
A_12_P109425,2.3729954,down,-1.2467092,Y39B6A.37,Y39B6A.37,,,False,,,,,,
A_12_P103835,2.240539,down,-1.1638459,Y39B6A.39,Y39B6A.39,,,False,,,,,,
A_12_P113957,3.3196177,down,-1.7310171,Y39B6A.40,Y39B6A.40,,,False,,,,,,
A_12_P104036,2.3195634,down,-1.2138532,Y39B6A.43a,Y39B6A.43a,,,False,,,,,,
A_12_P116236,2.729112,down,-1.4484316,Y39C12A.8,Y39C12A.8,,,False,,,,,,
A_12_P103173,2.5258276,down,-1.3367562,Y39E4B.2,Y39E4B.2,,,False,,,,,,
A_12_P103229,3.560661,down,-1.8321451,Y39E4B.5,Y39E4B.5,,,False,,,,,,
A_12_P107557,2.647304,down,-1.404524,Y39G10AR.13,Y39G10AR.13,,,False,,,,,,
A_12_P112895,2.2019148,down,-1.1387587,Y39G10AR.14.1,Y39G10AR.14.1,,,False,,,,,,
A_12_P111413,2.4076023,down,-1.2675971,Y39G10AR.15,Y39G10AR.15,,,False,,,,,,
A_12_P119760,2.2333648,down,-1.1592189,Y39G10AR.7,Y39G10AR.7,,,False,,,,,,
A_12_P102035,2.4093244,down,-1.2686287,Y39G10AR.9,Y39G10AR.9,,,False,,,,,,
A_12_P119766,4.308301,down,-2.107119,Y39G8B.2,Y39G8B.2,,,False,,,,,,
A_12_P117919,2.160271,down,-1.1112123,Y39H10A.3b.1,Y39H10A.3b.1,,,False,,,,,,
A_12_P120316,2.1783252,down,-1.1232194,Y39H10A.7b,Y39H10A.7b,,,False,,,,,,
A_12_P113946,2.4027414,down,-1.2646813,Y40B1A.1,Y40B1A.1,,,False,,,,,,
A_12_P119454,2.719422,down,-1.4433001,Y40B1B.8.2,Y40B1B.8.2,,,False,,,,,,
A_12_P101022,7.6496468,down,-2.935393,Y40H7A.10,Y40H7A.10,Cysteine protease [Y40H7A.10],,False,,,,,,
A_12_P103025,2.5636744,down,-1.3582131,Y41C4A.14,Y41C4A.14,,,False,,,,,,
A_12_P103454,7.4279857,down,-2.892971,Y41C4A.16,Y41C4A.16,collagen [Y41C4A.16],,False,,,,,,
A_12_P109593,3.4792526,down,-1.7987775,Y41D4B.10,Y41D4B.10,,,False,,,,,,
A_12_P116169,2.562564,down,-1.3575879,Y41D4B.19a,Y41D4B.19a,,,False,,,,,,
A_12_P118647,2.4035628,down,-1.2651745,Y41D4B.19b,Y41D4B.19b,,,False,,,,,,
A_12_P118869,2.576719,down,-1.3655353,Y41D4B.4,Y41D4B.4,,,False,,,,,,
A_12_P106292,2.5887272,down,-1.3722429,Y41E3.9,Y41E3.9,,,False,,,,,,
A_12_P116971,2.1301196,down,-1.0909344,Y42H9AR.3,Y42H9AR.3,,,False,,,,,,
A_12_P116494,2.2038503,down,-1.1400262,Y42H9AR.4,Y42H9AR.4,,,False,,,,,,
A_12_P103859,2.5004423,down,-1.3221833,Y42H9B.3,Y42H9B.3,,,False,,,,,,
A_12_P107363,2.5194807,down,-1.3331264,Y43B11AL.1,Y43B11AL.1,,,False,,,,,,
A_12_P101355,2.3830538,down,-1.2528116,Y43D4A.3,Y43D4A.3,,,False,,,,,,
A_12_P114640,3.0098553,down,-1.5896941,Y43E12A.1,Y43E12A.1,cyclin B [Y43E12A.1],,False,,,,,,
A_12_P109345,2.239353,down,-1.163082,Y43F11A.3,Y43F11A.3,,,False,,,,,,
A_12_P105617,2.8575997,down,-1.5148039,Y43F4B.9,Y43F4B.9,,,False,,,,,,
A_12_P114878,2.713816,down,-1.4403229,Y43F8C.12,Y43F8C.12,ABC transporter [Y43F8C.12],,False,,,,,,
A_12_P113548,2.3707643,down,-1.2453523,Y43F8C.14,Y43F8C.14,PH (pleckstrin  homology) domain [Y43F8C.14],,False,,,,,,
A_12_P102324,3.7513742,down,-1.9074192,Y45F10A.2.1,Y45F10A.2.1,"Pumilio-family RNA binding domains (aka PUM-HD, Pumilio homology domain) [Y45F10A.2.1]",,False,,,,,,
A_12_P100287,2.3854902,down,-1.2542857,Y45F10A.4,Y45F10A.4,AIR synthase related proteins [Y45F10A.4],,False,,,,,,
A_12_P110765,9.635657,down,-3.268383,Y45F10C.2,Y45F10C.2,,,False,,,,,,
A_12_P100739,3.3861532,down,-1.7596473,Y45F10C.3,Y45F10C.3,,,False,,,,,,
A_12_P111398,2.2626925,down,-1.1780405,Y45F3A.9,Y45F3A.9,SpoU rRNA Methylase family [Y45F3A.9],,False,,,,,,
A_12_P119498,3.2419767,down,-1.6968738,Y45G5AM.2,Y45G5AM.2,,,False,,,,,,
A_12_P115855,4.2474422,down,-2.0865943,Y45G5AM.5,Y45G5AM.5,,,False,,,,,,
A_12_P105801,2.4151995,down,-1.2721424,Y45G5AM.8,Y45G5AM.8,,,False,,,,,,
A_12_P118010,2.2669241,down,-1.1807361,Y45G5AM.9a,Y45G5AM.9a,,,False,,,,,,
A_12_P100843,4.6066113,down,-2.2037058,Y46B2A.1.1,Y46B2A.1.1,,,False,,,,,,
A_12_P118857,4.8205943,down,-2.269211,Y46C8AL.3,Y46C8AL.3,,,False,,,,,,
A_12_P114458,3.6660075,down,-1.8742098,Y46E12BL.3,Y46E12BL.3,,,False,,,,,,
A_12_P112366,3.0128124,down,-1.5911108,Y46G5A.24,Y46G5A.24,,,False,,,,,,
A_12_P105614,7.4545097,down,-2.8981135,Y46G5A.8,Y46G5A.8,,,False,,,,,,
A_12_P100252,2.6943138,down,-1.4299179,Y47D3A.14,Y47D3A.14,,,False,,,,,,
A_12_P111422,2.4167082,down,-1.2730433,Y47D3A.27,Y47D3A.27,,,False,,,,,,
A_12_P102310,2.5674646,down,-1.3603444,Y47D3A.28,Y47D3A.28,,,False,,,,,,
A_12_P110370,2.2682002,down,-1.181548,Y47D3A.29,Y47D3A.29,DNA polymerase alpha subunit [Y47D3A.29],,False,,,,,,
A_12_P116921,2.2868185,down,-1.1933419,Y47D3A.4,Y47D3A.4,,,False,,,,,,
A_12_P104299,7.7445965,down,-2.95319,Y47D7A.1.1,Y47D7A.1.1,,,False,,,,,,
A_12_P114809,3.5911765,down,-1.8444566,Y47D7A.8,Y47D7A.8,,,False,,,,,,
A_12_P113159,2.1470637,down,-1.102365,Y47G6A.1,Y47G6A.1,,,False,,,,,,
A_12_P105516,2.3975194,down,-1.2615424,Y47G6A.15,Y47G6A.15,,,False,,,,,,
A_12_P110419,3.3240316,down,-1.7329341,Y47G6A.2,Y47G6A.2,,,False,,,,,,
A_12_P111104,2.580921,down,-1.367886,Y47G6A.24,Y47G6A.24,,,False,,,,,,
A_12_P111965,2.4035985,down,-1.265196,Y47G6A.25,Y47G6A.25,,,False,,,,,,
A_12_P101307,2.9404938,down,-1.5560584,Y47G6A.28,Y47G6A.28,,,False,,,,,,
A_12_P104952,2.7151124,down,-1.4410119,Y47G6A.4,Y47G6A.4,,,False,,,,,,
A_12_P117331,2.144495,down,-1.100638,Y47G6A.6,Y47G6A.6,,,False,,,,,,
A_12_P113300,3.692453,down,-1.8845795,Y47G7B.2,Y47G7B.2,,,False,,,,,,
A_12_P105521,6.824711,down,-2.770768,Y47H9C.1,Y47H9C.1,,,False,,,,,,
A_12_P104061,2.5851145,down,-1.3702282,Y47H9C.11,Y47H9C.11,,,False,,,,,,
A_12_P105057,2.5884995,down,-1.3721161,Y48A5A.1.2,Y48A5A.1.2,,,False,,,,,,
A_12_P119822,2.3709903,down,-1.2454897,Y48A6B.11b,Y48A6B.11b,,,False,,,,,,
A_12_P100446,2.4082413,down,-1.26798,Y48A6C.1,Y48A6C.1,,,False,,,,,,
A_12_P113576,2.717826,down,-1.442453,Y48A6C.3,Y48A6C.3,"Zinc finger, C2H2 type (2 domains) [Y48A6C.3]",,False,,,,,,
A_12_P107511,2.645879,down,-1.4037471,Y48B6A.10,Y48B6A.10,,,False,,,,,,
A_12_P110924,2.5039427,down,-1.3242016,Y48B6A.13b,Y48B6A.13b,,,False,,,,,,
A_12_P102357,2.9902961,down,-1.5802884,Y48C3A.12.1,Y48C3A.12.1,,,False,,,,,,
A_12_P108246,2.1767094,down,-1.1221489,Y48C3A.12.1,Y48C3A.12.1,,,False,,,,,,
A_12_P103064,2.30962,down,-1.2076554,Y48C3A.18,Y48C3A.18,,,False,,,,,,
A_12_P111085,2.1918092,down,-1.1321222,Y48E1B.7,Y48E1B.7,"Zinc finger, C2H2 type [Y48E1B.7]",,False,,,,,,
A_12_P117406,2.452732,down,-1.2943897,Y48G10A.2,Y48G10A.2,,,False,,,,,,
A_12_P120092,2.607254,down,-1.3825312,Y48G10A.4,Y48G10A.4,,,False,,,,,,
A_12_P119596,3.6419902,down,-1.864727,Y48G1A.2,Y48G1A.2,,,False,,,,,,
A_12_P104008,2.1586726,down,-1.1101445,Y48G1A.5.2,Y48G1A.5.2,"importin beta, nuclear transport factor [Y48G1A.5.2]",,False,,,,,,
A_12_P112503,3.3279285,down,-1.7346245,Y48G1A.6,Y48G1A.6,,,False,,,,,,
A_12_P115769,2.4647496,down,-1.3014411,Y48G1BL.1,Y48G1BL.1,,,False,,,,,,
A_12_P104582,3.0707629,down,-1.6185971,Y48G1BL.3,Y48G1BL.3,,,False,,,,,,
A_12_P118295,3.369534,down,-1.752549,Y48G1BM.1,Y48G1BM.1,,,False,,,,,,
A_12_P117902,2.3659577,down,-1.2424244,Y48G1C.1,Y48G1C.1,,,False,,,,,,
A_12_P111141,2.8871431,down,-1.5296426,Y48G1C.7,Y48G1C.7,,,False,,,,,,
A_12_P107863,2.9749215,down,-1.5728515,Y48G8AL.10,Y48G8AL.10,,,False,,,,,,
A_12_P101182,2.4282756,down,-1.2799321,Y48G8AL.7,Y48G8AL.7,,,False,,,,,,
A_12_P118248,2.8055387,down,-1.4882778,Y48G9A.11,Y48G9A.11,,,False,,,,,,
A_12_P114148,2.1851203,down,-1.1277127,Y49A3A.3,Y49A3A.3,,,False,,,,,,
A_12_P104491,2.7301457,down,-1.448978,Y49E10.14,Y49E10.14,Zinc finger C-x8-C-x5-C-x3-H type (and similar). [Y49E10.14],,False,,,,,,
A_12_P116312,2.637094,down,-1.398949,Y49E10.18,Y49E10.18,,,False,,,,,,
A_12_P108083,2.198033,down,-1.1362132,Y49E10.19,Y49E10.19,PH (pleckstrin  homology) domain [Y49E10.19],,False,,,,,,
A_12_P117586,3.8906536,down,-1.9600126,Y49E10.22,Y49E10.22,,,False,,,,,,
A_12_P117860,2.5524523,down,-1.351884,Y49E10.3a,Y49E10.3a,Ser/Thr protein phosphatase [Y49E10.3a],,False,,,,,,
A_12_P117570,9.048849,down,-3.1777344,Y49F6A.4,Y49F6A.4,transposase [Y49F6A.4],,False,,,,,,
A_12_P103682,2.4016082,down,-1.2640008,Y49F6B.4,Y49F6B.4,,,False,,,,,,
A_12_P119530,2.6718225,down,-1.4178241,Y49F6B.9,Y49F6B.9,,,False,,,,,,
A_12_P118455,6.076603,down,-2.603265,Y49F6C.3,Y49F6C.3,,,False,,,,,,
A_12_P101288,2.3219738,down,-1.2153517,Y49F6C.4,Y49F6C.4,,,False,,,,,,
A_12_P113166,5.413744,down,-2.4366267,Y49F6C.8,Y49F6C.8,,,False,,,,,,
A_12_P117436,5.190453,down,-2.3758605,Y4C6A.3,Y4C6A.3,zinc finger protein [Y4C6A.3],,False,,,,,,
A_12_P115517,3.2112005,down,-1.6831127,Y4C6B.1,Y4C6B.1,,,False,,,,,,
A_12_P107683,2.1347091,down,-1.0940396,Y4C6B.5,Y4C6B.5,,,False,,,,,,
A_12_P118154,2.4944413,down,-1.3187166,Y50D4A.1.2,Y50D4A.1.2,,,False,,,,,,
A_12_P116387,3.9728587,down,-1.9901775,Y50D4B.2,Y50D4B.2,,,False,,,,,,
A_12_P100601,2.3987327,down,-1.2622724,Y50D4C.4,Y50D4C.4,,,False,,,,,,
A_12_P115781,3.349309,down,-1.7438635,Y50D4C.6,Y50D4C.6,,,False,,,,,,
A_12_P101992,2.299196,down,-1.2011294,Y50E8A.4a,Y50E8A.4a,,,False,,,,,,
A_12_P110057,11.797572,down,-3.5604181,Y51B9A.4,Y51B9A.4,,,False,,,,,,
A_12_P100922,4.0849504,down,-2.0303185,Y51F10.2,Y51F10.2,,,False,,,,,,
A_12_P106565,2.7772243,down,-1.4736437,Y51F10.5.2,Y51F10.5.2,,,False,,,,,,
A_12_P114874,2.6872942,down,-1.4261543,Y51H1A.5.3,Y51H1A.5.3,Histone deacetylase family [Y51H1A.5.3],,False,,,,,,
A_12_P100025,2.3769057,down,-1.2490846,Y51H1A.7,Y51H1A.7,,,False,,,,,,
A_12_P108776,3.7040682,down,-1.8891107,Y51H7BM.1.1,Y51H7BM.1.1,,,False,,,,,,
A_12_P119554,3.5765026,down,-1.8385495,Y51H7C.3,Y51H7C.3,,,False,,,,,,
A_12_P118997,2.731596,down,-1.4497441,Y51H7C.7,Y51H7C.7,,,False,,,,,,
A_12_P106620,2.828256,down,-1.4999126,Y52B11A.2a,Y52B11A.2a,Uncharacterized protein family UPF0029 [Y52B11A.2a],,False,,,,,,
A_12_P103453,2.712802,down,-1.4397837,Y52B11A.8,Y52B11A.8,,,False,,,,,,
A_12_P115716,2.784124,down,-1.4772234,Y52E8A.2,Y52E8A.2,,,False,,,,,,
A_12_P104774,2.6930995,down,-1.4292675,Y53C10A.6,Y53C10A.6,,,False,,,,,,
A_12_P102029,2.6330042,down,-1.3967098,Y53C12A.1,Y53C12A.1,serine/threonine kinase [Y53C12A.1],,False,,,,,,
A_12_P100451,4.077419,down,-2.027656,Y53C12A.6,Y53C12A.6,,,False,,,,,,
A_12_P114811,2.498693,down,-1.3211737,Y53C12B.3a,Y53C12B.3a,,,False,,,,,,
A_12_P104303,2.9570737,down,-1.5641702,Y53C12B.3b,Y53C12B.3b,,,False,,,,,,
A_12_P114945,10.390502,down,-3.3771935,Y53G8AM.5,Y53G8AM.5,,,False,,,,,,
A_12_P116311,2.5747302,down,-1.3644212,Y53H1A.2,Y53H1A.2,,,False,,,,,,
A_12_P112182,2.3986301,down,-1.2622107,Y54E10A.12,Y54E10A.12,,,False,,,,,,
A_12_P102676,2.8916774,down,-1.5319066,Y54E10A.15b,Y54E10A.15b,,,False,,,,,,
A_12_P118769,2.4524224,down,-1.2942075,Y54E10A.15b,Y54E10A.15b,,,False,,,,,,
A_12_P102212,2.5648959,down,-1.3589002,Y54E10A.6,Y54E10A.6,,,False,,,,,,
A_12_P105385,2.750922,down,-1.4599152,Y54E10BR.2,Y54E10BR.2,,,False,,,,,,
A_12_P114335,2.3999522,down,-1.2630056,Y54E10BR.8,Y54E10BR.8,,,False,,,,,,
A_12_P110781,2.7485313,down,-1.458661,Y54E2A.2.2,Y54E2A.2.2,,,False,,,,,,
A_12_P104886,2.8488708,down,-1.5103902,Y54F10AL.2b,Y54F10AL.2b,,,False,,,,,,
A_12_P113877,3.5256677,down,-1.8178965,Y54F10AM.11,Y54F10AM.11,,,False,,,,,,
A_12_P114631,2.5652094,down,-1.3590766,Y54G11A.10,Y54G11A.10,PDZ domain (Also known as DHR or GLGF). [Y54G11A.10],,False,,,,,,
A_12_P112694,2.3111684,down,-1.2086225,Y54G11A.2,Y54G11A.2,,,False,,,,,,
A_12_P111663,2.4237115,down,-1.277218,Y54G11A.3.1,Y54G11A.3.1,DEAD/DEAH box helicase ; Helicases conserved C-terminal domain [Y54G11A.3.1],,False,,,,,,
A_12_P113249,2.5548275,down,-1.3532258,Y54G2A.22,Y54G2A.22,,,False,,,,,,
A_12_P114126,4.8677278,down,-2.2832484,Y54G2A.36,Y54G2A.36,,,False,,,,,,
A_12_P109245,2.0282278,down,-1.0202197,Y54G2A.5a.2,Y54G2A.5a.2,,,False,,,,,,
A_12_P116155,2.5313754,down,-1.3399215,Y54G9A.5,Y54G9A.5,,,False,,,,,,
A_12_P116335,2.075259,down,-1.0532913,Y55D9A.2a,Y55D9A.2a,,,False,,,,,,
A_12_P103755,2.265602,down,-1.1798944,Y55F3AM.12,Y55F3AM.12,,,False,,,,,,
A_12_P100211,2.1718616,down,-1.1189321,Y55F3BL.1,Y55F3BL.1,,,False,,,,,,
A_12_P104963,2.6996565,down,-1.4327759,Y56A3A.14,Y56A3A.14,,,False,,,,,,
A_12_P104909,3.462542,down,-1.7918316,Y56A3A.15,Y56A3A.15,,,False,,,,,,
A_12_P108168,2.196919,down,-1.1354817,Y56A3A.20.1,Y56A3A.20.1,,,False,,,,,,
A_12_P107401,4.205282,down,-2.0722027,Y57A10A.1,Y57A10A.1,,,False,,,,,,
A_12_P103102,2.4457996,down,-1.2903062,Y57A10A.13,Y57A10A.13,,,False,,,,,,
A_12_P108006,2.3189647,down,-1.2134808,Y57A10A.15,Y57A10A.15,,,False,,,,,,
A_12_P117826,2.5955596,down,-1.3760456,Y57A10A.19,Y57A10A.19,,,False,,,,,,
A_12_P104854,2.8953347,down,-1.5337301,Y57A10A.21,Y57A10A.21,,,False,,,,,,
A_12_P104926,2.4388618,down,-1.286208,Y57A10A.25,Y57A10A.25,,,False,,,,,,
A_12_P117766,2.0831752,down,-1.0587841,Y57A10A.3,Y57A10A.3,,,False,,,,,,
A_12_P103967,2.1610322,down,-1.1117206,Y57A10A.32,Y57A10A.32,,,False,,,,,,
A_12_P112174,2.7797287,down,-1.4749441,Y57A10A.4,Y57A10A.4,,,False,,,,,,
A_12_P104956,3.173993,down,-1.666299,Y57A10A.5,Y57A10A.5,,,False,,,,,,
A_12_P115958,2.46789,down,-1.3032781,Y57A10A.6,Y57A10A.6,,,False,,,,,,
A_12_P115890,2.6505847,down,-1.4063107,Y57A10A.7,Y57A10A.7,,,False,,,,,,
A_12_P111975,2.400463,down,-1.2633127,Y57A10A.8,Y57A10A.8,,,False,,,,,,
A_12_P110835,7.9079046,down,-2.9832954,Y57A10B.6,Y57A10B.6,,,False,,,,,,
A_12_P116924,8.088194,down,-3.0158176,Y57G11B.5,Y57G11B.5,,,False,,,,,,
A_12_P104525,2.323135,down,-1.2160729,Y57G11C.25,Y57G11C.25,Zinc finger C-x8-C-x5-C-x3-H type (and similar). (2 domains) [Y57G11C.25],,False,,,,,,
A_12_P110111,11.655972,down,-3.5429974,Y57G7A.2,Y57G7A.2,,,False,,,,,,
A_12_P103863,2.0991697,down,-1.0698189,Y59A8A.1,Y59A8A.1,,,False,,,,,,
A_12_P111957,2.30123,down,-1.2024051,Y59A8A.2,Y59A8A.2,,,False,,,,,,
A_12_P114461,2.7648535,down,-1.467203,Y59A8B.12,Y59A8B.12,,,False,,,,,,
A_12_P101895,2.375218,down,-1.2480599,Y5F2A.4,Y5F2A.4,"Zinc finger, C2H2 type (7 domains) [Y5F2A.4]",,False,,,,,,
A_12_P115984,2.3511617,down,-1.2333738,Y5H2B.2b,Y5H2B.2b,,,False,,,,,,
A_12_P110675,2.4696352,down,-1.3042979,Y60A3A.18,Y60A3A.18,,,False,,,,,,
A_12_P111202,3.7957575,down,-1.9243878,Y62E10A.14,Y62E10A.14,,,False,,,,,,
A_12_P111066,3.816925,down,-1.9324108,Y62E10A.15,Y62E10A.15,cytochrome P450 [Y62E10A.15],,False,,,,,,
A_12_P103714,6.90928,down,-2.7885354,Y62E10A.17,Y62E10A.17,,,False,,,,,,
A_12_P101649,2.6180544,down,-1.3884951,Y62E10A.4,Y62E10A.4,,,False,,,,,,
A_12_P101536,2.1128578,down,-1.0791957,Y62E10A.6,Y62E10A.6,,,False,,,,,,
A_12_P114490,2.4539146,down,-1.2950851,Y62F5A.1b,Y62F5A.1b,,,False,,,,,,
A_12_P110171,2.4615002,down,-1.2995379,Y62F5A.1b,Y62F5A.1b,,,False,,,,,,
A_12_P107510,3.9764652,down,-1.9914865,Y62H9A.3,Y62H9A.3,,,False,,,,,,
A_12_P103357,3.231771,down,-1.692325,Y62H9A.4,Y62H9A.4,,,False,,,,,,
A_12_P113815,7.035852,down,-2.8147252,Y62H9A.5,Y62H9A.5,,,False,,,,,,
A_12_P119436,6.7144084,down,-2.7472603,Y62H9A.6,Y62H9A.6,,,False,,,,,,
A_12_P109719,2.3647707,down,-1.2417003,Y63D3A.2,Y63D3A.2,,,False,,,,,,
A_12_P118873,2.237666,down,-1.1619946,Y63D3A.4,Y63D3A.4,,,False,,,,,,
A_12_P107218,2.6923683,down,-1.4288758,Y65B4A.4,Y65B4A.4,,,False,,,,,,
A_12_P107781,2.5581589,down,-1.3551059,Y65B4A.6,Y65B4A.6,,,False,,,,,,
A_12_P114944,2.6322114,down,-1.3962754,Y65B4BL.2.2,Y65B4BL.2.2,,,False,,,,,,
A_12_P117178,3.2346396,down,-1.693605,Y65B4BL.3,Y65B4BL.3,,,False,,,,,,
A_12_P120252,2.3696983,down,-1.2447034,Y65B4BL.4,Y65B4BL.4,,,False,,,,,,
A_12_P119059,2.8772092,down,-1.5246701,Y65B4BR.8,Y65B4BR.8,,,False,,,,,,
A_12_P108667,2.3600876,down,-1.2388405,Y66A7A.5,Y66A7A.5,,,False,,,,,,
A_12_P105955,3.2706907,down,-1.7095953,Y66D12A.6,Y66D12A.6,,,False,,,,,,
A_12_P106845,2.3988097,down,-1.2623187,Y66D12A.7,Y66D12A.7,,,False,,,,,,
A_12_P120090,2.59545,down,-1.3759847,Y66D12A.8,Y66D12A.8,,,False,,,,,,
A_12_P110700,6.5266275,down,-2.7063377,Y67A10A.4,Y67A10A.4,,,False,,,,,,
A_12_P118858,2.1680126,down,-1.1163732,Y67D2.2.1,Y67D2.2.1,,,False,,,,,,
