WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
WBGene00019589; Dscr: none available; Molecule: K09F6.6; Class: not known ...,K09F6.6,1.76014143570173,0.816309919117129,0.000297459543113,0.0208168641330467,Yes,No,No,No,No,No,No,K09F6.6,WBGene00019589,"Public name for WBGene00019589. History: Split into K09F6.15(WBGene00271744). History of WBGene00019589: Split into ""WBGene00271744"" on 2017-06-29"
WBGene00019590; Dscr: none available; Molecule: K09F6.7; Class: not known ...,K09F6.7,1.54985395043462,0.631164551292786,0.0004621342405773,0.0266408793913217,Yes,No,No,No,No,Yes,No,K09F6.7,WBGene00019590,Public name for WBGene00019590. History: N.A.
WBGene00010746; Dscr: none available; Molecule: K10D11.2; Class: not known ...,K10D11.2,3.81626493009475,1.95941581401962,2.33088253962894e-05,0.0056880780233908,Yes,No,No,No,No,No,No,K10D11.2,WBGene00010746,Public name for WBGene00010746. History: N.A.
"WBGene00010742; Dscr: K10D6.2 encodes three isoforms of a claudin homolog that may be required for normal cohesion of apical junctions in epithelia; K10D6.2A-C are worm-specific, with obvious homologs only in C. elegans; K10D6.2A-C are required for embryonic viability in mass RNAi assays; claudins are integral membrane proteins with four transmembrane sequences that are found in mammalian tight junctions (TJs), induce TJs when transgenically expressed in cells normally lacking them, and can  ...",K10D6.2,0.775835315594402,-0.365284635560117,0.0013548328831289,0.0492360487111182,Yes,No,No,No,No,No,No,K10D6.2,WBGene00010742,Sequence name for WBGene00010742(clc-6). History: N.A.
WBGene00010744; Dscr: none available; Molecule: K10D6.4a; Class: not known ...,K10D6.4,1.2466915707232,0.320370895754143,0.0006358474920237,0.0315565281131025,Yes,No,No,No,No,No,No,K10D6.4,WBGene00010744,Public name for WBGene00010744. History: N.A.
WBGene00010761; Dscr: none available; Molecule: K10H10.5; Class: not known ...,K10H10.5,0.586379511971526,-0.767328178051301,0.0003596932946738,0.0233344831853321,Yes,No,No,No,No,No,No,K10H10.5,WBGene00010761,Public name for WBGene00010761. History: N.A.
WBGene00019649; Dscr: none available; Molecule: K11D12.9; Class: not known ...,K11D12.9,0.433848005313653,-1.20663438481792,1.31086865264275e-06,0.0015434822950542,Yes,No,No,No,No,No,No,K11D12.9,WBGene00019649,Sequence name for WBGene00019649(exc-14). History: N.A.
"ref Caenorhabditis elegans Protein K11E4.1 (K11E4.1) mRNA, complete cds [NM_077893] ...",K11E4.1,0.605087605991792,-0.724732431734615,2.32715013808628e-05,0.0057085477710201,Yes,No,No,No,No,No,No,K11E4.1,WBGene00010773,Public name for WBGene00010773. History: N.A.
WBGene00019654; Dscr: none available; Molecule: K11G9.3; Class: not known ...,K11G9.3,1.65324453059315,0.718753982707574,0.0002067568251087,0.0172656612570411,Yes,No,No,No,No,No,No,K11G9.3,WBGene00019654,Sequence name for WBGene00019654(cest-28). History: N.A.
WBGene00019667; Dscr: none available; Molecule: K12B6.2; Class: not known ...,K12B6.2,1.98980522737021,1.0022006903814,0.0009366806031188,0.0395302715463205,Yes,No,No,No,No,No,No,K12B6.2,WBGene00019667,Sequence name for WBGene00019667(spe-49). History: Renamed on 2017-10-11
WBGene00010792; Dscr: none available; Molecule: K12G11.6; Class: not known ...,K12G11.6,0.334522629792737,-1.61152289040087,0.0005629846645424,0.0294616130340227,Yes,No,No,No,No,No,No,K12G11.6,WBGene00010792,Public name for WBGene00010792. History: N.A.
WBGene00019678; Dscr: none available; Molecule: K12H4.3; Class: not known ...,K12H4.3,1.22643097281216,0.293171197192768,0.0008470967130036,0.0373213853966773,Yes,No,No,Yes,Yes,No,No,K12H4.3,WBGene00019678,Public name for WBGene00019678. History: N.A.
wb Probable signal peptidase complex subunit 3  [Source:UniProtKB/Swiss-Prot;Acc:P34525] [K12H4.4.1] ...,K12H4.4,1.13583199145072,0.184237050358961,0.0009143156462795,0.0389352968431048,No,No,No,No,No,No,No,K12H4.4,WBGene00019679,Sequence name for WBGene00019679(spcs-3). History: Renamed on 2005-03-17; Renamed on 2018-11-12
"WBGene00002200; Dscr: kin-16 encodes a novel receptor protein tyrosine kinase; like kin-15, with which it is cotranscribed, kin-16 encodes a protein that displays some unusual features, including a very small extracellular domain (50 amino acids) that lacks a cysteine-rich region typical of ligand-binding domains of known receptor tyrosine kinases, an unusual amino acid substitution in the subdomain VI motif, and a lack of typical autophosphorylation sites in the kinase insert and C-terminal ...",kin-16,0.734834665627806,-0.444206244632001,0.000508408286477,0.0278754522427168,Yes,No,No,No,No,No,No,kin-16,WBGene00002200,Public name for WBGene00002200. History: N.A.
"WBGene00002221; Dscr: klp-10 encodes a predicted kinesin motor protein that while similar to the Xenopus and human klp2 kinesins, lacks the switch I motif critical for interaction with ATP; although RNAi experiments purportedly targeting klp-10 result in meiotic defects and embryonic lethality, loss of klp-10 activity via a deletion allele results in no obvious abnormalities, suggesting that the reported RNAi phenotypes are due to targeting of the highly similar klp-18 gene; klp-10 expressio ...",klp-10,1.69577360247322,0.768402050759276,0.0012278870717193,0.0462278379726907,Yes,No,No,Yes,Yes,No,No,klp-10,WBGene00002221,Public name for WBGene00002221. History: N.A.
WBGene00002223; Dscr: none available; Molecule: T01G1.1a; Class: Kinesin-Like Protein ...,klp-12,1.26210299881029,0.334152624071137,0.0005081412966806,0.0278932853042722,Yes,No,No,Yes,No,No,No,klp-12,WBGene00002223,"Public name for WBGene00002223. History: Split into T01G1.4(WBGene00044025). History of WBGene00002223: Split into ""WBGene00044025"" on 2004-12-14"
"WBGene00002230; Dscr: klp-20 encodes one of 19 C. elegans kinesin-like proteins; KLP-20, along with KLP-11 and KAP-1, is a component of heterotrimeric kinesin-II that cooperates with OSM-3 motors to facilitate anterograde intraflagellar transport essential for formation of sensory neuron cilia.; Molecule: Y50D7A.6; Class: Kinesin-Like Protein ...",klp-20,1.65463350982409,0.728820700035911,0.000550663851607,0.029042739174681,Yes,No,No,No,No,No,No,klp-20,WBGene00002230,Public name for WBGene00002230. History: N.A.
"WBGene00002275; Dscr: lem-2 encodes the ortholog of the vertebrate LEM2 and MAN1 proteins and contains a LEM domain which is a defining 40 amino acid motif shared by a family of nuclear envelope proteins; LEM family proteins bind to lamins and to the small inner nuclear membrane associated protein BAF; LEM-2 provides an anchor by which chromosomes are attached to the nuclear membrane; lem-2 together with the LEM domain protein emr-1/emerin, bind lmn-1/lamin and are required for viability and ...",lem-2,0.824131007605163,-0.278043626671025,0.0007725571982642,0.035360445990137,Yes,No,No,Yes,Yes,No,No,lem-2,WBGene00002275,Public name for WBGene00002275. History: N.A.
"WBGene00002694; Dscr: let-502 encodes a Rho-binding Ser/Thr kinase orthologous to human myotonic dystrophy kinase (DM-kinase); let-502 is required for early embryonic cleavages, embryonic elongation, migration of hypodermal P cells to a ventral position, normal spermathecal contraction, and fertility; LET-502 is required for hypodermal cells to properly change their shape, and is expressed in those cells, during embryonic elongation; let-502 mutations are suppressed by mel-11 mutations, and  ...",let-502,1.29521431097594,0.371924869109831,0.0002613598595264,0.0196324189218113,Yes,No,No,Yes,No,No,No,let-502,WBGene00002694,Public name for WBGene00002694. History: Renamed on 2015-03-05
"WBGene00002335; Dscr: let-60 encodes a member of the GTP-binding RAS protooncogene family; let-60 activity is required for viability, vulval development, spicule development, germ line meiotic progression, posterior development of the hypodermis, chemotaxis, sex myoblast migration, and muscle membrane extension; let-60 acts genetically downstream of let-23 with respect to vulval development and upstream of the MAPK pathway with respect to chemotaxis; let-60 is expressed in neural, muscle, an ...",let-60,0.889121978075628,-0.16978791612611,0.0009467239764923,0.0397404686674109,No,No,No,Yes,No,No,No,let-60,WBGene00002335,Public name for WBGene00002335. History: N.A.
WBGene00044301; Dscr: none available; Molecule: D2062.12; Class: Ligand-Gated ion Channel ...,lgc-28,1.46467530529783,0.550925081189694,0.0003662497600242,0.0233418554771587,Yes,No,No,No,No,No,No,lgc-28,WBGene00044301,Public name for WBGene00044301. History: N.A.
WBGene00020528; Dscr: none available; Molecule: T15B7.16; Class: Ligand-Gated ion Channel wb Protein LGC-54  [Source:RefSeq peptide;Acc:NP_504741] [T15B7.16] ...,lgc-54,0.534243382640326,-0.907657590546492,0.0004894635829198,0.0275421216587346,Yes,No,No,No,No,No,No,lgc-54,WBGene00020528,Public name for WBGene00020528. History: N.A.
WBGene00189951; Dscr: none available; Molecule: Y73B6BL.269b; Class: Long Intervening Non-Coding RNA ...,linc-29,0.319407541989113,-1.65452691435876,2.86789424070241e-06,0.0020465467113424,Yes,Yes,No,No,No,No,No,linc-29,WBGene00189951,Public name for WBGene00189951. History: N.A.
WBGene00219666; Dscr: none available; Molecule: D1014.12; Class: Long Intervening Non-Coding RNA ...,linc-31,0.345018157487198,-1.59449355236244,0.0006081469876891,0.0308647702868354,Yes,No,No,No,No,No,No,linc-31,WBGene00219666,Public name for WBGene00219666. History: N.A.
WBGene00219675; Dscr: none available; Molecule: F10C1.22; Class: Long Intervening Non-Coding RNA ...,linc-44,2.04273689168378,1.0100393392106,0.0009533638223507,0.0398063203059195,Yes,No,No,No,No,No,No,linc-44,WBGene00219675,Public name for WBGene00219675. History: N.A.
WBGene00219756; Dscr: none available; Molecule: Y49F6A.10; Class: Long Intervening Non-Coding RNA ...,linc-68,0.286047522160535,-1.82749269166109,0.0003714945048574,0.0234854338117822,Yes,No,No,No,No,No,No,linc-68,WBGene00219756,Public name for WBGene00219756. History: N.A.
WBGene00009773; Dscr: none available; Molecule: F46B6.8; Class: LIPase Like ...,lipl-2,0.423705189652808,-1.25184370506907,9.90744874115317e-05,0.0115215066866872,Yes,No,No,No,No,Yes,No,lipl-2,WBGene00009773,Public name for WBGene00009773. History: N.A.
"WBGene00019376; Dscr: lipl-4 encodes a triglyceride lipase; by homology, LIPL-4 is predicted to function in lipid hydrolysis; genetic studies indicate that lipl-4 functions as part of an endocrine signaling pathway that coordinates reproductive status, fat metabolism, and longevity; in response to reduced insulin signaling or germline removal (glp-1 mutant animals), lipl-4 expression is induced in the intestine, in a DAF-16-dependent manner; overexpression of lipl-4 can extend lifespan, in a ...",lipl-4,1.86960110898245,0.902093488511892,0.000182549596288,0.0161915647570148,Yes,No,No,No,No,No,No,lipl-4,WBGene00019376,Public name for WBGene00019376. History: N.A.
WBGene00022642; Dscr: lipl-5 encodes a lipase; lipl-5 is expressed in the intestine and its expression is negatively regulated in well-fed animals by MXL-3; lipl-5 expression is induced upon bacterial infection.; Molecule: ZK6.7a; Class: LIPase Like ...,lipl-5,1.19117148205693,0.253240447568137,0.0001197590633351,0.0128191190112749,No,No,No,No,No,No,No,lipl-5,WBGene00022642,Public name for WBGene00022642. History: N.A.
WBGene00012585; Dscr: none available; Molecule: Y38E10A.7; Class: LIPaSe related ...,lips-15,0.662479423620259,-0.599996732623119,0.0002358602520978,0.0187012561503473,Yes,No,No,No,No,No,No,lips-15,WBGene00012585,Public name for WBGene00012585. History: N.A.
"WBGene00003045; Dscr: lir-2 encodes a LIN-26-like zinc-finger protein that shares a unique C2H2 motif together with LIR-1, LIR-3, and LIN-26; lir-2 is the upstream gene in an operon with lir-1 which is, in turn, the upstream gene in a second, overlapping operon with lin-26; as loss of lir-2 function via RNAi results in no obvious abnormalities, the precise role of lir-2 in C. elegans development and/or behavior is not yet known; lir-2 transcripts are ubiquitous in early embryos (2-200-cell s ...",lir-2,1.18679545986117,0.248401607129892,0.0006901851725729,0.0329344896229379,No,No,No,Yes,No,No,No,lir-2,WBGene00003045,Public name for WBGene00003045. History: N.A.
"WBGene00001803; Dscr: lite-1 encodes a eight-transmembrane protein that is a member of the invertebrate family of Gustatory receptors; LITE-1 functions in neurons as an ultraviolet light receptor required for proper avoidance (photophobic) response to short-wavelength light; ectopic expression of LITE-1 in other tissues, namely body wall and vulval muscles, is sufficient to confer light-responsive muscle contraction; genetic analyses indicate that LITE-1 can stimulate locomotion independent  ...",lite-1,0.803982176685368,-0.313320205030115,0.0006171853638512,0.0311222658101373,Yes,No,No,No,No,No,No,lite-1,WBGene00001803,Public name for WBGene00001803. History: Renamed on 2007-02-02
"WBGene00003060; Dscr: lpd-3 encodes a novel protein that is nevertheless conserved amongst humans, mice, and Drosophila; in C. elegans, LPD-3 activity is required for normal lipid metabolism, as animals that have reduced lpd-3 activity as a result of RNA-mediated gene interference (RNAi) lack lipid storage granules in the intestine and are paler and skinnier than wild-type animals; lpd-3 is expressed prominently in the intestine, the major site of fat storage.; Molecule: Y47G6A.23; Class: Li ...",lpd-3,1.2200195554382,0.286470226051193,0.0003589117160488,0.0233158951758201,Yes,No,No,Yes,No,No,No,lpd-3,WBGene00003060,Public name for WBGene00003060. History: N.A.
"WBGene00020571; Dscr: lpr-7 encodes one of seven C. elegans proteins related to the lipocalin family of structurally related, low molecular weight, secreted proteins that bind and transport lipophilic molecules and participate in intercellular signaling.; Molecule: T19D7.3; Class: LiPocalin-Related protein ...",lpr-7,0.699648387612675,-0.516417617827437,0.0001902757733716,0.0164735448056197,Yes,No,No,No,No,No,No,lpr-7,WBGene00020571,Public name for WBGene00020571. History: N.A.
"WBGene00009834; Dscr: lsy-27 encodes a nematode specific, fast evolving family of C2H2 zinc finger transcription factor; lsy controls the left/right asymmetric expression of gcy genes; lsy-27 acts during the initiation, but not maintenance phase of ASE laterality control, to assist in the initiation of lim-6 expression; lsy cooperates with ASEL-expressed die-1 to trigger lim-6 expression in the embryo; LSY-27 is broadly expressed in the embryo from one cell to comma stage, in ASE neurons at  ...",lsy-27,0.675039740156635,-0.565322188239605,6.94223412100763e-05,0.009532517277878,Yes,No,No,Yes,Yes,No,No,lsy-27,WBGene00009834,Public name for WBGene00009834. History: N.A.
WBGene00003094; Dscr: none available; Molecule: F58B3.2; Class: LYSozyme ...,lys-5,0.772401632787801,-0.372067084768316,3.73763632328342e-05,0.0070696865684338,Yes,No,No,No,No,Yes,No,lys-5,WBGene00003094,Public name for WBGene00003094. History: N.A.
WBGene00003095; Dscr: none available; Molecule: F58B3.3; Class: LYSozyme ...,lys-6,0.782452420755239,-0.353229594605533,1.27712904549612e-05,0.004358711868462,Yes,No,No,No,No,Yes,No,lys-6,WBGene00003095,Public name for WBGene00003095. History: N.A.
WBGene00019732; Dscr: none available; Molecule: M02D8.6; Class: not known ...,M02D8.6,0.752884534955555,-0.408501571918125,0.000216884024692,0.0178268827136905,Yes,No,No,No,No,No,No,M02D8.6,WBGene00019732,Public name for WBGene00019732. History: N.A.
WBGene00019735; Dscr: none available; Molecule: M02F4.1; Class: not known ...,M02F4.1,0.355973763651339,-1.52097291470899,0.0007319804270501,0.0342691989594498,Yes,No,No,No,No,No,No,M02F4.1,WBGene00019735,Public name for WBGene00019735. History: N.A.
"WBGene00019746; Dscr: M03A1.3 encodes a protein with ~10 predicted transmembrane sequences; it has an internal repeat (in residues 74-351 and 377-668), with some similarity in these repeated domains to worm C05D12.1 and C13B4.1, and to mammalian stromal cell derived factor receptor 2.; Molecule: M03A1.3; Class: not known ...",M03A1.3,0.762578064289305,-0.395136412208545,0.0011330245036589,0.0442848033803552,Yes,No,No,No,No,No,No,M03A1.3,WBGene00019746,"Public name for WBGene00019746. History: Split into M03A1.8(WBGene00077490). History of WBGene00019746: Split into ""WBGene00077490"" on 2007-11-30"
WBGene00010851; Dscr: none available; Molecule: M04C3.2a; Class: not known ...,M04C3.2,1.24053375814726,0.311972707690792,0.0008456864977992,0.0373641113258442,Yes,No,No,No,No,Yes,No,M04C3.2,WBGene00010851,Public name for WBGene00010851. History: N.A.
WBGene00010865; Dscr: none available; Molecule: M04D8.7; Class: not known ...,M04D8.7,0.597513335100929,-0.743038641919541,0.0004470556813597,0.0261233603978698,Yes,No,No,No,No,No,No,M04D8.7,WBGene00010865,Public name for WBGene00010865. History: N.A.
WBGene00010881; Dscr: none available; Molecule: M05D6.9; Class: not known ...,M05D6.9,0.740476864771639,-0.431652485330203,0.000177906442421,0.0161135338945147,Yes,No,No,No,No,No,No,M05D6.9,WBGene00010881,Public name for WBGene00010881. History: N.A.
WBGene00044253; Dscr: none available; Molecule: M117.6; Class: not known ...,M117.6,0.353337758083734,-1.499672338277,1.86852721214194e-07,0.0004631783928287,Yes,No,No,No,No,No,No,M117.6,WBGene00044253,Public name for WBGene00044253. History: N.A.
