# Table S5. WAGO 22G-RNA Targets,Related to Experimental Procedures,,,
Gene Name,Gene ID,Input,Suggested Match,History
fbxa-61,Y119D3B.8,fbxa-61,WBGene00022486,Public name for WBGene00022486. History: N.A.
F18A12.7,F18A12.7,F18A12.7,WBGene00017556,Public name for WBGene00017556. History: N.A.
C35E7.3,C35E7.3,C35E7.3,WBGene00016455,Public name for WBGene00016455. History: N.A.
Y60A9.3,Y60A9.3,Y60A9.3,WBGene00013370,Public name for WBGene00013370. History: N.A.
C24A1.2,C24A1.2,C24A1.2,WBGene00016029,Sequence name for WBGene00016029(elf-1). History: N.A.
skr-19,R12H7.3,skr-19,WBGene00004825,Public name for WBGene00004825. History: N.A.
col-111,F29B9.9,col-111,WBGene00000685,Public name for WBGene00000685. History: N.A.
Y38H8A.7,Y38H8A.7,Y38H8A.7,WBGene00012640,Public name for WBGene00012640. History: N.A.
C24A8.5,C24A8.5,C24A8.5,WBGene00016039,Public name for WBGene00016039. History: N.A.
Y43B11AL.1,Y43B11AL.1,Y43B11AL.1,WBGene00021542,Public name for WBGene00021542. History: N.A.
fbxb-21,ZC204.8,fbxb-21,WBGene00022558,Public name for WBGene00022558. History: N.A.
T08B2.4,T08B2.4,T08B2.4,WBGene00020345,Public name for WBGene00020345. History: N.A.
cyp-25A4,C36A4.6,cyp-25A4,WBGene00007967,Public name for WBGene00007967. History: N.A.
mef-2,W10D5.1,mef-2,WBGene00003182,Public name for WBGene00003182. History: N.A.
fbxa-126,Y67A10A.5,fbxa-126,WBGene00013454,Public name for WBGene00013454. History: N.A.
pik-1,K09B11.1,pik-1,WBGene00004029,Public name for WBGene00004029. History: N.A.
nlp-40,Y74C9A.2,nlp-40,WBGene00022276,Public name for WBGene00022276. History: N.A.
fbxb-83,T17A3.6,fbxb-83,WBGene00020543,Public name for WBGene00020543. History: N.A.
F07A11.1,F07A11.1,F07A11.1,WBGene00008545,Public name for WBGene00008545. History: N.A.
F07G6.3,F07G6.3,F07G6.3,WBGene00017223,Public name for WBGene00017223. History: N.A.
F40C5.2,F40C5.2,F40C5.2,WBGene00018229,Public name for WBGene00018229. History: N.A.
fbxa-10,T12B5.3,fbxa-10,WBGene00020450,Public name for WBGene00020450. History: N.A.
tag-304,F53E2.1,tag-304,WBGene00018757,Other name for WBGene00018757(gid-8). History: Renamed on 2021-07-08
ZK930.6,ZK930.6,ZK930.6,WBGene00014156,Public name for WBGene00014156. History: N.A.
T22B7.8,T22B7.8,T22B7.8,WBGene00044570,Public name for WBGene00044570. History: N.A.
F15B9.10,F15B9.10,F15B9.10,WBGene00045418,Public name for WBGene00045418. History: N.A.
F59C12.4,F59C12.4,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
Y55F3BR.10,Y55F3BR.10,Y55F3BR.10,WBGene00044742,Public name for WBGene00044742. History: N.A.
unc-31,ZK897.1,unc-31,WBGene00006767,Public name for WBGene00006767. History: N.A.
lim-9,F25H5.1,lim-9,WBGene00006407,Public name for WBGene00006407. History: Renamed on 2007-02-02
fbxa-63,Y119D3B.7,fbxa-63,WBGene00022485,Public name for WBGene00022485. History: N.A.
fbxb-59,Y113G7B.8,fbxb-59,WBGene00013759,Public name for WBGene00013759. History: N.A.
col-33,F36A4.6,col-33,WBGene00000610,Public name for WBGene00000610. History: N.A.
R05C11.4,R05C11.4,R05C11.4,WBGene00044467,Public name for WBGene00044467. History: N.A.
ZK418.7,ZK418.7,ZK418.7,WBGene00022736,Public name for WBGene00022736. History: N.A.
C03E10.3,C03E10.3,C03E10.3,WBGene00007281,Public name for WBGene00007281. History: N.A.
Y73C8C.8,Y73C8C.8,Y73C8C.8,WBGene00022265,Public name for WBGene00022265. History: N.A.
C31G12.1,C31G12.1,C31G12.1,WBGene00007850,Public name for WBGene00007850. History: N.A.
T20H4.2,T20H4.2,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
C06A8.3,C06A8.3,C06A8.3,WBGene00015514,Sequence name for WBGene00015514(nlp-77). History: N.A.
F32B6.9,F32B6.9,F32B6.9,WBGene00009323,Sequence name for WBGene00009323(best-13). History: N.A.
B0035.16,B0035.16,B0035.16,WBGene00007114,Sequence name for WBGene00007114(mttu-1). History: N.A.
T17A3.2,T17A3.2,T17A3.2,WBGene00020540,Sequence name for WBGene00020540(pals-25). History: N.A.
fbxc-14,C32B5.5,fbxc-14,WBGene00016298,Public name for WBGene00016298. History: N.A.
C30G12.1,C30G12.1,C30G12.1,WBGene00016273,Public name for WBGene00016273. History: N.A.
fbxb-17,F58E1.5,fbxb-17,WBGene00019037,Public name for WBGene00019037. History: N.A.
T24A6.16,T24A6.16,T24A6.16,WBGene00020753,Public name for WBGene00020753. History: N.A.
T22F7.1,T22F7.1,T22F7.1,WBGene00020701,Public name for WBGene00020701. History: N.A.
W03G9.3,W03G9.3,W03G9.3,WBGene00021015,Sequence name for WBGene00021015(enu-3.3). History: N.A.
F10G2.4,F10G2.4,F10G2.4,WBGene00017365,Public name for WBGene00017365. History: N.A.
pup-3,F59A3.9,pup-3,WBGene00019082,Public name for WBGene00019082. History: N.A.
F26E4.2,F26E4.2,F26E4.2,WBGene00009157,Public name for WBGene00009157. History: N.A.
F10D7.3,F10D7.3,F10D7.3,WBGene00017340,Public name for WBGene00017340. History: N.A.
T27A1.2,T27A1.2,T27A1.2,WBGene00020834,Public name for WBGene00020834. History: N.A.
fbxc-45,Y54G2A.22,fbxc-45,WBGene00021887,Public name for WBGene00021887. History: N.A.
pdfr-1,C13B9.4,pdfr-1,WBGene00015735,Public name for WBGene00015735. History: Renamed on 2012-08-29
ceh-31,C33D12.1,ceh-31,WBGene00000452,Public name for WBGene00000452. History: N.A.
B0238.12,B0238.12,B0238.12,WBGene00015076,Public name for WBGene00015076. History: N.A.
T05A7.1,T05A7.1,T05A7.1,WBGene00020219,Public name for WBGene00020219. History: N.A.
fbxb-93,Y63D3A.9,fbxb-93,WBGene00013408,Public name for WBGene00013408. History: N.A.
nhr-11,ZC410.1,nhr-11,WBGene00003610,Public name for WBGene00003610. History: N.A.
Y43F8C.5,Y43F8C.5,Y43F8C.5,WBGene00012827,Public name for WBGene00012827. History: N.A.
egl-21,F01D4.4,egl-21,WBGene00001189,Public name for WBGene00001189. History: N.A.
Y39G10AR.11,Y39G10AR.11,Y39G10AR.11,WBGene00021469,Public name for WBGene00021469. History: N.A.
F40A3.7,F40A3.7,F40A3.7,WBGene00018222,Public name for WBGene00018222. History: N.A.
T27F6.10,T27F6.10,T27F6.10,WBGene00077508,Public name for WBGene00077508. History: N.A.
rsks-1,Y47D3A.16,rsks-1,WBGene00012929,Public name for WBGene00012929. History: N.A.
Y55F3AM.11,Y55F3AM.11,Y55F3AM.11,WBGene00021928,Public name for WBGene00021928. History: N.A.
F55F8.9,F55F8.9,F55F8.9,WBGene00018897,Sequence name for WBGene00018897(zipt-2.4). History: N.A.
clec-266,C25B8.4,clec-266,WBGene00016088,Public name for WBGene00016088. History: N.A.
inft-1,F58B6.2,inft-1,WBGene00019030,Other name for WBGene00019030(exc-6). History: Renamed on 2006-06-29; Renamed on 2013-07-04
fbxb-26,F58E1.3,fbxb-26,WBGene00019035,Public name for WBGene00019035. History: N.A.
F41H10.12,F41H10.12,F41H10.12,WBGene00018322,Public name for WBGene00018322. History: N.A.
F32E10.9,F32E10.9,F32E10.9,WBGene00043068,Public name for WBGene00043068. History: N.A.
W02H5.12,W02H5.12,W02H5.12,WBGene00206511,"Public name for Dead gene WBGene00194904. History of WBGene00194904: Merged into ""WBGene00206511"" on 2015-09-09"
otpl-6,F45F2.6,otpl-6,WBGene00018479,Public name for WBGene00018479. History: N.A.
F31D4.2,F31D4.2,F31D4.2,WBGene00009290,Public name for WBGene00009290. History: N.A.
bath-19,F59H6.1,bath-19,WBGene00019132,Public name for WBGene00019132. History: N.A.
T05D4.3,T05D4.3,T05D4.3,WBGene00011476,Sequence name for WBGene00011476(exc-12). History: N.A.
mmcm-1,ZK1058.1,mmcm-1,WBGene00014202,Public name for WBGene00014202. History: N.A.
str-227,C07G3.3,str-227,WBGene00006258,Public name for WBGene00006258. History: N.A.
Y57G11C.33,Y57G11C.33,Y57G11C.33,WBGene00013323,Public name for WBGene00013323. History: N.A.
F13A7.11,F13A7.11,F13A7.11,WBGene00008726,Public name for WBGene00008726. History: N.A.
lgc-10,Y73B6BL.26,lgc-10,WBGene00022247,Public name for WBGene00022247. History: N.A.
T20D4.6,T20D4.6,T20D4.6,WBGene00020612,Sequence name for WBGene00020612(arrd-22). History: N.A.
C14B1.6,C14B1.6,C14B1.6,WBGene00007577,Sequence name for WBGene00007577(nrde-1). History: N.A.
Y73B3A.9,Y73B3A.9,Y73B3A.9,WBGene00022211,Public name for WBGene00022211. History: N.A.
M02F4.1,M02F4.1,M02F4.1,WBGene00019735,Public name for WBGene00019735. History: N.A.
C56C10.12,C56C10.12,C56C10.12,WBGene00016968,Sequence name for WBGene00016968(epg-5). History: N.A.
elo-9,Y53F4B.2,elo-9,WBGene00001247,Public name for WBGene00001247. History: N.A.
R119.5,R119.5,R119.5,WBGene00020090,Public name for WBGene00020090. History: N.A.
C04E7.3,C04E7.3,C04E7.3,WBGene00015430,Public name for WBGene00015430. History: N.A.
asah-1,K11D2.2,asah-1,WBGene00010769,Public name for WBGene00010769. History: Renamed on 2004-08-25
C33D9.6,C33D9.6,C33D9.6,WBGene00007900,Public name for WBGene00007900. History: N.A.
xpg-1,F57B10.6,xpg-1,WBGene00019004,Public name for WBGene00019004. History: N.A.
haf-9,ZK484.2,haf-9,WBGene00001819,Public name for WBGene00001819. History: N.A.
F44F4.3,F44F4.3,F44F4.3,WBGene00009702,Public name for WBGene00009702. History: N.A.
Y102A5C.36,Y102A5C.36,Y102A5C.36,WBGene00044213,Public name for WBGene00044213. History: N.A.
K07F5.12,K07F5.12,K07F5.12,WBGene00010637,Public name for WBGene00010637. History: N.A.
Y22D7AR.7,Y22D7AR.7,Y22D7AR.7,WBGene00021261,Public name for WBGene00021261. History: N.A.
T20D3.2,T20D3.2,T20D3.2,WBGene00011856,Sequence name for WBGene00011856(nspg-7.1). History: N.A.
C06A5.4,C06A5.4,C06A5.4,,Sequence name for Suppressed gene WBGene00015502. Molecular name for Suppressed gene WBGene00015502. History of WBGene00015502: Suppressed on 2013-10-17. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
ZK262.8,ZK262.8,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
C30F12.5,C30F12.5,C30F12.5,WBGene00016264,Public name for WBGene00016264. History: N.A.
H12D21.10,H12D21.10,H12D21.10,WBGene00010386,Public name for WBGene00010386. History: N.A.
mdl-1,R03E9.1,mdl-1,WBGene00003163,Public name for WBGene00003163. History: N.A.
vab-10,ZK1151.1,vab-10,WBGene00006876,Public name for WBGene00006876. History: Renamed on 2011-07-12
Y47G6A.27,Y47G6A.27,Y47G6A.27,WBGene00021651,Sequence name for WBGene00021651(miro-3). History: N.A.
Y73B6BL.16,Y73B6BL.16,Y73B6BL.16,,Sequence name for Suppressed gene WBGene00022239. Molecular name for Suppressed gene WBGene00022239. Public name for Suppressed gene WBGene00022239. History of WBGene00022239: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
unc-40,T19B4.7,unc-40,WBGene00006776,Public name for WBGene00006776. History: Renamed on 2010-05-19; Renamed on 2010-08-27
C42C1.11,C42C1.11,C42C1.11,WBGene00016589,Sequence name for WBGene00016589(ltah-1.1). History: N.A.
fbxc-8,F58H7.7,fbxc-8,WBGene00019072,"Public name for WBGene00019072. History: Split into F58H7.11(WBGene00271786). History of WBGene00019072: Split into ""WBGene00271786"" on 2017-09-21"
K07A12.5,K07A12.5,K07A12.5,WBGene00010623,Public name for WBGene00010623. History: N.A.
K08E7.5,K08E7.5,K08E7.5,WBGene00010673,Public name for WBGene00010673. History: N.A.
skr-15,F54D10.1,skr-15,WBGene00004821,Public name for WBGene00004821. History: N.A.
lin-31,K10G6.1,lin-31,WBGene00003017,Public name for WBGene00003017. History: N.A.
fbxa-115,Y113G7B.3,fbxa-115,WBGene00013755,Public name for WBGene00013755. History: N.A.
srp-2,C05E4.1,srp-2,WBGene00005643,Public name for WBGene00005643. History: N.A.. Other name for WBGene00004701(rsp-4). History: N.A.
fbxc-33,R07C3.8,fbxc-33,WBGene00019924,Public name for WBGene00019924. History: N.A.
H42K12.3,H42K12.3,H42K12.3,WBGene00019272,Public name for WBGene00019272. History: N.A.
C18G1.3,C18G1.3,C18G1.3,WBGene00015982,Sequence name for WBGene00015982(bgnt-1.4). History: N.A.
C50F7.6,C50F7.6,C50F7.6,WBGene00016846,Public name for WBGene00016846. History: N.A.
nhr-104,R11E3.5,nhr-104,WBGene00003694,Public name for WBGene00003694. History: N.A.
fbxc-30,R07C3.15,fbxc-30,WBGene00045302,Public name for WBGene00045302. History: N.A.
C24H10.1,C24H10.1,C24H10.1,WBGene00016067,Sequence name for WBGene00016067(clc-7). History: N.A.
K04G7.1,K04G7.1,K04G7.1,WBGene00019400,Public name for WBGene00019400. History: N.A.
rac-2,K03D3.10,rac-2,WBGene00004287,"Public name for WBGene00004287. History: Split into rac-3(WBGene00044670). History of WBGene00004287: Split into ""WBGene00044670"" on 2005-11-14"
unc-44,B0350.2,unc-44,WBGene00006780,Public name for WBGene00006780. History: N.A.
Y17D7C.2,Y17D7C.2,Y17D7C.2,WBGene00012456,Public name for WBGene00012456. History: N.A.
lgc-30,F58H7.3,lgc-30,WBGene00019069,Public name for WBGene00019069. History: N.A.
C36A4.11,C36A4.11,C36A4.11,WBGene00044167,Public name for WBGene00044167. History: N.A.
zoo-1,Y105E8A.26,zoo-1,WBGene00013683,Public name for WBGene00013683. History: Renamed on 2008-07-18
C15C6.1,C15C6.1,C15C6.1,WBGene00007600,Public name for WBGene00007600. History: N.A.
syx-3,F35C8.4,syx-3,WBGene00006371,Public name for WBGene00006371. History: Renamed on 2010-04-16
selb-1,C47B2.7,selb-1,WBGene00008133,Other name for WBGene00008133(efsc-1). History: Renamed on 2013-12-06
R13H4.5,R13H4.5,R13H4.5,WBGene00011263,Public name for WBGene00011263. History: N.A.
dyf-3,C04C3.5,dyf-3,WBGene00001119,Public name for WBGene00001119. History: N.A.
spe-15,F47G6.4,spe-15,WBGene00004969,Public name for WBGene00004969. History: N.A.
AC8.7,AC8.7,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
Y54F10BM.9,Y54F10BM.9,Y54F10BM.9,WBGene00021863,Public name for WBGene00021863. History: N.A.
coel-1,C52B9.3,coel-1,WBGene00016866,Public name for WBGene00016866. History: N.A.
aagr-1,D2096.3,aagr-1,WBGene00017071,Public name for WBGene00017071. History: N.A.
clp-3,Y47H10A.1,clp-3,WBGene00000544,Public name for WBGene00000544. History: N.A.
F09C8.2,F09C8.2,F09C8.2,WBGene00008622,Public name for WBGene00008622. History: N.A.
C30A5.10,C30A5.10,C30A5.10,WBGene00016242,Public name for WBGene00016242. History: N.A.
F14D2.5,F14D2.5,F14D2.5,WBGene00017453,Public name for WBGene00017453. History: N.A.
F11C3.1,F11C3.1,F11C3.1,WBGene00008695,Public name for WBGene00008695. History: N.A.
gpa-9,F56H9.4,gpa-9,WBGene00001671,Public name for WBGene00001671. History: N.A.
T27F6.1,T27F6.1,T27F6.1,WBGene00012102,Public name for WBGene00012102. History: N.A.
Y43F4A.3,Y43F4A.3,Y43F4A.3,WBGene00012798,Public name for WBGene00012798. History: N.A.
Y53F4B.1,Y53F4B.1,Y53F4B.1,WBGene00013149,Public name for WBGene00013149. History: N.A.
fbxc-26,F58E1.12,fbxc-26,WBGene00019043,Public name for WBGene00019043. History: N.A.
K09A11.1,K09A11.1,K09A11.1,WBGene00010704,Public name for WBGene00010704. History: N.A.
wts-1,T20F10.1,wts-1,WBGene00007047,Public name for WBGene00007047. History: Renamed on 2007-08-01
fbxa-216,Y47H9C.10,fbxa-216,WBGene00012953,Public name for WBGene00012953. History: N.A.
R08B4.3,R08B4.3,R08B4.3,WBGene00011139,Public name for WBGene00011139. History: N.A.
Y54E5A.2,Y54E5A.2,Y54E5A.2,WBGene00013198,Public name for WBGene00013198. History: N.A.
exc-9,F20D12.5,exc-9,WBGene00017644,Public name for WBGene00017644. History: Renamed on 2005-07-22
F25G6.1,F25G6.1,F25G6.1,WBGene00017796,Public name for WBGene00017796. History: N.A.
F31D5.1,F31D5.1,F31D5.1,WBGene00017944,Public name for WBGene00017944. History: N.A.
ubc-8,Y94H6A.6,ubc-8,WBGene00006705,Public name for WBGene00006705. History: N.A.
F10A3.17,F10A3.17,F10A3.17,WBGene00045507,Public name for WBGene00045507. History: N.A.
F49B2.7,F49B2.7,F49B2.7,WBGene00086555,Public name for WBGene00086555. History: N.A.
ifta-1,C54G7.4,ifta-1,WBGene00016935,Public name for WBGene00016935. History: Renamed on 2018-06-11
B0348.5,B0348.5,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
Y48G8AR.2,Y48G8AR.2,Y48G8AR.2,WBGene00021693,Public name for WBGene00021693. History: N.A.
F22H10.1,F22H10.1,F22H10.1,WBGene00017725,Public name for WBGene00017725. History: N.A.
lir-2,F18A1.4,lir-2,WBGene00003045,Public name for WBGene00003045. History: N.A.
ZC15.3,ZC15.3,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
T05G5.1,T05G5.1,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
C44B9.1,C44B9.1,C44B9.1,WBGene00008078,Sequence name for WBGene00008078(vps-50). History: N.A.
C52A10.3,C52A10.3,C52A10.3,WBGene00016864,Public name for WBGene00016864. History: N.A.
mltn-7,Y39D8B.1,mltn-7,WBGene00021449,"Public name for WBGene00021449. History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
H24K24.2,H24K24.2,H24K24.2,WBGene00019239,Public name for WBGene00019239. History: Killed on 2004-06-22; Resurrected on 2005-05-10
try-6,F48A9.3,try-6,WBGene00006624,Public name for WBGene00006624. History: N.A.
his-4,T10C6.11,his-4,WBGene00001878,Public name for WBGene00001878. History: N.A.
B0513.6,B0513.6,B0513.6,WBGene00007198,Public name for WBGene00007198. History: N.A.
Y54G2A.12,Y54G2A.12,Y54G2A.12,WBGene00021877,Public name for WBGene00021877. History: N.A.
C02B8.6,C02B8.6,C02B8.6,WBGene00015324,Public name for WBGene00015324. History: N.A.
Y105E8A.13,Y105E8A.13,Y105E8A.13,WBGene00013673,Public name for WBGene00013673. History: N.A.
her-1,ZK287.8,her-1,WBGene00001842,Public name for WBGene00001842. History: N.A.
Y7A5A.6,Y7A5A.6,Y7A5A.6,WBGene00012412,"Public name for WBGene00012412. History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
R04B3.2,R04B3.2,R04B3.2,WBGene00019867,Public name for WBGene00019867. History: N.A.
F22E5.1,F22E5.1,F22E5.1,WBGene00017703,Public name for WBGene00017703. History: N.A.
unc-41,C27H6.1,unc-41,WBGene00006777,Public name for WBGene00006777. History: Renamed on 2008-02-06
Y66D12A.3,Y66D12A.3,Y66D12A.3,WBGene00013429,Public name for WBGene00013429. History: N.A.
F56D1.1,F56D1.1,F56D1.1,WBGene00018959,Public name for WBGene00018959. History: N.A.
Y43F8C.9,Y43F8C.9,Y43F8C.9,WBGene00012831,Public name for WBGene00012831. History: N.A.
nhr-84,T06C12.7,nhr-84,WBGene00003674,Public name for WBGene00003674. History: N.A.
tag-168,Y39A3CL.2,tag-168,WBGene00006513,Other name for WBGene00006513(rimb-1). History: N.A.
F45G2.10,F45G2.10,F45G2.10,WBGene00009736,Sequence name for WBGene00009736(ciao-2B). History: N.A.
F48G7.2,F48G7.2,F48G7.2,WBGene00018614,Sequence name for WBGene00018614(pals-31). History: N.A.
T24E12.11,T24E12.11,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
aph-1,VF36H2L.1,aph-1,WBGene00000147,Public name for WBGene00000147. History: N.A.
K04C2.3,K04C2.3,K04C2.3,WBGene00019381,Public name for WBGene00019381. History: N.A.
lam-2,C54D1.5,lam-2,WBGene00016913,Public name for WBGene00016913. History: N.A.
F36D1.1,F36D1.1,F36D1.1,WBGene00009461,Sequence name for WBGene00009461(madf-2). History: N.A.
K02D10.2,K02D10.2,K02D10.2,WBGene00019302,Public name for WBGene00019302. History: N.A.
bbs-5,R01H10.6,bbs-5,WBGene00010974,Public name for WBGene00010974. History: Renamed on 2004-06-23; Renamed on 2006-05-22
F54H12.5,F54H12.5,F54H12.5,WBGene00018845,"Public name for WBGene00018845. History: Split into F54H12.8(WBGene00045247). History of WBGene00018845: Split into ""WBGene00045247"" on 2007-01-31"
Y55F3AM.14,Y55F3AM.14,Y55F3AM.14,WBGene00021931,Sequence name for WBGene00021931(znf-782). History: N.A.
