# Table S1. WAGO-4-associated siRNAs targeted genes,Related to Figure 5
# The targets were selected using a threshold of 25 reads per million total reads.,NA
Gene ID,number of reads,number of reads per million,Input,Suggested Match,History
PAR2.1,1045,88.7624074132,PAR2.1,WBGene00019800,Sequence name for WBGene00019800(mtss-1). History: N.A.
C27A2.1,1044,88.6774673104,C27A2.1,WBGene00016151,Sequence name for WBGene00016151(smc-5). History: N.A.
C14B1.12,1043,88.5925272076,C14B1.12,WBGene00184990,Public name for WBGene00184990. History: N.A.
K06A5.7,1042,88.5075871048,K06A5.7,WBGene00000386,Sequence name for WBGene00000386(cdc-25.1). History: N.A.
Y24D9A.4,1041,88.422647002,Y24D9A.4,WBGene00004419,Sequence name for WBGene00004419(rpl-7A). History: Renamed on 2005-03-17
F18A1.6,1040,88.3377068992,F18A1.6,WBGene00017547,Sequence name for WBGene00017547(alfa-1). History: N.A.
C32D5.9,1039,88.2527667964,C32D5.9,WBGene00002980,Sequence name for WBGene00002980(lgg-1). History: Renamed on 2008-02-29
F28C6.2,1039,88.2527667964,F28C6.2,WBGene00009203,Sequence name for WBGene00009203(aptf-3). History: N.A.
F30A10.10,1039,88.2527667964,F30A10.10,WBGene00009267,Sequence name for WBGene00009267(usp-48). History: N.A.
Y95B8A.11,1039,88.2527667964,Y95B8A.11,WBGene00022390,Sequence name for WBGene00022390(him-19). History: N.A.
H26D21.1,1038,88.1678266937,H26D21.1,WBGene00002042,Sequence name for WBGene00002042(hus-1). History: N.A.
W06F12.1,1038,88.1678266937,W06F12.1,WBGene00003048,Sequence name for WBGene00003048(lit-1). History: N.A.
Y17G7B.20,1038,88.1678266937,Y17G7B.20,WBGene00012471,Public name for WBGene00012471. History: N.A.
F54D10.5,1037,88.0828865909,F54D10.5,WBGene00018806,Public name for WBGene00018806. History: N.A.
F59A2.2,1037,88.0828865909,F59A2.2,WBGene00010306,"Public name for Dead gene WBGene00010302. History of WBGene00010302: Merged into ""WBGene00010306"" on 2018-11-14"
W10C8.2,1036,87.9979464881,W10C8.2,WBGene00004077,Sequence name for WBGene00004077(pop-1). History: N.A.
Y48G10A.2,1036,87.9979464881,Y48G10A.2,WBGene00013019,Public name for WBGene00013019. History: N.A.
R07E5.1,1035,87.9130063853,R07E5.1,WBGene00011109,Sequence name for WBGene00011109(gpch-1). History: N.A.
ZK795.3,1035,87.9130063853,ZK795.3,WBGene00014083,Public name for WBGene00014083. History: N.A.
Y47G6A.10,1034,87.8280662825,Y47G6A.10,WBGene00004978,Sequence name for WBGene00004978(spg-7). History: Renamed on 2005-03-17; Renamed on 2015-03-05
Y53F4B.12,1033,87.7431261797,Y53F4B.12,WBGene00013159,Public name for WBGene00013159. History: N.A.
R09B3.1,1032,87.6581860769,R09B3.1,WBGene00001372,Sequence name for WBGene00001372(exo-3). History: N.A.
Y53G8AR.8,1032,87.6581860769,Y53G8AR.8,WBGene00021815,Public name for WBGene00021815. History: N.A.
Y71H2AM.11,1031,87.5732459741,Y71H2AM.11,WBGene00022176,Public name for WBGene00022176. History: N.A.
F13H8.2,1030,87.4883058713,F13H8.2,WBGene00017435,Public name for WBGene00017435. History: N.A.
Y57A10A.3,1030,87.4883058713,Y57A10A.3,WBGene00013248,Public name for WBGene00013248. History: N.A.
C50B8.2,1029,87.4033657686,C50B8.2,WBGene00000250,Sequence name for WBGene00000250(bir-2). History: N.A.
D2013.2,1029,87.4033657686,D2013.2,WBGene00008402,Sequence name for WBGene00008402(wdfy-2). History: N.A.
R74.5,1029,87.4033657686,R74.5,WBGene00011279,Sequence name for WBGene00011279(asd-1). History: N.A.
Y54H5A.3,1029,87.4033657686,Y54H5A.3,WBGene00021901,Sequence name for WBGene00021901(rbm-42). History: Renamed on 2017-12-07
C07H6.4,1028,87.3184256658,C07H6.4,WBGene00015581,Sequence name for WBGene00015581(sap-140). History: N.A.
ZK856.18,1028,87.3184256658,ZK856.18,WBGene00194912,Public name for WBGene00194912. History: N.A.
F20C5.2,1027,87.233485563,F20C5.2,WBGene00002222,"Sequence name for WBGene00002222(klp-11). History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
B0285.7,1026,87.1485454602,B0285.7,WBGene00007139,Sequence name for WBGene00007139(mnp-1). History: N.A.
M01B12.4,1026,87.1485454602,M01B12.4,WBGene00019697,Public name for WBGene00019697. History: N.A.
Y116A8C.13,1025,87.0636053574,Y116A8C.13,WBGene00013792,Sequence name for WBGene00013792(rad-54.B). History: N.A.
ZK355.2,1025,87.0636053574,ZK355.2,WBGene00022712,Public name for WBGene00022712. History: N.A.
AC8.3,1023,86.8937251518,AC8.3,WBGene00007075,Public name for WBGene00007075. History: N.A.
B0457.1,1022,86.808785049,B0457.1,WBGene00002251,Sequence name for WBGene00002251(lat-1). History: N.A.
F55F8.2,1022,86.808785049,F55F8.2,WBGene00018890,Public name for WBGene00018890. History: N.A.
T06G6.9,1022,86.808785049,T06G6.9,WBGene00006889,Sequence name for WBGene00006889(pfd-3). History: Renamed on 2006-08-02
Y46G5A.1,1021,86.7238449463,Y46G5A.1,WBGene00012894,Sequence name for WBGene00012894(tbc-17). History: N.A.
C14A4.3,1020,86.6389048435,C14A4.3,WBGene00007556,Sequence name for WBGene00007556(algn-9). History: N.A.
R09H3.3,1020,86.6389048435,R09H3.3,WBGene00019991,Public name for WBGene00019991. History: N.A.
Y111B2A.1,1020,86.6389048435,Y111B2A.1,WBGene00013727,Public name for WBGene00013727. History: N.A.
F21A3.5,1019,86.5539647407,F21A3.5,WBGene00008995,Sequence name for WBGene00008995(prde-1). History: N.A.
F52B5.5,1019,86.5539647407,F52B5.5,WBGene00000467,Sequence name for WBGene00000467(cep-1). History: N.A.
H21P03.2,1019,86.5539647407,H21P03.2,WBGene00010409,Public name for WBGene00010409. History: N.A.
T19E7.3,1018,86.4690246379,T19E7.3,WBGene00000247,Sequence name for WBGene00000247(bec-1). History: Renamed on 2008-02-29
F20A1.9,1017,86.3840845351,F20A1.9,WBGene00017620,Sequence name for WBGene00017620(tofu-2). History: N.A.
F31E3.3,1017,86.3840845351,F31E3.3,WBGene00004340,Sequence name for WBGene00004340(rfc-4). History: N.A.
R151.5,1017,86.3840845351,R151.5,WBGene00006592,Sequence name for WBGene00006592(dpy-31). History: Renamed on 2005-06-13
Y38C9A.2,1017,86.3840845351,Y38C9A.2,WBGene00000480,Sequence name for WBGene00000480(cgp-1). History: N.A.
T07A5.2,1015,86.2142043295,T07A5.2,WBGene00006785,"Sequence name for WBGene00006785(unc-50). History: N.A.. Public name for Dead gene WBGene00011555. History of WBGene00011555: Merged into ""WBGene00006785"" on 2007-10-01"
Y76A2B.6,1015,86.2142043295,Y76A2B.6,WBGene00013578,Sequence name for WBGene00013578(scav-2). History: N.A.
F53C11.4,1014,86.1292642267,F53C11.4,WBGene00009974,Public name for WBGene00009974. History: N.A.
Y39H10A.7,1013,86.044324124,Y39H10A.7,WBGene00000498,Sequence name for WBGene00000498(chk-1). History: N.A.
B0432.8,1012,85.9593840212,B0432.8,WBGene00015189,Public name for WBGene00015189. History: N.A.
F39B2.10,1012,85.9593840212,F39B2.10,WBGene00001030,Sequence name for WBGene00001030(dnj-12). History: N.A.
Y106G6H.14,1012,85.9593840212,Y106G6H.14,WBGene00013724,Public name for WBGene00013724. History: N.A.
K08H10.7,1011,85.8744439184,K08H10.7,WBGene00004323,Sequence name for WBGene00004323(rde-1). History: N.A.
Y23H5A.8,1011,85.8744439184,Y23H5A.8,WBGene00023172,Public name for WBGene00023172. History: N.A.
C34D4.4,1010,85.7895038156,C34D4.4,WBGene00016400,Public name for WBGene00016400. History: N.A.
R06C1.2,1010,85.7895038156,R06C1.2,WBGene00011058,Sequence name for WBGene00011058(fdps-1). History: N.A.
K04C2.2,1009,85.7045637128,K04C2.2,WBGene00019380,Public name for WBGene00019380. History: N.A.
Y67H2A.2,1009,85.7045637128,Y67H2A.2,WBGene00013461,Public name for WBGene00013461. History: N.A.
C07G3.9,1008,85.61962361,C07G3.9,WBGene00015577,Sequence name for WBGene00015577(ugt-64). History: N.A.
Y39A1A.22,1008,85.61962361,Y39A1A.22,WBGene00012659,Public name for WBGene00012659. History: N.A.
Y71F9B.2,1008,85.61962361,Y71F9B.2,WBGene00022126,Public name for WBGene00022126. History: N.A.
F45E4.2,1007,85.5346835072,F45E4.2,WBGene00004046,Sequence name for WBGene00004046(plp-1). History: N.A.
T13C5.6,1007,85.5346835072,T13C5.6,WBGene00020486,Public name for WBGene00020486. History: N.A.
DC2.8,1006,85.4497434044,DC2.8,WBGene00077643,Sequence name for WBGene00077643(trpp-1). History: N.A.
F48E8.7,1006,85.4497434044,F48E8.7,WBGene00018613,Sequence name for WBGene00018613(skpt-1). History: N.A.
T07A9.1,1006,85.4497434044,T07A9.1,WBGene00020295,Sequence name for WBGene00020295(pqbp-1.2). History: N.A.
Y73B6BL.33,1006,85.4497434044,Y73B6BL.33,WBGene00022253,Sequence name for WBGene00022253(hrpf-2). History: N.A.
C02B10.5,1004,85.2798631989,C02B10.5,WBGene00015330,Public name for WBGene00015330. History: N.A.
Y47G6A.4,1004,85.2798631989,Y47G6A.4,WBGene00021634,Sequence name for WBGene00021634(rde-10). History: N.A.
R05D11.6,1003,85.1949230961,R05D11.6,WBGene00011034,Sequence name for WBGene00011034(paxt-1). History: N.A.
C26F1.3,1002,85.1099829933,C26F1.3,WBGene00016148,Public name for WBGene00016148. History: N.A.
F55C5.4,1002,85.1099829933,F55C5.4,WBGene00010093,Sequence name for WBGene00010093(capg-2). History: N.A.
Y47G6A.19,1001,85.0250428905,Y47G6A.19,WBGene00021645,Public name for WBGene00021645. History: N.A.
F08F8.9,1000,84.9401027877,F08F8.9,WBGene00017274,Public name for WBGene00017274. History: N.A.
F34D10.2,1000,84.9401027877,F34D10.2,WBGene00009372,"Sequence name for WBGene00009372(evl-18). History: Split into F34D10.9(WBGene00045484). History of WBGene00009372: Split into ""WBGene00045484"" on 2007-07-16; Renamed on 2012-08-30"
F38E1.9,1000,84.9401027877,F38E1.9,WBGene00018181,Sequence name for WBGene00018181(mpdu-1). History: N.A.
Y47D3A.4,1000,84.9401027877,Y47D3A.4,WBGene00000519,Sequence name for WBGene00000519(cku-70). History: N.A.
F30A10.9,999,84.8551626849,F30A10.9,WBGene00009266,Public name for WBGene00009266. History: N.A.
F26H9.1,998,84.7702225821,F26H9.1,WBGene00009173,Sequence name for WBGene00009173(prom-1). History: N.A.
Y52B11A.3,997,84.6852824794,Y52B11A.3,WBGene00013123,Public name for WBGene00013123. History: N.A.
Y55F3BL.2,997,84.6852824794,Y55F3BL.2,WBGene00021936,Sequence name for WBGene00021936(zipt-15). History: Renamed on 2017-06-08
Y71H2AM.9,997,84.6852824794,Y71H2AM.9,WBGene00022174,Sequence name for WBGene00022174(slc-30A9). History: N.A.
ZK632.11,996,84.6003423766,ZK632.11,WBGene00014018,Public name for WBGene00014018. History: N.A.
F16B12.6,995,84.5154022738,F16B12.6,WBGene00008882,Public name for WBGene00008882. History: N.A.
W09G10.4,995,84.5154022738,W09G10.4,WBGene00000162,Sequence name for WBGene00000162(apd-3). History: N.A.
Y54F10AM.10,995,84.5154022738,Y54F10AM.10,WBGene00004314,"Sequence name for WBGene00004314(rbc-2). History: Split into Y54F10AM.15(WBGene00303092). History of WBGene00004314: Split into ""WBGene00303092"" on 2018-03-02"
F33D4.4,994,84.430462171,F33D4.4,WBGene00017996,Public name for WBGene00017996. History: N.A.
ZK20.3,993,84.3455220682,ZK20.3,WBGene00013924,Sequence name for WBGene00013924(rad-23). History: N.A.
B0250.1,992,84.2605819654,B0250.1,WBGene00004413,Sequence name for WBGene00004413(rpl-2). History: N.A.
B0348.6,992,84.2605819654,B0348.6,WBGene00002061,Sequence name for WBGene00002061(ife-3). History: N.A.
W05B10.2,992,84.2605819654,W05B10.2,WBGene00012277,Sequence name for WBGene00012277(ccch-3). History: N.A.
Y116A8C.32,991,84.1756418626,Y116A8C.32,WBGene00013808,Sequence name for WBGene00013808(sfa-1). History: Renamed on 2006-09-01
Y43H11AL.2,991,84.1756418626,Y43H11AL.2,WBGene00021546,Sequence name for WBGene00021546(laat-1). History: N.A.
Y55F3AM.12,991,84.1756418626,Y55F3AM.12,WBGene00021929,Sequence name for WBGene00021929(dcap-1). History: Renamed on 2005-12-19
3R5.1,990,84.0907017598,3R5.1,WBGene00007065,Sequence name for WBGene00007065(pot-3). History: N.A.
Y54F10BM.2,990,84.0907017598,Y54F10BM.2,WBGene00021857,Sequence name for WBGene00021857(iffb-1). History: N.A.
AC8.7,989,84.0057616571,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
C05D11.7,988,83.9208215543,C05D11.7,WBGene00015484,Sequence name for WBGene00015484(atgl-1). History: N.A.
C56C10.13,988,83.9208215543,C56C10.13,WBGene00001026,Sequence name for WBGene00001026(dnj-8). History: N.A.
Y39A1A.5,988,83.9208215543,Y39A1A.5,WBGene00012644,Sequence name for WBGene00012644(rabx-5). History: N.A.
Y57G11C.33,988,83.9208215543,Y57G11C.33,WBGene00013323,Public name for WBGene00013323. History: N.A.
Y71G12B.1,988,83.9208215543,Y71G12B.1,WBGene00022141,Sequence name for WBGene00022141(chaf-2). History: N.A.
Y75B8A.30,988,83.9208215543,Y75B8A.30,WBGene00004085,Sequence name for WBGene00004085(pph-4.1). History: N.A.
C55C3.5,987,83.8358814515,C55C3.5,WBGene00016955,"Sequence name for WBGene00016955(perm-5). History: Split into C55C3.73(WBGene00303049). History of WBGene00016955: Split into ""WBGene00303049"" on 2018-03-02"
F02E9.1,987,83.8358814515,F02E9.1,WBGene00008528,Public name for WBGene00008528. History: N.A.
T27A3.2,987,83.8358814515,T27A3.2,WBGene00020839,Sequence name for WBGene00020839(usp-5). History: N.A.
Y38F2AL.1,987,83.8358814515,Y38F2AL.1,WBGene00021415,Sequence name for WBGene00021415(nsy-4). History: N.A.
Y73E7A.6,987,83.8358814515,Y73E7A.6,WBGene00022273,Public name for WBGene00022273. History: N.A.
F53F10.5,986,83.7509413487,F53F10.5,WBGene00003797,Sequence name for WBGene00003797(npp-11). History: N.A.
K04G2.5,986,83.7509413487,K04G2.5,WBGene00010564,Sequence name for WBGene00010564(ath-1). History: N.A.
T07A9.2,986,83.7509413487,T07A9.2,WBGene00001338,Sequence name for WBGene00001338(ears-2). History: Renamed on 2010-01-29
T23F11.1,986,83.7509413487,T23F11.1,WBGene00011953,Sequence name for WBGene00011953(ppm-2). History: N.A.
ZK1058.4,986,83.7509413487,ZK1058.4,WBGene00014204,Sequence name for WBGene00014204(ccdc-47). History: Renamed on 2007-07-20
C23G10.2,985,83.6660012459,C23G10.2,WBGene00016011,Public name for WBGene00016011. History: N.A.
R11A8.5,985,83.6660012459,R11A8.5,WBGene00011239,Sequence name for WBGene00011239(pges-2). History: N.A.
ZK524.3,985,83.6660012459,ZK524.3,WBGene00003074,Sequence name for WBGene00003074(lars-2). History: Renamed on 2010-01-29
H43I07.1,984,83.5810611431,H43I07.1,WBGene00019274,Public name for WBGene00019274. History: N.A.
M106.3,984,83.5810611431,M106.3,WBGene00010911,"Public name for WBGene00010911. History: Split into M106.7(WBGene00044924). History of WBGene00010911: Split into ""WBGene00044924"" on 2006-08-04"
T20F7.1,984,83.5810611431,T20F7.1,WBGene00020630,Public name for WBGene00020630. History: N.A.
W08D2.1,984,83.5810611431,W08D2.1,WBGene00001188,Sequence name for WBGene00001188(egl-20). History: N.A.
Y46G5A.2,984,83.5810611431,Y46G5A.2,WBGene00012895,Sequence name for WBGene00012895(cox-10). History: N.A.
Y47D3A.15,984,83.5810611431,Y47D3A.15,WBGene00012928,Sequence name for WBGene00012928(aakb-2). History: N.A.
Y56A3A.16,984,83.5810611431,Y56A3A.16,WBGene00013235,Public name for WBGene00013235. History: N.A.
E02D9.1,982,83.4111809375,E02D9.1,WBGene00017098,"Sequence name for WBGene00017098(mek-5). History: Split into E02D9.3(WBGene00304811). History of WBGene00017098: Split into ""WBGene00304811"" on 2019-05-20"
K07C11.2,982,83.4111809375,K07C11.2,WBGene00000098,Sequence name for WBGene00000098(air-1). History: N.A.
R05F9.10,982,83.4111809375,R05F9.10,WBGene00019893,Sequence name for WBGene00019893(sgt-1). History: N.A.
F44B9.7,981,83.3262408348,F44B9.7,WBGene00004125,Sequence name for WBGene00004125(mdt-30). History: Renamed on 2010-04-23
Y105E8A.17,980,83.241300732,Y105E8A.17,WBGene00013676,Sequence name for WBGene00013676(ekl-4). History: N.A.
Y48A6C.3,980,83.241300732,Y48A6C.3,WBGene00012976,Sequence name for WBGene00012976(sup-35). History: N.A.
ZK858.4,980,83.241300732,ZK858.4,WBGene00003209,Sequence name for WBGene00003209(mel-26). History: N.A.
C29E4.2,979,83.1563606292,C29E4.2,WBGene00016202,Sequence name for WBGene00016202(kle-2). History: Renamed on 2006-03-22; Renamed on 2007-07-06
C42C1.5,979,83.1563606292,C42C1.5,WBGene00016583,Sequence name for WBGene00016583(tag-335). History: N.A.
F02E9.10,978,83.0714205264,F02E9.10,WBGene00008533,Public name for WBGene00008533. History: N.A.
Y92H12BL.5,978,83.0714205264,Y92H12BL.5,WBGene00022366,"Public name for WBGene00022366. History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
C16C2.3,977,82.9864804236,C16C2.3,WBGene00007620,Sequence name for WBGene00007620(ocrl-1). History: N.A.
Y57A10A.10,977,82.9864804236,Y57A10A.10,WBGene00013255,Sequence name for WBGene00013255(tric-1B.1). History: N.A.
C27A12.9,976,82.9015403208,C27A12.9,WBGene00016159,Sequence name for WBGene00016159(pigo-1). History: N.A.
F11A10.7,975,82.816600218,F11A10.7,WBGene00008688,Sequence name for WBGene00008688(rbm-34). History: N.A.
F26E4.9,975,82.816600218,F26E4.9,WBGene00000371,Sequence name for WBGene00000371(cox-5B). History: Renamed on 2017-09-05
F32H2.1,974,82.7316601152,F32H2.1,WBGene00001568,Sequence name for WBGene00001568(snpc-4). History: Renamed on 2013-07-04
R12E2.1,974,82.7316601152,R12E2.1,WBGene00020030,Sequence name for WBGene00020030(kel-20). History: N.A.
C13B7.6,973,82.6467200124,C13B7.6,WBGene00015731,Public name for WBGene00015731. History: N.A.
K01C8.7,973,82.6467200124,K01C8.7,WBGene00010459,Sequence name for WBGene00010459(slc-25A32). History: N.A.
B0547.1,972,82.5617799097,B0547.1,WBGene00000817,Sequence name for WBGene00000817(csn-5). History: N.A.
F48E8.2,971,82.4768398069,F48E8.2,WBGene00018609,Public name for WBGene00018609. History: N.A.
C15F1.4,969,82.3069596013,C15F1.4,WBGene00004090,Sequence name for WBGene00004090(eif-2Bgamma). History: Renamed on 2018-07-02
C33A12.3,969,82.3069596013,C33A12.3,WBGene00007882,Public name for WBGene00007882. History: N.A.
C36E8.5,969,82.3069596013,C36E8.5,WBGene00006537,Sequence name for WBGene00006537(tbb-2). History: N.A.
K07G5.1,969,82.3069596013,K07G5.1,WBGene00010641,Sequence name for WBGene00010641(crml-1). History: N.A.
F25B4.6,968,82.2220194985,F25B4.6,WBGene00017769,Sequence name for WBGene00017769(hmgs-1). History: Renamed on 2005-03-17
Y119D3B.14,968,82.2220194985,Y119D3B.14,WBGene00022491,Public name for WBGene00022491. History: N.A.
Y47D3A.27,968,82.2220194985,Y47D3A.27,WBGene00006563,Sequence name for WBGene00006563(teg-1). History: N.A.
F45E12.2,967,82.1370793957,F45E12.2,WBGene00000271,Sequence name for WBGene00000271(brf-1). History: N.A.
W03C9.1,966,82.0521392929,W03C9.1,WBGene00012219,Public name for WBGene00012219. History: N.A.
ZK1320.9,966,82.0521392929,ZK1320.9,WBGene00014258,Public name for WBGene00014258. History: N.A.
Y73E7A.3,964,81.8822590874,Y73E7A.3,WBGene00022270,Public name for WBGene00022270. History: N.A.
C23G10.7,963,81.7973189846,C23G10.7,WBGene00016014,Public name for WBGene00016014. History: N.A.
C24A11.8,963,81.7973189846,C24A11.8,WBGene00001491,Sequence name for WBGene00001491(frm-4). History: N.A.
ZK1058.2,963,81.7973189846,ZK1058.2,WBGene00003930,Sequence name for WBGene00003930(pat-3). History: N.A.
ZK686.2,963,81.7973189846,ZK686.2,WBGene00022792,Public name for WBGene00022792. History: N.A.
DY3.1,962,81.7123788818,DY3.1,WBGene00006574,Sequence name for WBGene00006574(tin-13). History: N.A.
K01G5.4,962,81.7123788818,K01G5.4,WBGene00004302,Sequence name for WBGene00004302(ran-1). History: N.A.
F36F12.8,961,81.627438779,F36F12.8,WBGene00018099,Sequence name for WBGene00018099(ztf-28). History: N.A.
F59G1.8,960,81.5424986762,F59G1.8,WBGene00019129,Public name for WBGene00019129. History: N.A.
Y92H12BR.7,960,81.5424986762,Y92H12BR.7,WBGene00022372,Public name for WBGene00022372. History: N.A.
T05A12.3,959,81.4575585734,T05A12.3,WBGene00020234,Public name for WBGene00020234. History: N.A.
M02B7.2,958,81.3726184706,M02B7.2,WBGene00019724,Public name for WBGene00019724. History: N.A.
