# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
F10D2.8,F10D2.8,3.45231149292582,-38.7165,0.0069185973123642,F10D2.8,WBGene00017334,Public name for WBGene00017334. History: N.A.
T03D8.5,gcy-22,3.4133145551431,-38.7082,0.0066510761913658,T03D8.5,WBGene00001547,Sequence name for WBGene00001547(gcy-22). History: Renamed on 2021-01-02
C09G5.1,ggr-1,6.84582405659274,-38.7043,0.0005854633692272,C09G5.1,WBGene00001586,Sequence name for WBGene00001586(lgc-57). History: Renamed on 2021-03-09
C25E10.8,C25E10.8,75.8141181653046,-38.6621,4.76408365795849e-23,C25E10.8,WBGene00016097,Public name for WBGene00016097. History: N.A.
C39B5.5,C39B5.5,126.463216526542,-38.652,2.7996560269969303e-25,C39B5.5,WBGene00016523,"Public name for WBGene00016523. History: Split into C39B5.14(WBGene00189950). History of WBGene00016523: Split into ""WBGene00189950"" on 2009-04-15"
R08A2.7,R08A2.7,6.83696732872225,-38.5596,0.001296207556261,R08A2.7,WBGene00011137,Public name for WBGene00011137. History: N.A.
C18A11.2,C18A11.2,3.41822264527869,-38.5556,0.0046766051877573,C18A11.2,WBGene00015948,Public name for WBGene00015948. History: N.A.
B0416.3,B0416.3,18.5966615393203,-38.5478,5.48323252000039e-07,B0416.3,WBGene00015179,Public name for WBGene00015179. History: N.A.
R11E3.2,R11E3.2,56.4080689190496,-38.4749,1.3208135096139001e-18,R11E3.2,WBGene00020004,Public name for WBGene00020004. History: N.A.
C54D2.5,cca-1,151.765762647166,-38.4697,1.6575164862037701e-46,C54D2.5,WBGene00000367,Sequence name for WBGene00000367(cca-1). History: N.A.
D2023.1,D2023.1,17.6692991834566,-38.4562,4.87950427762304e-07,D2023.1,WBGene00014300,Public name for WBGene00014300. History: N.A.
C54A12.4,drn-1,12.6920893238345,-38.4253,3.7052163124617e-05,C54A12.4,WBGene00016911,Sequence name for WBGene00016911(drn-1). History: N.A.
C01B10.4,cest-5.1,69.6837519769721,-38.4231,9.87786512221151e-22,C01B10.4,WBGene00015279,Sequence name for WBGene00015279(cest-5.1). History: N.A.
C06H5.7,dcar-1,107.284507405141,-38.4056,6.055041685203889e-30,C06H5.7,WBGene00007395,Sequence name for WBGene00007395(dcar-1). History: N.A.
C05B5.8,C05B5.8,76.4592969845259,-38.3971,4.11542470921309e-20,C05B5.8,WBGene00007324,Public name for WBGene00007324. History: N.A.
F38B2.4,F38B2.4,214.890344844772,-38.3633,1.1511222508964099e-55,F38B2.4,WBGene00009531,Public name for WBGene00009531. History: N.A.
Y69H2.1,Y69H2.1,3.83307797729815,-38.3561,0.0053250982347332,Y69H2.1,WBGene00013479,Public name for WBGene00013479. History: N.A.
F36H5.11,fbxb-12,3.39494834404179,-38.3416,0.0046684629979375,F36H5.11,WBGene00018109,"Sequence name for WBGene00018109(fbxb-12). History: Split into F36H5.16(WBGene00270292), F36H5.17(WBGene00270293). History of WBGene00018109: Split into ""WBGene00270292"" on 2016-07-01; Split into ""WBGene00270293"" on 2016-07-01"
Y75B7AR.1,Y75B7AR.1,3.40616562102169,-38.2534,0.0104259992652274,Y75B7AR.1,WBGene00022287,Public name for WBGene00022287. History: N.A.
F42C5.6,F42C5.6,3.38447787525632,-38.2286,0.0068750548006836,F42C5.6,WBGene00018348,Public name for WBGene00018348. History: N.A.
M04C9.1,M04C9.1,25.379762358348,-38.2267,9.10864986672921e-09,M04C9.1,WBGene00010856,Public name for WBGene00010856. History: N.A.
Y60A3A.21,Y60A3A.21,133.354914568272,-38.2152,5.19203902771101e-39,Y60A3A.21,WBGene00013366,Public name for WBGene00013366. History: N.A.
F22E5.21,F22E5.21,3.40362691303744,-38.2016,0.0054089714405388,F22E5.21,WBGene00044363,Public name for WBGene00044363. History: N.A.
T07H8.4,mec-1,52.6653056041751,-38.2006,5.88860377159644e-13,T07H8.4,WBGene00003165,Sequence name for WBGene00003165(mec-1). History: N.A.
K07C5.9,K07C5.9,6.77483834537215,-38.1962,0.0006495478041892,K07C5.9,WBGene00010632,Public name for WBGene00010632. History: N.A.
K04C1.4,mlc-6,18.7456352471518,-38.1333,3.26519333425274e-07,K04C1.4,WBGene00010554,Sequence name for WBGene00010554(mlc-6). History: N.A.
F52F10.2,F52F10.2,3.39400593302286,-38.1236,0.0060029767422436,F52F10.2,WBGene00018706,Public name for WBGene00018706. History: N.A.
Y43D4A.2,Y43D4A.2,3.39324386427188,-38.1082,0.0060109997403878,Y43D4A.2,WBGene00012788,Public name for WBGene00012788. History: N.A.
F54G8.2,dgk-3,3.37039413967976,-38.0949,0.0048118785687882,F54G8.2,WBGene00000960,Sequence name for WBGene00000960(dgk-3). History: N.A.
F58E6.7,hrg-3,3.39180144859142,-38.079,0.0060255775115869,F58E6.7,WBGene00010256,Sequence name for WBGene00010256(hrg-3). History: N.A.
Y75B8A.32,Y75B8A.32,12.7085644819076,-38.0562,4.11017701674449e-05,Y75B8A.32,WBGene00013562,Public name for WBGene00013562. History: N.A.
T12B5.9,Pseudogene,3.38231056290063,-38.0457,0.0236556499154919,T12B5.9,WBGene00023345,Public name for WBGene00023345. History: N.A.
T01C4.1,lmd-5,3.36322803709559,-38.0183,0.0048798135947707,T01C4.1,WBGene00020141,Sequence name for WBGene00020141(lmd-5). History: N.A.
C37C3.6,mig-6,1005.40457094856,-38.0042,2.3560632070688903e-120,C37C3.6,WBGene00003242,"Sequence name for WBGene00003242(mig-6). History: N.A.. Public name for Dead gene WBGene00016498. History of WBGene00016498: Merged into ""WBGene00003242"" on 2009-03-31"
F28G4.5,Pseudogene,3.34670721876002,-37.9903,0.0105188357619189,F28G4.5,WBGene00009230,Sequence name for WBGene00009230(oac-18). History: N.A.
F59E11.7,F59E11.7,3.36603041598985,-37.9353,0.0063894687238547,F59E11.7,WBGene00019113,Public name for WBGene00019113. History: N.A.
F36F2.5,tax-2,3.37875764463053,-37.9055,0.0251045862347227,F36F2.5,WBGene00006525,Sequence name for WBGene00006525(tax-2). History: N.A.
F36H1.10,hrg-6,18.2295972869961,-37.866,6.64348238438971e-07,F36H1.10,WBGene00009495,Sequence name for WBGene00009495(hrg-6). History: N.A.
F31B12.3,N.A.,48.2324471908353,-37.8246,3.5341813730947104e-14,F31B12.3,WBGene00001495,Public name for WBGene00001495. History: N.A.
F47C12.1,F47C12.1,18.8859390188529,-37.8122,6.17385142886638e-05,F47C12.1,WBGene00018547,"Public name for Dead gene WBGene00018546. History of WBGene00018546: Merged into ""WBGene00018547"" on 2013-09-27"
C53B4.3,C53B4.3,142.292318086876,-37.7457,1.53583231331946e-43,C53B4.3,WBGene00008273,Public name for WBGene00008273. History: N.A.
Y116A8C.44,Y116A8C.44,3.36007944269716,-37.7444,0.0051214705112131,Y116A8C.44,WBGene00013815,Public name for WBGene00013815. History: N.A.
R07C3.1,clec-43,12.2655109212192,-37.7367,4.00958096133619e-05,R07C3.1,WBGene00019917,Sequence name for WBGene00019917(clec-43). History: N.A.
R02C2.1,R02C2.1,24.78503016664,-37.6593,2.5806041564219503e-09,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
F46A8.8,F46A8.8,3.34738997603542,-37.6391,0.0075582737672852,F46A8.8,WBGene00009751,"Public name for WBGene00009751. History: Split into Y53H1A.6(WBGene00044781). History of WBGene00009751: Split into ""WBGene00044781"" on 2006-03-15"
F44D12.9,ent-7,241.642527793967,-37.6342,1.03871025750951e-55,F44D12.9,WBGene00009686,Sequence name for WBGene00009686(ent-7). History: Renamed on 2014-09-03
K02E7.11,K02E7.11,3.34405917211965,-37.5989,0.0050745198383116,K02E7.11,WBGene00019315,Public name for WBGene00019315. History: N.A.
F10C1.8,F10C1.8,13.7030893529808,-37.5868,0.0001274527871611,F10C1.8,WBGene00017327,Public name for WBGene00017327. History: N.A.
F38E11.6,F38E11.6,3.3324096666908,-37.5712,0.0121717914696734,F38E11.6,WBGene00009543,Public name for WBGene00009543. History: N.A.
R07E3.6,R07E3.6,12.2329637221313,-37.5622,3.29574253721229e-05,R07E3.6,WBGene00011107,Public name for WBGene00011107. History: N.A.
C56E10.1,nhr-173,61.8076195387584,-37.5514,2.31953244106608e-20,C56E10.1,WBGene00016975,Sequence name for WBGene00016975(nhr-173). History: N.A.
F48E3.7,lgc-11,3.34380478566105,-37.5332,0.0247644271262178,F48E3.7,WBGene00000061,Sequence name for WBGene00000061(lgc-11). History: Renamed on 2007-05-18
K08F4.12,K08F4.12,3.33351424353583,-37.5009,0.006021981335459,K08F4.12,WBGene00010680,Public name for WBGene00010680. History: N.A.
ZC449.7,ZC449.7,3.32702278688636,-37.4355,0.005222672281594,ZC449.7,WBGene00045365,Public name for WBGene00045365. History: N.A.
F33A8.7,F33A8.7,3.32693650506669,-37.4337,0.0052231349820235,F33A8.7,WBGene00009355,Public name for WBGene00009355. History: N.A.
C18A11.7,dim-1,323.742251009602,-37.4282,6.821282030903801e-74,C18A11.7,WBGene00001000,Sequence name for WBGene00001000(dim-1). History: N.A.
F53G2.4,pqn-42,6.71119581287136,-37.4207,0.0019528453970726,F53G2.4,WBGene00004129,Sequence name for WBGene00004129(pqn-42). History: N.A.
Y26D4A.21,Y26D4A.21,6.64308346543437,-37.418,0.0007800283768046,Y26D4A.21,WBGene00077684,Public name for WBGene00077684. History: N.A.
F41D9.1,tbc-18,48.3254454599233,-37.4011,7.17529575481623e-16,F41D9.1,WBGene00018281,Sequence name for WBGene00018281(tbc-18). History: N.A.
F16G10.15,F16G10.15,3.32021273244807,-37.3653,0.0050223473598341,F16G10.15,WBGene00017529,Public name for WBGene00017529. History: N.A.
M03B6.2,mct-3,1047.55994128613,-37.3564,3.8093695257357e-157,M03B6.2,WBGene00010834,Sequence name for WBGene00010834(mct-3). History: N.A.
T05A10.6,T05A10.6,3.31681580897992,-37.3456,0.0066905455104877,T05A10.6,WBGene00011463,Public name for WBGene00011463. History: N.A.
T05D4.2,T05D4.2,30.4041310251758,-37.3292,1.65498915029151e-10,T05D4.2,WBGene00011475,Public name for WBGene00011475. History: N.A.
M28.1,cutl-9,12.084458772755,-37.3119,0.0001617257282914,M28.1,WBGene00010893,Sequence name for WBGene00010893(cutl-9). History: N.A.
C24G7.2,acd-1,3.29359911346926,-37.2933,0.0098752445630002,C24G7.2,WBGene00016064,Sequence name for WBGene00016064(acd-1). History: N.A.
T08G11.3,T08G11.3,3.3130032852548,-37.2903,0.0055683077646283,T08G11.3,WBGene00011630,Public name for WBGene00011630. History: N.A.
K02E7.10,K02E7.10,3.30989091418569,-37.2713,0.0055684199997561,K02E7.10,WBGene00019314,Public name for WBGene00019314. History: N.A.
C24H12.1,C24H12.1,18.098757538973,-37.2306,5.09212349669083e-07,C24H12.1,WBGene00016071,"Public name for WBGene00016071. History: Split into C24H12.19(WBGene00235338). History of WBGene00016071: Split into ""WBGene00235338"" on 2013-09-12"
F46G10.2,F46G10.2,103.283345605017,-37.1599,6.08766269669377e-32,F46G10.2,WBGene00009797,Public name for WBGene00009797. History: N.A.
R11A5.7,suro-1,56.0405151946417,-37.1431,5.94200623955779e-15,R11A5.7,WBGene00011235,Sequence name for WBGene00011235(suro-1). History: N.A.
F32D8.7,F32D8.7,6.53966221726578,-37.0704,0.0008855730491106,F32D8.7,WBGene00009331,Public name for WBGene00009331. History: N.A.
C16D9.1,C16D9.1,6.53755222754126,-36.9981,0.0007917742351067,C16D9.1,WBGene00015857,Public name for WBGene00015857. History: N.A.
F55D10.2,rpl-25.1,240.604492684604,-36.9673,1.4459655037812001e-55,F55D10.2,WBGene00004438,Sequence name for WBGene00004438(rpl-25.1). History: N.A.
R13F6.5,dhhc-5,3.27797404416284,-36.9425,0.0051647230416672,R13F6.5,WBGene00020066,Sequence name for WBGene00020066(dhhc-5). History: N.A.
C02B4.1,adt-1,36.7212946959501,-36.9317,6.78997801523321e-12,C02B4.1,WBGene00000082,Sequence name for WBGene00000082(adt-1). History: N.A.
C54E4.4,C54E4.4,3.27492882167093,-36.9242,0.007179634775306,C54E4.4,WBGene00016919,Public name for WBGene00016919. History: N.A.
C40A11.3,C40A11.3,6.56589519746661,-36.9171,0.0009679369034031,C40A11.3,WBGene00016546,Public name for WBGene00016546. History: N.A.
T10G3.1,T10G3.1,17.9442255021086,-36.8563,6.15861447377953e-07,T10G3.1,WBGene00011692,Public name for WBGene00011692. History: N.A.
C17C3.15,C17C3.15,114.849200211195,-36.8404,1.81647276977213e-35,C17C3.15,WBGene00015896,Public name for WBGene00015896. History: N.A.
F18G5.2,pes-8,23.6014080085338,-36.8369,4.81705793063828e-08,F18G5.2,WBGene00003981,Sequence name for WBGene00003981(pes-8). History: N.A.
C04C11.1,C04C11.1,18.0591696809197,-36.8312,4.31816420322436e-07,C04C11.1,WBGene00007295,Public name for WBGene00007295. History: N.A.
Y50E8A.5,Y50E8A.5,12.0386645961868,-36.8225,4.33517718511826e-05,Y50E8A.5,WBGene00013048,Public name for WBGene00013048. History: N.A.
H08M01.2,rga-5,98.399361667252,-36.8117,9.51503613672191e-35,H08M01.2,WBGene00010374,Sequence name for WBGene00010374(rga-5). History: N.A.
C17A2.1,nhr-257,3.26363579300523,-36.7907,0.0078576989569554,C17A2.1,WBGene00015869,Sequence name for WBGene00015869(nhr-257). History: N.A.
T13A10.12,srv-32,3.27712425998161,-36.7482,0.0085555468122996,T13A10.12,WBGene00005743,Sequence name for WBGene00005743(srv-32). History: N.A.
R173.3,cest-19,3.25362481335265,-36.7009,0.0054713454369452,R173.3,WBGene00020125,Sequence name for WBGene00020125(cest-19). History: N.A.
Y75B12B.6,plc-2,66.8126244419184,-36.6773,2.65940092719093e-22,Y75B12B.6,WBGene00004037,Sequence name for WBGene00004037(plc-2). History: N.A.
C08A9.1,sod-3,42.5627783593457,-36.671,6.02830309684583e-14,C08A9.1,WBGene00004932,Sequence name for WBGene00004932(sod-3). History: N.A.
Y40H7A.147,Pseudogene,3.23800280248414,-36.6051,0.0271786267871419,Y40H7A.147,WBGene00077755,Public name for WBGene00077755. History: N.A.
H02I12.4,dsl-6,12.0637291578974,-36.6013,9.27035395268344e-05,H02I12.4,WBGene00001108,Sequence name for WBGene00001108(dsl-6). History: N.A.
F57H12.4,frpr-10,3.25982634490463,-36.5743,0.0085707217465732,F57H12.4,WBGene00019019,Sequence name for WBGene00019019(frpr-10). History: N.A.
C41H7.1,C41H7.1,6.47691607448781,-36.5722,0.0010412975056601,C41H7.1,WBGene00016572,"Public name for Dead gene WBGene00016571. History of WBGene00016571: Merged into ""WBGene00016572"" on 2019-10-21"
K05F6.12,K05F6.12,3.23612656695764,-36.5286,0.0055373655588563,K05F6.12,WBGene00045486,Public name for WBGene00045486. History: N.A.
K08D8.1,K08D8.1,3.23508417206436,-36.5039,0.005549270904127,K08D8.1,WBGene00010655,"Public name for WBGene00010655. History: Split into K08D8.12(WBGene00194926). History of WBGene00010655: Split into ""WBGene00194926"" on 2010-01-27"
K09D9.1,K09D9.1,48.1907981464838,-36.4705,8.30491039280282e-16,K09D9.1,WBGene00019564,Public name for WBGene00019564. History: N.A.
E02H4.1,del-1,6.46789612352687,-36.4592,0.0008774283981793,E02H4.1,WBGene00000952,Sequence name for WBGene00000952(del-1). History: N.A.
K07E3.7,catp-5,72.2297101502834,-36.4408,3.06984353833649e-24,K07E3.7,WBGene00019493,Sequence name for WBGene00019493(catp-5). History: N.A.
F58A6.6,srb-16,3.22598356155399,-36.4325,0.006714177380431,F58A6.6,WBGene00019025,Sequence name for WBGene00019025(srb-16). History: N.A.
Y57G11B.8,Pseudogene,3.242522471117,-36.4022,0.0087617148599242,Y57G11B.8,WBGene00045061,"Public name for WBGene00045061. History: Split into Y57G11B.223(WBGene00255522). History of WBGene00045061: Split into ""WBGene00255522"" on 2014-05-28"
C45G9.8,C45G9.8,3.24083261741494,-36.3688,0.0087858333545784,C45G9.8,WBGene00016679,"Public name for WBGene00016679. History: Split into C45G9.15(WBGene00050919). History of WBGene00016679: Split into ""WBGene00050919"" on 2007-10-15"
T07G12.1,cal-4,19.7975343708084,-36.3669,4.35814960304565e-07,T07G12.1,WBGene00000288,Sequence name for WBGene00000288(cal-4). History: N.A.
ZK265.1,kri-1,24.7559619951014,-36.2997,5.09531014826219e-09,ZK265.1,WBGene00013955,Sequence name for WBGene00013955(kri-1). History: N.A.
M03F8.5,M03F8.5,3.2115742623938,-36.2814,0.0059444327748965,M03F8.5,WBGene00019764,Public name for WBGene00019764. History: N.A.
F54F12.2,F54F12.2,6.47071719415499,-36.2193,0.0012292449344821,F54F12.2,WBGene00010073,Public name for WBGene00010073. History: N.A.
Y43F8C.18,Y43F8C.18,3.22722473605963,-36.2144,0.0070432444637372,Y43F8C.18,WBGene00012839,Public name for WBGene00012839. History: N.A.
T13F2.12,ssp-36,3.22678983021103,-36.2064,0.0070466026106287,T13F2.12,WBGene00011749,Sequence name for WBGene00011749(ssp-36). History: N.A.
F29F11.5,ceh-22,3.47495586472059,-36.1486,0.005351691670794,F29F11.5,WBGene00000445,Sequence name for WBGene00000445(ceh-22). History: Renamed on 2006-12-04
C25E10.7,C25E10.7,3.21721381826015,-36.1251,0.0074227766888343,C25E10.7,WBGene00016096,Public name for WBGene00016096. History: N.A.
B0244.7,B0244.7,3.19413695651034,-36.1092,0.006221676163569,B0244.7,WBGene00015082,Public name for WBGene00015082. History: N.A.
T05E7.4,T05E7.4,3.19399107968373,-36.1054,0.0062233815876138,T05E7.4,WBGene00020260,Public name for WBGene00020260. History: N.A.
F21C10.3,F21C10.3,23.6331192532762,-36.0918,1.08404613900004e-08,F21C10.3,WBGene00017653,Public name for WBGene00017653. History: N.A.
F23F1.7,F23F1.7,47.3152444557574,-36.0632,1.8772673609471e-15,F23F1.7,WBGene00017748,Sequence name for WBGene00017748(spp-24). History: N.A.
F41E7.3,npr-6,3.20767610884157,-36.0558,0.0097802315317087,F41E7.3,WBGene00009619,Sequence name for WBGene00009619(npr-6). History: N.A.
T03G11.9,T03G11.9,3.18681290525759,-36.0269,0.006650512455115,T03G11.9,WBGene00044584,Public name for WBGene00044584. History: N.A.
R09H10.3,R09H10.3,218.721917570898,-36.0249,1.17736497108541e-55,R09H10.3,WBGene00011181,Public name for WBGene00011181. History: N.A.
C05D2.8,C05D2.8,443.684557795151,-35.9869,9.479434703296442e-112,C05D2.8,WBGene00015469,Public name for WBGene00015469. History: N.A.
C13C12.1,cal-1,47.2976861223071,-35.9861,6.01831388061807e-16,C13C12.1,WBGene00000285,Sequence name for WBGene00000285(cal-1). History: N.A.
K07H8.11,K07H8.11,3.20035667691218,-35.9641,0.0077080115398284,K07H8.11,WBGene00044510,Public name for WBGene00044510. History: N.A.
C23H3.7,tre-5,41.3094870152699,-35.9383,2.1208852608476702e-14,C23H3.7,WBGene00006611,Sequence name for WBGene00006611(tre-5). History: N.A.
T17A3.6,fbxb-83,17.7685808813335,-35.913,1.8103705330292e-06,T17A3.6,WBGene00020543,Sequence name for WBGene00020543(fbxb-83). History: N.A.
Y6G8.14,Y6G8.14,3.19550481575082,-35.9015,0.0093613240776374,Y6G8.14,WBGene00138715,Public name for WBGene00138715. History: N.A.
F59B10.4,F59B10.4,18.4473607587294,-35.8613,9.4570722418763e-07,F59B10.4,WBGene00010320,Public name for WBGene00010320. History: N.A.
F56A12.2,F56A12.2,3.16665825367826,-35.8183,0.0116082394797954,F56A12.2,WBGene00010143,Public name for WBGene00010143. History: N.A.
ZC317.3,glc-3,3.18605719790905,-35.8037,0.0067011346498141,ZC317.3,WBGene00001593,Sequence name for WBGene00001593(glc-3). History: N.A.
Y39B6A.29,Y39B6A.29,3.06189070513162,-35.7844,0.0140339240662048,Y39B6A.29,WBGene00012688,Public name for WBGene00012688. History: N.A.
Y45F10A.7,Y45F10A.7,83.9571585627742,-35.7787,1.35389933440929e-27,Y45F10A.7,WBGene00012869,Public name for WBGene00012869. History: N.A.
C09D1.1,unc-89,1805.23418589101,-35.7481,3.7311350216786295e-33,C09D1.1,WBGene00006820,Sequence name for WBGene00006820(unc-89). History: N.A.
F01D4.4,egl-21,93.7852038969854,-35.7475,1.06458955495199e-31,F01D4.4,WBGene00001189,Sequence name for WBGene00001189(egl-21). History: N.A.
Y58A7A.6,glb-32,6.34777985910779,-35.7276,0.0009009836014725,Y58A7A.6,WBGene00021980,Sequence name for WBGene00021980(glb-32). History: N.A.
W01B11.5,pqn-72,3.061772567803,-35.6917,0.006828980083898,W01B11.5,WBGene00004154,Sequence name for WBGene00004154(pqn-72). History: N.A.
F53F4.8,Pseudogene,3.15230548976733,-35.6889,0.0073283844480672,F53F4.8,WBGene00009991,Public name for WBGene00009991. History: N.A.
C32B5.15,C32B5.15,3.15218789120248,-35.6855,0.0073303232524689,C32B5.15,WBGene00016308,Public name for WBGene00016308. History: N.A.
F41B5.3,cyp-33C5,11.7527306417556,-35.6842,9.462321474447e-05,F41B5.3,WBGene00018261,Sequence name for WBGene00018261(cyp-33C5). History: N.A.
C49G9.1,mec-19,11.6338838561582,-35.6156,0.000118730729233,C49G9.1,WBGene00008216,Sequence name for WBGene00008216(mec-19). History: N.A.
F44B9.2,F44B9.2,122.501850996119,-35.586,4.78101264949151e-33,F44B9.2,WBGene00018407,Public name for WBGene00018407. History: N.A.
